State 	ExpPrior[ Recombination rate ]	Coalescent	treeLikelihood	 num.patterns	 num.nodes	popSize	rec.rate	kappaR	kappaY	site.height	site.bps	total.bps	 mc.speed 
5000	-3.2602	88.253	-16283.937936962291	583	28	0.02896659	1.032919	1.284034	1.147648	0.011819402759472322	2	2	3843.2
10000	-3.2721	121.2417	-16265.614284962901	599	29	0.0041999	1.330282	1.037859	1.208852	0.01175004396605011	2	2	10683.76
15000	-3.2959	116.9549	-16266.277690629662	582	28	0.00545907	1.925257	1.285853	0.618722	0.0118173702685106	2	2	11764.71
20000	-4.7422	126.8845	-16264.214263949134	583	28	0.00445531	38.082312	1.194024	0.843626	0.010370787393045092	2	2	12376.24
25000	-4.3473	149.4386	-16272.067277932412	650	31	0.00417912	28.209585	1.045499	1.120554	0.0129245426518446	4	5	12722.65
30000	-6.036	134.3476	-16275.17213355219	608	30	0.00332229	70.428864	1.166207	1.287584	0.011384216718977993	3	3	12690.36
35000	-6.0841	142.1295	-16263.803971874837	574	28	0.00442728	71.630323	1.071455	0.797539	0.009753972820966208	3	4	13333.33
40000	-4.0079	117.3526	-16274.090718001582	552	27	0.00436286	19.725316	0.921459	0.850083	0.010254436707796572	1	1	13623.98
45000	-4.1169	124.7121	-16262.641683497675	610	30	0.00443478	22.450546	0.965053	1.367228	0.011393177048912862	2	2	13888.89
50000	-6.5224	134.9252	-16261.961999646493	593	29	0.00329747	82.587626	1.022398	1.718675	0.012030307518633468	3	3	12376.24
55000	-4.3174	118.3707	-16271.715984577739	576	28	0.00422807	27.463315	1.01425	0.797793	0.00948985865293035	1	1	13698.63
60000	-4.7033	135.4995	-16267.210106828443	593	29	0.00395091	37.111539	0.917782	1.305313	0.012568166198980085	2	3	13736.26
65000	-7.2084	136.0796	-16258.090659630285	625	35	0.00380228	99.738485	1.140309	1.188475	0.011757830318169467	3	3	13586.96
70000	-4.3535	130.6782	-16267.371099524846	598	29	0.003158246	28.365478	1.245557	0.695171	0.01127662140427057	2	2	14084.51
75000	-6.0636	146.1647	-16262.313190087882	619	33	0.00657047	71.118262	1.05692	0.994086	0.011132704867900769	4	5	14367.82
80000	-3.8999	134.0173	-16262.756511042611	614	32	0.00322654	17.025208	1.128198	1.230668	0.011180136220247872	3	3	14450.87
85000	-4.763	126.2503	-16261.974022453735	591	29	0.00334777	38.603185	1.076596	0.787674	0.012338346211454248	2	2	14450.87
90000	-4.2883	128.1196	-16265.394756400889	603	30	0.0033811	26.735976	0.901766	0.755011	0.012292973540749257	2	2	14705.88
95000	-5.0494	131.108	-16279.247739832233	552	27	0.003086291	45.763632	1.045944	0.950784	0.009270717557476998	2	2	14409.22
100000	-4.4843	149.6702	-16266.466002130624	587	29	0.00329553	31.636197	1.216787	0.5638	0.015049236653809759	5	5	14880.95
105000	-5.3645	145.85	-16264.076445059482	610	30	0.00365508	53.64108	1.196138	0.923188	0.011748358447251108	4	4	13404.83
110000	-6.4506	170.7496	-16265.700199079336	603	31	0.00384701	80.792522	1.326834	1.128753	0.019684555739173798	6	8	13812.15
115000	-3.8747	128.5837	-16261.568564152076	573	28	0.00405431	16.394878	1.124863	1.128753	0.011832322682637474	2	2	14204.55
120000	-4.7278	128.1935	-16271.660127992844	609	33	0.005586	37.72313	1.107233	0.602325	0.013933526295293132	3	3	13850.42
125000	-6.3404	125.8595	-16263.400529184459	593	29	0.00413057	78.037394	1.09086	0.530745	0.01163235330196431	2	2	14204.55
130000	-4.159	125.852	-16268.930513142219	578	29	0.00346808	23.503846	0.928401	0.677525	0.010530585111650833	2	2	14450.87
135000	-4.6846	145.4291	-16264.608676896478	584	28	0.00388395	36.643587	1.05402	0.677525	0.011931528824184358	3	4	13888.89
140000	-6.5463	128.291	-16269.09442154018	610	30	0.00444326	83.184542	0.950961	0.677525	0.013280758015086862	3	3	14409.22
145000	-3.9265	131.2556	-16262.155527561574	592	29	0.00437326	17.689891	1.001642	0.677525	0.012791556262616336	2	3	14409.22
150000	-6.3755	157.4753	-16258.603082198159	613	33	0.002907384	78.916307	1.128468	0.794597	0.011171967578928825	5	5	14792.9
155000	-4.7893	130.5901	-16261.09259729188	584	29	0.00551119	39.260463	1.106937	0.634659	0.01130788737595405	3	3	14577.26
160000	-4.7952	178.4428	-16261.371532642108	624	33	0.00451385	39.407431	1.017495	0.829802	0.013146093501575421	4	9	14534.88
165000	-5.4034	152.2358	-16251.64939548251	649	37	0.002918793	54.612617	1.205538	0.829802	0.0121453873148306	5	5	14367.82
170000	-6.6471	134.1654	-16258.47905089092	601	30	0.00490429	85.704787	1.214125	0.829802	0.012697232753846118	3	3	14577.26
175000	-9.6276	137.6717	-16263.4390713438	595	30	0.002925466	160.219223	0.950336	0.829802	0.010268956071862938	3	3	15290.52
180000	-5.7207	273.8372	-16263.902098863815	635	35	0.00469404	62.546326	1.026581	0.709733	0.012205045683215029	13	21	14970.06
185000	-5.0912	140.8857	-16259.844558299133	573	28	0.00514001	46.808236	1.041156	0.709733	0.012353500581352256	3	4	15822.78
190000	-5.7135	125.2488	-16267.742759987479	579	28	0.00403088	62.365562	1.107939	1.586138	0.010656379284319012	2	2	14245.01
195000	-3.4387	124.7565	-16268.775414104912	596	29	0.00324309	5.495673	1.266735	0.745858	0.01043359091400398	2	2	15060.24
200000	-5.1103	132.6666	-16259.241502444493	593	29	0.00372037	47.286363	1.093281	1.013003	0.013524691907628849	3	3	14450.87
205000	-4.7518	135.515	-16260.817826662289	618	33	0.00392228	38.323612	1.083085	0.783376	0.010285759757758431	3	3	14619.88
210000	-5.0166	147.917	-16262.051181454586	588	29	0.00320801	44.942915	1.037651	0.72727	0.013426104410267068	3	4	14326.65
215000	-6.1415	144.683	-16271.736016327337	587	30	0.00529742	73.06624	0.892328	0.72099	0.010530533477162572	4	4	15527.95
220000	-3.9789	124.8125	-16269.893686235191	590	29	0.00377204	19.000657	0.993835	1.805644	0.012578302159066511	2	2	15060.24
225000	-10.5208	146.7679	-16256.41972233195	573	28	0.002714912	182.54781	1.09814	0.750692	0.01114491683767406	3	4	15197.57
230000	-5.8589	136.8242	-16264.378344263187	592	29	0.00359286	66.000715	1.14246	1.084258	0.011084114539464967	3	3	15060.24
235000	-6.1763	158.7607	-16264.46012661256	613	30	0.0037624	73.934887	1.147074	0.978406	0.009783392708888877	4	5	15243.9
240000	-7.7707	185.1551	-16269.792574664669	620	32	0.00325647	113.794731	1.12305	1.679888	0.011014187607317856	5	8	15060.24
245000	-7.4805	163.5553	-16264.81985776906	580	28	0.00615458	106.539731	1.135278	0.746539	0.011817261944566827	5	7	14970.06
250000	-4.2124	141.7806	-16263.505802506794	593	30	0.00371914	24.838002	1.09727	0.678707	0.010887671694223574	4	4	14836.8
255000	-3.8738	123.0049	-16262.709177648594	593	29	0.00369156	16.372942	0.960095	0.796525	0.01137442243150176	2	2	14577.26
260000	-4.7941	128.0534	-16261.89237172707	573	28	0.002907998	39.37987	1.314212	1.168221	0.011086026505411125	2	2	14925.37
265000	-5.1105	129.7366	-16260.315608276414	604	30	0.0032619	47.291529	1.01075	0.879775	0.011156360266987096	2	2	15015.02
270000	-3.9535	136.6008	-16273.830110646082	609	30	0.00382705	18.366066	0.893561	1.095494	0.012426964940362299	3	3	15015.02
275000	-6.8509	132.1195	-16260.266620998998	575	28	0.00431553	90.801287	1.024424	0.616701	0.011622791679947392	2	3	14705.88
280000	-4.1118	128.9089	-16261.805493310207	581	30	0.00499003	22.32257	1.280465	0.783668	0.013180669424867186	3	3	14836.8
285000	-4.5053	130.032	-16256.752121095371	605	30	0.00527642	32.159487	1.019126	1.232301	0.011523384984280188	3	3	14164.31
290000	-5.2533	142.6282	-16260.84285842663	610	32	0.003112159	50.86072	1.007576	1.492391	0.013554408621508866	3	4	15384.62
295000	-5.8828	145.1874	-16259.586959463017	619	32	0.00322961	66.597204	0.952553	1.080286	0.011434752763746073	4	4	15197.57
300000	-7.472	158.9175	-16265.50175379535	584	28	0.00501438	106.327467	1.12229	0.71392	0.011288412014964846	4	6	15197.57
305000	-5.5319	158.8728	-16275.016375983487	606	30	0.0039317	57.825807	1.006528	2.69125	0.010324013382879473	2	6	15243.9
310000	-4.0683	119.183	-16277.879008460366	565	28	0.00342899	21.234954	1.005445	1.47467	0.00999866964167045	1	1	15197.57
315000	-6.9187	123.1607	-16267.22372365559	566	28	0.00498136	92.496461	1.001107	1.082927	0.012046198041832703	2	2	15060.24
320000	-5.1874	132.7507	-16273.638369462282	595	30	0.00441165	49.213772	0.991893	1.280507	0.013114910547704214	3	3	15384.62
325000	-5.5423	125.7455	-16261.973393888366	611	30	0.00479455	58.086201	1.042481	0.828097	0.011845272218223901	2	2	14925.37
330000	-5.7184	146.7354	-16264.747727830232	591	29	0.003112297	62.488073	1.079254	0.715896	0.011789630242370725	4	4	14534.88
335000	-6.7587	162.817	-16259.376900942536	621	31	0.00373311	88.494598	1.076536	1.347648	0.011133039702275594	5	6	15479.88
340000	-5.7358	142.4785	-16266.04850282088	610	36	0.00503298	62.92198	1.130477	0.772261	0.012466490779085532	4	4	14792.9
345000	-5.5087	163.1293	-16261.47783667663	613	32	0.00372053	57.246597	1.049533	0.748943	0.011500559050961975	6	6	14534.88
350000	-6.0758	130.9225	-16262.338047151974	629	33	0.00530642	71.423718	0.95384	0.932923	0.01209534671781762	3	3	14925.37
355000	-3.714	124.5644	-16260.905152466075	574	28	0.00359563	12.377059	1.070971	0.850851	0.012678140677475433	2	2	14492.75
360000	-7.0332	139.3401	-16274.934978661335	584	29	0.00399151	95.359107	1.112688	0.936204	0.01125337384200298	4	4	15197.57
365000	-3.8275	122.4453	-16265.525955848745	580	29	0.00392433	15.216355	1.090047	0.533371	0.012827146274156138	2	2	15105.74
370000	-4.4563	124.7682	-16264.295854612079	610	30	0.0039439	30.935744	1.048059	1.869155	0.013126444067163519	2	2	14245.01
375000	-6.6138	135.7235	-16261.14085313767	575	28	0.00323325	84.873082	0.953881	1.131758	0.011977138542276222	3	3	15290.52
380000	-4.3978	127.2067	-16267.284549447708	575	28	0.002497441	29.473142	0.99463	1.052391	0.011715890278173683	2	2	15337.42
385000	-4.3174	130.45	-16268.378921951014	611	30	0.00421483	27.463557	1.269866	1.004504	0.011780658495657422	3	3	15384.62
390000	-6.0501	144.4742	-16262.492907543732	589	29	0.00370497	70.780767	1.064953	0.864189	0.012245569731250364	3	4	14925.37
395000	-3.9057	136.0638	-16258.153756663838	592	29	0.00482576	17.171082	1.111632	0.779532	0.010399495278033568	3	4	15243.9
400000	-4.7982	143.9829	-16261.243725318112	589	30	0.002934701	39.482068	1.038602	0.912705	0.011048214804807381	3	4	15105.74
405000	-7.4187	123.9901	-16264.636852807424	609	30	0.00425563	104.99494	1.337024	1.023816	0.011381661866456116	2	2	15243.9
410000	-3.6532	123.8147	-16264.949388317615	618	30	0.00338603	10.858486	0.995147	0.878193	0.010791007338148372	2	2	14836.8
415000	-5.4857	129.619	-16262.645348724618	604	30	0.002988045	56.670482	1.020689	0.716804	0.010391171030660083	2	2	15151.52
420000	-5.8837	123.3652	-16255.61330019433	611	30	0.00350358	66.619792	1.209691	0.982489	0.011562527040164788	2	2	14749.26
425000	-3.6355	132.3481	-16256.578978917043	617	33	0.0039242	10.414618	1.230981	0.671469	0.012465668075252923	3	3	14245.01
430000	-4.9177	134.6256	-16257.845452334463	577	29	0.00362612	42.470007	1.069981	1.231147	0.010928595136269106	3	3	15723.27
435000	-3.9494	123.7877	-16260.836667599835	574	28	0.00469863	18.263869	0.997582	1.595932	0.011203103531054462	2	2	13477.09
440000	-6.053	137.1337	-16265.172442924319	573	28	0.00334655	70.852638	1.176215	1.023695	0.012926325124235478	4	4	14577.26
445000	-6.9922	168.7997	-16262.11712876058	625	32	0.002884483	94.331967	0.934229	0.600197	0.0122413454572082	5	6	14970.06
450000	-6.8065	145.8867	-16270.96287277261	603	30	0.002535733	89.691372	0.97472	1.007861	0.011638342311331151	4	4	15197.57
455000	-5.4217	120.4017	-16267.217052365788	582	28	0.00615604	55.071445	0.929645	0.519199	0.012750601692970005	2	2	14836.8
460000	-5.8887	133.8079	-16265.913011509432	659	35	0.00432621	66.745815	0.981115	0.838646	0.012493626836129739	3	3	15197.57
465000	-5.5613	141.9999	-16260.453359629026	633	33	0.00395959	58.560263	1.143731	0.898695	0.010938666322362477	4	4	15015.02
470000	-4.2293	123.1051	-16262.237355215462	599	29	0.00378358	25.259689	1.056765	1.527461	0.01198261318650659	2	2	15432.1
475000	-6.1815	152.4036	-16260.474541993919	639	32	0.00401993	74.066594	1.247864	0.649379	0.010951540807714467	4	5	14749.26
480000	-4.3449	133.5431	-16258.940053987124	619	31	0.00372437	28.149908	1.266125	1.021723	0.013206313325800403	3	3	15151.52
485000	-6.2472	146.1366	-16262.6896450124	584	29	0.00382373	75.707391	1.033529	0.893651	0.01247208262332884	4	4	14836.8
490000	-6.517	167.8746	-16261.776348629051	580	28	0.00347633	82.453945	1.140518	1.477723	0.013602987566252056	2	7	13888.89
495000	-4.6358	150.7556	-16259.32699124758	581	29	0.00376598	35.423169	0.804428	2.825994	0.012457373678112033	5	5	15673.98
500000	-5.9762	125.7225	-16263.122007936436	579	28	0.00486553	68.932534	1.048044	0.764578	0.011415868330760427	2	2	15772.87
505000	-5.15	127.6801	-16261.120157473219	593	29	0.003072595	48.277573	1.158105	0.869909	0.011520412623708095	2	2	15015.02
510000	-4.4058	132.8741	-16259.9322449803	578	28	0.00542867	29.674198	1.238774	0.899423	0.010970275751953659	2	3	15290.52
515000	-5.7058	138.2049	-16258.249784001118	610	30	0.00329676	62.174297	1.020778	0.903728	0.013570508784558781	3	3	15290.52
520000	-5.8319	128.5203	-16271.968375777653	578	28	0.00317999	65.325583	1.26838	1.41944	0.010921149680223154	2	2	14970.06
525000	-6.2846	190.9904	-16269.555651149582	580	29	0.00401394	76.643067	1.310023	0.618138	0.013032434288081257	4	10	15105.74
530000	-4.8147	133.5862	-16262.171715848563	610	30	0.0031807	39.895954	1.124409	1.022071	0.012361383043630126	3	3	15290.52
535000	-6.0698	135.4153	-16258.739257419245	580	28	0.0041001	71.27307	1.06866	0.696931	0.012032180930825332	3	3	15060.24
540000	-4.6915	140.969	-16267.910583920724	576	28	0.00323125	36.81479	1.120973	0.532305	0.01329608448347294	4	4	14925.37
545000	-5.6915	133.7532	-16265.272511089945	579	29	0.003158479	61.816053	1.262957	1.269604	0.012102185917516717	3	3	14749.26
550000	-8.2147	133.4498	-16264.39105677625	617	30	0.00363796	124.895462	1.071328	1.251908	0.012555259723095345	2	3	15060.24
555000	-5.8337	174.7365	-16258.635980273051	602	30	0.003020563	65.36962	1.252801	0.876513	0.011178493571825644	5	7	14836.8
560000	-5.7957	133.0488	-16261.526454510687	589	28	0.00383187	64.421425	1.194229	1.509132	0.011808674066830923	3	3	15479.88
565000	-4.0737	124.9259	-16268.553537824251	592	29	0.00317152	21.370642	0.744415	0.778924	0.010957806970908139	2	2	14005.6
570000	-4.0089	127.1717	-16264.3201306987	586	28	0.003059165	19.751275	1.114127	0.89536	0.012165324624407592	2	2	15197.57
575000	-5.1886	124.5915	-16263.741393899383	623	30	0.00591839	49.24385	0.964492	1.226238	0.010792230838840653	2	2	15384.62
580000	-4.4503	135.1603	-16264.8798298768	584	29	0.002426452	30.786194	1.248739	1.03796	0.01404506368660038	3	3	15243.9
585000	-3.7433	124.0717	-16265.763769196516	577	28	0.00413297	13.111353	1.188067	1.052089	0.010938562743679256	2	2	15015.02
590000	-4.5778	131.7609	-16260.13183862354	603	30	0.003665	33.973243	1.151049	0.729287	0.01132725207539189	3	3	14880.95
595000	-5.4663	149.2616	-16268.9975517762	583	28	0.0037068	56.184623	1.074883	1.718704	0.010455985428756141	4	4	15197.57
600000	-4.3481	135.6683	-16266.030393062305	581	29	0.00286607	28.229474	1.05946	0.810294	0.011117817374585481	3	3	15151.52
605000	-6.0149	128.6558	-16263.75686874118	592	29	0.002908763	69.900035	0.837113	0.671285	0.01123562986539434	2	2	15290.52
610000	-4.4947	145.1234	-16259.669781421031	604	31	0.003134337	31.896668	1.072499	1.011091	0.011764191117491626	4	4	14970.06
615000	-4.8603	130.86	-16265.610333754557	602	30	0.00344053	41.034792	1.062528	0.888231	0.012504316776129303	3	3	15243.9
620000	-6.0762	133.1426	-16272.04555020241	590	29	0.00532817	71.432722	0.962245	1.291986	0.009439202167417412	3	3	15576.32
625000	-4.8904	134.4778	-16274.362901516706	614	30	0.00326532	41.788702	0.876679	1.641929	0.012296988635551478	3	3	14749.26
630000	-5.5243	131.0089	-16266.234869756292	624	34	0.00463476	57.634359	0.960486	0.649084	0.012136471608814928	3	3	14705.88
635000	-4.737	127.475	-16264.203798841525	573	28	0.00332794	37.954292	1.226383	0.828528	0.011597541611804322	2	2	14836.8
640000	-9.4709	180.9482	-16261.834780249734	598	32	0.00414569	156.300581	1.030347	0.937173	0.012771722396198648	6	8	15015.02
645000	-5.1833	128.4812	-16270.351917493415	553	28	0.003161651	49.110856	1.011055	0.853419	0.012944712464840188	2	2	15290.52
650000	-4.9061	131.1182	-16262.58528669373	586	29	0.00352557	42.179743	0.971229	0.99506	0.012146840194347098	2	3	15337.42
655000	-4.5346	134.8065	-16272.662338507345	581	29	0.00403387	32.892027	1.04073	1.224181	0.011946699798429323	3	3	14925.37
660000	-4.5235	133.4351	-16261.091173978399	575	28	0.002995892	32.615813	1.078974	0.801624	0.01102226216081322	3	3	15015.02
665000	-3.7342	124.2472	-16265.868323577079	579	29	0.00337375	12.884179	1.17769	0.865834	0.01151895238647899	2	2	15105.74
670000	-4.1496	123.3936	-16260.987457648258	577	28	0.0050851	23.268142	0.99023	1.414821	0.012399461398776908	2	2	15243.9
675000	-5.5433	120.9278	-16261.14216531947	574	28	0.00608016	58.109482	1.205097	0.903557	0.011781787374565745	2	2	15105.74
680000	-8.1079	145.2388	-16268.808155670995	606	30	0.00319525	122.224606	0.974675	0.666173	0.011216248471657145	2	4	15015.02
685000	-5.645	155.3451	-16266.621115449303	604	30	0.003099944	60.653144	1.390268	1.087764	0.012337062060766329	3	5	14970.06
690000	-3.6548	132.9451	-16261.538321675936	649	34	0.0036119	10.897601	1.167904	0.690363	0.010828989882136113	3	3	15060.24
695000	-5.198	120.1419	-16264.633717181394	581	29	0.00615401	49.478704	0.958077	0.783403	0.012411674840809545	2	2	15105.74
700000	-8.2342	151.9326	-16263.41732894472	636	38	0.00424101	125.384316	1.062386	1.183344	0.01329170860582961	5	5	14084.51
705000	-3.7907	125.1123	-16260.064745229962	574	28	0.00446611	14.296469	1.009395	0.910847	0.01127419685891216	2	2	14326.65
710000	-4.7111	134.1156	-16263.387550934669	610	30	0.00484741	37.304463	1.057385	0.917348	0.012292594601703198	3	3	15105.74
715000	-5.1822	128.2387	-16262.941042522756	618	30	0.00360188	49.082741	1.000257	0.927016	0.010869970857013772	2	2	15015.02
720000	-5.623	136.5431	-16263.039423539072	591	29	0.00452954	60.102928	1.211003	0.651432	0.011632249717874384	3	3	14925.37
725000	-5.4958	143.2486	-16263.384717370333	605	30	0.00351597	56.923108	1.1748	0.61072	0.010033987368823761	3	4	15105.74
730000	-4.9536	125.8187	-16261.264985385094	592	29	0.00461088	43.36901	1.148183	1.662862	0.01118868543036529	2	2	15337.42
735000	-7.9342	165.5268	-16269.35570463819	588	30	0.002809118	117.882334	1.02081	1.002957	0.011772931893280407	6	6	14925.37
740000	-3.8344	119.988	-16268.619810847003	579	28	0.00390374	15.387605	1.147632	1.68214	0.012651918172868317	2	2	14836.8
745000	-5.4453	142.1766	-16259.945200170083	612	30	0.00343261	55.660487	1.120144	1.068643	0.0123501757372768	3	4	15243.9
750000	-5.501	120.7791	-16274.821120843535	574	28	0.00596921	57.053107	1.173408	1.751411	0.00987655589203829	2	2	14970.06
755000	-4.2467	123.4888	-16263.014117580708	579	29	0.00378648	25.695951	1.166603	0.826526	0.011110752103102178	2	2	15290.52
760000	-6.0784	144.2681	-16269.102328762434	637	33	0.00329598	71.488046	1.058073	1.142297	0.010393283847594399	4	4	15105.74
765000	-5.2589	127.9416	-16269.859625793766	575	28	0.002805779	50.999662	1.036107	0.610884	0.011014737032279476	2	2	14749.26
770000	-5.3829	128.5061	-16263.373756340294	610	30	0.00332617	54.100156	1.197265	1.154045	0.010682106436159989	2	2	15105.74
775000	-4.9495	143.5632	-16260.133967416079	612	30	0.00378257	43.266266	1.134161	0.956862	0.012435988089073967	4	4	15337.42
780000	-4.9918	134.1045	-16268.478459611202	610	30	0.00384509	44.32227	1.197079	1.081039	0.013685114153773562	3	3	15290.52
785000	-5.9112	148.6878	-16267.662822763088	579	29	0.00340658	67.308499	0.84397	1.771619	0.010689205821494635	4	4	14705.88
790000	-4.6472	141.3905	-16258.536975471532	610	30	0.00482757	35.707176	0.921552	0.805606	0.013638097879664406	4	4	15432.1
795000	-4.332	128.8621	-16266.368146095438	574	28	0.003010935	27.827062	0.792505	1.255908	0.011040122003337767	2	2	14749.26
800000	-5.9096	142.8387	-16254.347459751258	610	30	0.00455647	67.267139	1.143701	0.74175	0.0115410845913433	3	4	15197.57
805000	-5.658	136.0357	-16260.381996933404	573	28	0.002996916	60.979026	1.100708	0.942111	0.011734468061212916	3	3	15151.52
810000	-4.893	125.9603	-16267.735103229128	580	29	0.0039236	41.853493	1.03745	1.055295	0.009853457852828207	2	2	15197.57
815000	-5.0066	130.7617	-16262.733666687833	591	29	0.003032217	44.692974	1.234996	0.732036	0.012489497774648476	2	3	15060.24
820000	-4.8327	135.7557	-16259.533857100465	575	28	0.00353351	40.344785	1.117116	0.737087	0.012909149711121157	3	3	15151.52
825000	-4.247	130.1494	-16262.7611558948	593	29	0.00331812	25.703854	0.957999	0.615771	0.011170058831178142	2	2	15060.24
830000	-5.5357	130.0406	-16265.14250761969	609	30	0.002643582	57.920879	1.133135	1.486605	0.012158387432076794	2	3	15527.95
835000	-4.512	126.8989	-16270.857203364716	582	28	0.00413552	32.328381	1.133402	0.721318	0.011632520200950638	2	2	15060.24
840000	-4.5584	127.4942	-16256.232225449043	593	29	0.00339971	33.488467	1.189364	0.713553	0.010942550203783152	2	2	15625.0
845000	-4.1807	125.887	-16265.306954003248	593	29	0.0040361	24.044461	1.074123	1.02741	0.013989216236771056	2	2	14970.06
850000	-3.4016	117.6401	-16270.008169844354	575	28	0.00457205	4.567722	0.989461	0.797774	0.00812071562719163	1	1	15243.9
855000	-7.3972	208.7657	-16265.334019281701	609	31	0.00401493	104.459188	1.169794	1.358336	0.013484551075648157	8	11	14925.37
860000	-6.8241	143.4487	-16269.247535858633	615	33	0.00459554	90.13049	0.97522	0.91918	0.010081918460624641	4	4	15384.62
865000	-4.4581	142.021	-16262.371016925501	580	28	0.00409997	30.980147	1.082393	0.864371	0.011929945974715568	3	4	8156.61
870000	-4.5506	136.1543	-16260.839469083796	591	29	0.003055462	33.293345	1.187529	1.530968	0.011657432908326538	3	3	15060.24
875000	-8.4677	148.7119	-16265.578652223423	599	32	0.00502348	131.221438	1.07871	1.131545	0.013169670091952398	4	5	14970.06
880000	-5.4398	123.5856	-16257.327127500866	574	28	0.003026224	55.523586	1.147629	0.830634	0.011448271946050019	2	2	8503.4
885000	-4.3881	121.6068	-16267.07139300256	617	30	0.00547557	29.230288	1.323611	0.700218	0.011596595608869689	2	2	14880.95
890000	-4.7534	125.0178	-16260.151556238841	621	30	0.00498669	38.362872	1.013146	1.011002	0.011083851834910457	2	2	14836.8
895000	-3.8412	122.7463	-16269.296724610833	597	29	0.00601069	15.558517	0.948795	0.921182	0.01219756012407058	2	2	14577.26
900000	-4.6559	129.4302	-16266.704381467476	578	29	0.00465219	35.925193	1.023536	0.663717	0.01110031171766779	2	2	14836.8
905000	-4.1604	148.2154	-16261.429449729667	623	33	0.00387723	23.537223	1.184382	0.582344	0.012423859716974104	5	5	14619.88
910000	-4.4505	133.8055	-16263.283893467837	574	28	0.00320904	30.790645	1.30231	0.63859	0.010435378341986283	3	3	14970.06
915000	-6.8125	134.9724	-16259.6394584484	636	31	0.002689146	89.840197	1.059457	0.93536	0.011263602405373286	3	3	14925.37
920000	-3.4364	119.2997	-16271.496403563035	583	29	0.00384266	5.438929	1.491603	1.258211	0.009576698344975853	1	1	15015.02
925000	-4.67	125.8359	-16257.39517071289	612	30	0.002964759	36.277333	1.066146	0.870223	0.010991487212397913	2	2	15015.02
930000	-4.9098	128.1695	-16260.754198033439	575	28	0.00527525	42.272676	1.127365	1.632629	0.012714272432709388	2	3	15105.74
935000	-4.2928	131.6447	-16264.435681697158	615	31	0.00382156	26.848694	1.210403	1.418522	0.012508062818862721	3	3	14836.8
940000	-5.5276	138.8565	-16262.87711223007	575	28	0.002795672	57.718822	1.225741	0.992965	0.01047959099624214	2	3	15015.02
945000	-6.1721	154.6668	-16268.410041183797	574	28	0.00391391	73.8315	1.297972	0.783877	0.009786546546890719	4	5	14705.88
950000	-5.1133	136.5117	-16273.308469640704	616	33	0.00392342	47.360383	1.363065	1.56604	0.012224408995926504	3	3	15151.52
955000	-4.0593	128.8723	-16269.788490305236	606	30	0.00593464	21.010558	1.13754	0.656851	0.011169777235105677	3	3	15337.42
960000	-4.0731	127.5643	-16261.40761887549	593	29	0.0045803	21.355043	1.045029	0.742228	0.01057957019712368	2	2	15197.57
965000	-4.5028	126.8374	-16270.04631610563	580	29	0.002921169	32.097659	1.023393	0.951534	0.009600918878361685	2	2	15197.57
970000	-6.0545	137.4516	-16259.182620418898	604	29	0.00384132	70.890016	1.102921	0.820337	0.011052087412430578	3	3	15337.42
975000	-5.3576	124.6745	-16262.297314903368	615	30	0.0043799	53.468894	1.140818	0.721009	0.012039491380676472	2	2	14619.88
980000	-6.4787	150.1641	-16268.313480894238	578	29	0.002963085	81.494906	0.81865	0.697672	0.0104424921019712	3	4	15337.42
985000	-6.3822	131.3136	-16264.067388180032	574	30	0.00594754	79.083648	1.108562	0.944916	0.012780242713352255	3	3	15290.52
990000	-5.1413	143.3657	-16273.691413520244	585	29	0.0034613	48.061552	1.229834	0.619262	0.01163409885146882	4	4	15151.52
995000	-4.2027	143.907	-16260.640367472715	613	30	0.00317559	24.594664	0.836052	0.890109	0.010897989617135414	3	4	14925.37
1000000	-4.5287	123.9538	-16261.899634009585	579	28	0.00390752	32.744956	1.206615	0.759986	0.012751904868758613	2	2	14792.9
1005000	-6.3752	132.1069	-16262.890450185208	593	29	0.00403195	78.908407	1.142929	1.068693	0.014435132323643764	3	3	14836.8
1010000	-4.8194	123.4589	-16269.766075307314	594	29	0.00423802	40.013586	1.017919	1.113943	0.009984993942069602	2	2	15432.1
1015000	-4.7983	127.4722	-16262.574896477812	574	28	0.00388237	39.485668	1.088193	0.534249	0.010918751495991351	2	2	14970.06
1020000	-6.3363	132.5081	-16269.510454854964	572	30	0.00361596	77.936584	1.040376	0.700026	0.012373283665114783	3	3	15290.52
1025000	-4.5914	125.75	-16254.323691872687	581	29	0.00456335	34.31272	1.113372	0.9782	0.01159410633172102	2	2	15384.62
1030000	-5.1341	126.6104	-16261.657716134798	587	29	0.00327791	47.880652	1.054991	1.102468	0.010799866470468728	2	2	14005.6
1035000	-4.462	125.5763	-16257.825652653535	581	29	0.00465964	31.07804	1.075399	1.268926	0.011629893012843581	2	2	15105.74
1040000	-4.3284	128.0025	-16261.78619384759	581	29	0.00360306	27.737503	0.875521	0.986504	0.012269013343511843	2	2	15105.74
1045000	-4.9728	142.4205	-16270.834107762994	582	29	0.002639324	43.848934	1.119227	1.186484	0.013124824527310558	4	4	15243.9
1050000	-5.1792	135.5128	-16277.94132548612	596	28	0.00405739	49.00894	1.223747	1.243889	0.011202096575915262	3	3	15290.52
1055000	-5.066	142.9835	-16264.761164721645	579	28	0.002728603	46.177905	1.094527	0.726855	0.010764222098991834	4	4	15015.02
