State 	Coalescent	popSize	constantRecRate	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
2015000	-16.391	1.0	0.2	0.0	0	2	0	0	151515.15
2020000	-15.691	1.0	0.2	0.0	0	3	0	0	135135.14
2025000	-15.94	1.0	0.2	0.0	0	2	0	0	142857.14
2030000	-19.0428	1.0	0.2	0.0	0	2	0	0	135135.14
2035000	-10.8731	1.0	0.2	0.0	0	0	0	0	138888.89
2040000	-13.9171	1.0	0.2	0.0	0	1	0	0	151515.15
2045000	-13.1788	1.0	0.2	0.0	0	2	0	0	135135.14
2050000	-12.736	1.0	0.2	0.0	0	1	0	0	142857.14
2055000	-11.5435	1.0	0.2	0.0	0	1	0	0	138888.89
2060000	-29.676	1.0	0.2	0.0	0	5	0	0	142857.14
2065000	-7.2508	1.0	0.2	0.0	0	0	0	0	128205.13
2070000	-17.1131	1.0	0.2	0.0	0	4	0	0	147058.82
2075000	-6.199	1.0	0.2	0.0	0	0	0	0	138888.89
2080000	-5.8751	1.0	0.2	0.0	0	0	0	0	135135.14
2085000	-14.1246	1.0	0.2	0.0	0	2	0	0	151515.15
2090000	-29.6502	1.0	0.2	0.0	0	3	0	0	138888.89
2095000	-14.2273	1.0	0.2	0.0	0	1	0	0	138888.89
2100000	-10.3255	1.0	0.2	0.0	0	0	0	0	147058.82
2105000	-30.0544	1.0	0.2	0.0	0	7	0	0	151515.15
2110000	-17.4674	1.0	0.2	0.0	0	3	0	0	135135.14
2115000	-4.1305	1.0	0.2	0.0	0	0	0	0	138888.89
2120000	-14.0951	1.0	0.2	0.0	0	1	0	0	135135.14
2125000	-13.5595	1.0	0.2	0.0	0	1	0	0	138888.89
2130000	-9.9511	1.0	0.2	0.0	0	1	0	0	151515.15
2135000	-21.557	1.0	0.2	0.0	0	4	0	0	138888.89
2140000	-12.9635	1.0	0.2	0.0	0	2	0	0	138888.89
2145000	-10.2192	1.0	0.2	0.0	0	1	0	0	138888.89
2150000	-16.2662	1.0	0.2	0.0	0	1	0	0	147058.82
2155000	-14.2568	1.0	0.2	0.0	0	2	0	0	138888.89
2160000	-8.9967	1.0	0.2	0.0	0	0	0	0	135135.14
2165000	-12.4392	1.0	0.2	0.0	0	0	0	0	142857.14
2170000	-5.4849	1.0	0.2	0.0	0	0	0	0	147058.82
2175000	-18.0335	1.0	0.2	0.0	0	4	0	0	138888.89
2180000	-14.0946	1.0	0.2	0.0	0	1	0	0	138888.89
2185000	-13.5302	1.0	0.2	0.0	0	2	0	0	138888.89
2190000	-16.3784	1.0	0.2	0.0	0	2	0	0	142857.14
2195000	-7.6175	1.0	0.2	0.0	0	1	0	0	147058.82
2200000	-19.4725	1.0	0.2	0.0	0	4	0	0	135135.14
2205000	-14.9508	1.0	0.2	0.0	0	0	0	0	142857.14
2210000	-14.0666	1.0	0.2	0.0	0	2	0	0	138888.89
2215000	-11.7889	1.0	0.2	0.0	0	0	0	0	138888.89
2220000	-10.1474	1.0	0.2	0.0	0	0	0	0	147058.82
2225000	-8.47	1.0	0.2	0.0	0	0	0	0	131578.95
2230000	-20.9811	1.0	0.2	0.0	0	2	0	0	142857.14
2235000	-7.8297	1.0	0.2	0.0	0	0	0	0	135135.14
2240000	-18.4744	1.0	0.2	0.0	0	3	0	0	151515.15
2245000	-6.7464	1.0	0.2	0.0	0	0	0	0	142857.14
2250000	-22.7747	1.0	0.2	0.0	0	3	0	0	138888.89
2255000	-11.5475	1.0	0.2	0.0	0	1	0	0	142857.14
2260000	-14.1661	1.0	0.2	0.0	0	1	0	0	138888.89
2265000	-8.1485	1.0	0.2	0.0	0	0	0	0	151515.15
2270000	-28.1205	1.0	0.2	0.0	0	4	0	0	142857.14
2275000	-5.7288	1.0	0.2	0.0	0	0	0	0	138888.89
2280000	-19.4468	1.0	0.2	0.0	0	2	0	0	138888.89
2285000	-5.2041	1.0	0.2	0.0	0	0	0	0	151515.15
2290000	-19.9978	1.0	0.2	0.0	0	2	0	0	142857.14
2295000	-17.1761	1.0	0.2	0.0	0	2	0	0	138888.89
2300000	-13.6348	1.0	0.2	0.0	0	1	0	0	135135.14
2305000	-13.9243	1.0	0.2	0.0	0	1	0	0	151515.15
2310000	-16.1047	1.0	0.2	0.0	0	1	0	0	138888.89
2315000	-12.3811	1.0	0.2	0.0	0	1	0	0	138888.89
2320000	-13.8095	1.0	0.2	0.0	0	1	0	0	147058.82
2325000	-27.2726	1.0	0.2	0.0	0	3	0	0	138888.89
2330000	-17.5239	1.0	0.2	0.0	0	3	0	0	151515.15
2335000	-13.7827	1.0	0.2	0.0	0	1	0	0	138888.89
2340000	-7.0717	1.0	0.2	0.0	0	0	0	0	138888.89
2345000	-8.3029	1.0	0.2	0.0	0	0	0	0	138888.89
2350000	-5.6095	1.0	0.2	0.0	0	0	0	0	147058.82
2355000	-25.8454	1.0	0.2	0.0	0	4	0	0	135135.14
2360000	-6.1073	1.0	0.2	0.0	0	0	0	0	135135.14
2365000	-16.3464	1.0	0.2	0.0	0	2	0	0	138888.89
2370000	-21.0842	1.0	0.2	0.0	0	2	0	0	138888.89
2375000	-18.5781	1.0	0.2	0.0	0	2	0	0	147058.82
2380000	-13.4491	1.0	0.2	0.0	0	1	0	0	138888.89
2385000	-22.7037	1.0	0.2	0.0	0	4	0	0	138888.89
2390000	-14.0849	1.0	0.2	0.0	0	0	0	0	131578.95
2395000	-7.1118	1.0	0.2	0.0	0	0	0	0	142857.14
2400000	-11.3225	1.0	0.2	0.0	0	2	0	0	156250.0
2405000	-17.1622	1.0	0.2	0.0	0	1	0	0	138888.89
2410000	-13.1876	1.0	0.2	0.0	0	0	0	0	142857.14
2415000	-12.7115	1.0	0.2	0.0	0	2	0	0	138888.89
2420000	-21.2927	1.0	0.2	0.0	0	3	0	0	142857.14
2425000	-9.7768	1.0	0.2	0.0	0	0	0	0	138888.89
2430000	-14.4206	1.0	0.2	0.0	0	1	0	0	142857.14
2435000	-14.3221	1.0	0.2	0.0	0	0	0	0	147058.82
2440000	-8.0222	1.0	0.2	0.0	0	0	0	0	142857.14
2445000	-15.2456	1.0	0.2	0.0	0	3	0	0	151515.15
2450000	-10.4034	1.0	0.2	0.0	0	1	0	0	138888.89
2455000	-23.2572	1.0	0.2	0.0	0	2	0	0	135135.14
2460000	-6.4111	1.0	0.2	0.0	0	0	0	0	147058.82
2465000	-14.8554	1.0	0.2	0.0	0	1	0	0	142857.14
2470000	-9.3393	1.0	0.2	0.0	0	0	0	0	142857.14
2475000	-10.3726	1.0	0.2	0.0	0	0	0	0	138888.89
2480000	-18.688	1.0	0.2	0.0	0	4	0	0	135135.14
2485000	-32.155	1.0	0.2	0.0	0	6	0	0	131578.95
2490000	-10.8048	1.0	0.2	0.0	0	1	0	0	147058.82
2495000	-17.9671	1.0	0.2	0.0	0	1	0	0	142857.14
2500000	-5.0791	1.0	0.2	0.0	0	0	0	0	138888.89
2505000	-23.5883	1.0	0.2	0.0	0	3	0	0	138888.89
2510000	-14.7411	1.0	0.2	0.0	0	1	0	0	147058.82
2515000	-9.8618	1.0	0.2	0.0	0	1	0	0	135135.14
2520000	-11.0763	1.0	0.2	0.0	0	1	0	0	142857.14
2525000	-19.7404	1.0	0.2	0.0	0	3	0	0	142857.14
2530000	-21.7036	1.0	0.2	0.0	0	3	0	0	138888.89
2535000	-23.9318	1.0	0.2	0.0	0	3	0	0	151515.15
2540000	-14.4419	1.0	0.2	0.0	0	2	0	0	138888.89
2545000	-9.7157	1.0	0.2	0.0	0	0	0	0	142857.14
2550000	-10.3816	1.0	0.2	0.0	0	0	0	0	135135.14
2555000	-11.9307	1.0	0.2	0.0	0	0	0	0	142857.14
2560000	-17.2859	1.0	0.2	0.0	0	0	0	0	138888.89
2565000	-27.0602	1.0	0.2	0.0	0	4	0	0	135135.14
2570000	-9.7736	1.0	0.2	0.0	0	0	0	0	138888.89
2575000	-9.5558	1.0	0.2	0.0	0	0	0	0	147058.82
2580000	-12.6653	1.0	0.2	0.0	0	1	0	0	138888.89
2585000	-10.6771	1.0	0.2	0.0	0	0	0	0	135135.14
2590000	-11.9513	1.0	0.2	0.0	0	1	0	0	138888.89
2595000	-20.0715	1.0	0.2	0.0	0	2	0	0	156250.0
2600000	-14.8078	1.0	0.2	0.0	0	1	0	0	142857.14
2605000	-18.4608	1.0	0.2	0.0	0	1	0	0	29761.9
2610000	-13.7015	1.0	0.2	0.0	0	0	0	0	138888.89
2615000	-14.7092	1.0	0.2	0.0	0	1	0	0	138888.89
2620000	-14.8557	1.0	0.2	0.0	0	2	0	0	142857.14
2625000	-14.3765	1.0	0.2	0.0	0	1	0	0	138888.89
2630000	-10.7246	1.0	0.2	0.0	0	0	0	0	135135.14
2635000	-15.9866	1.0	0.2	0.0	0	1	0	0	138888.89
2640000	-11.6151	1.0	0.2	0.0	0	1	0	0	147058.82
2645000	-19.5069	1.0	0.2	0.0	0	2	0	0	135135.14
2650000	-12.8357	1.0	0.2	0.0	0	0	0	0	138888.89
2655000	-12.9371	1.0	0.2	0.0	0	1	0	0	142857.14
2660000	-22.2151	1.0	0.2	0.0	0	3	0	0	147058.82
2665000	-8.1189	1.0	0.2	0.0	0	1	0	0	131578.95
2670000	-11.5144	1.0	0.2	0.0	0	1	0	0	147058.82
2675000	-17.1093	1.0	0.2	0.0	0	3	0	0	142857.14
2680000	-13.06	1.0	0.2	0.0	0	0	0	0	147058.82
2685000	-14.8743	1.0	0.2	0.0	0	2	0	0	138888.89
2690000	-10.9307	1.0	0.2	0.0	0	1	0	0	142857.14
2695000	-12.2342	1.0	0.2	0.0	0	2	0	0	138888.89
2700000	-28.561	1.0	0.2	0.0	0	5	0	0	135135.14
2705000	-16.5199	1.0	0.2	0.0	0	1	0	0	151515.15
2710000	-15.0661	1.0	0.2	0.0	0	1	0	0	138888.89
2715000	-14.6711	1.0	0.2	0.0	0	1	0	0	138888.89
2720000	-11.3304	1.0	0.2	0.0	0	0	0	0	142857.14
2725000	-21.565	1.0	0.2	0.0	0	4	0	0	147058.82
2730000	-10.7427	1.0	0.2	0.0	0	1	0	0	138888.89
2735000	-10.1927	1.0	0.2	0.0	0	1	0	0	138888.89
2740000	-5.6065	1.0	0.2	0.0	0	0	0	0	147058.82
2745000	-13.6983	1.0	0.2	0.0	0	1	0	0	147058.82
2750000	-7.3313	1.0	0.2	0.0	0	0	0	0	142857.14
2755000	-32.9251	1.0	0.2	0.0	0	4	0	0	138888.89
2760000	-18.6689	1.0	0.2	0.0	0	2	0	0	138888.89
2765000	-5.088	1.0	0.2	0.0	0	0	0	0	138888.89
2770000	-9.0192	1.0	0.2	0.0	0	0	0	0	147058.82
2775000	-9.8895	1.0	0.2	0.0	0	0	0	0	135135.14
2780000	-11.7028	1.0	0.2	0.0	0	1	0	0	142857.14
2785000	-12.2353	1.0	0.2	0.0	0	2	0	0	138888.89
2790000	-7.3264	1.0	0.2	0.0	0	0	0	0	147058.82
2795000	-14.9629	1.0	0.2	0.0	0	2	0	0	135135.14
2800000	-13.1892	1.0	0.2	0.0	0	2	0	0	128205.13
2805000	-13.1192	1.0	0.2	0.0	0	0	0	0	142857.14
2810000	-12.9194	1.0	0.2	0.0	0	2	0	0	147058.82
2815000	-12.2555	1.0	0.2	0.0	0	1	0	0	135135.14
2820000	-10.2843	1.0	0.2	0.0	0	1	0	0	138888.89
2825000	-13.3015	1.0	0.2	0.0	0	2	0	0	142857.14
2830000	-8.8536	1.0	0.2	0.0	0	0	0	0	151515.15
2835000	-13.7833	1.0	0.2	0.0	0	1	0	0	138888.89
2840000	-20.3976	1.0	0.2	0.0	0	3	0	0	147058.82
2845000	-9.3646	1.0	0.2	0.0	0	0	0	0	135135.14
2850000	-22.7514	1.0	0.2	0.0	0	1	0	0	156250.0
2855000	-8.3727	1.0	0.2	0.0	0	0	0	0	135135.14
2860000	-12.1784	1.0	0.2	0.0	0	2	0	0	147058.82
2865000	-9.1412	1.0	0.2	0.0	0	0	0	0	142857.14
2870000	-16.8753	1.0	0.2	0.0	0	2	0	0	156250.0
2875000	-17.2662	1.0	0.2	0.0	0	3	0	0	138888.89
2880000	-14.8338	1.0	0.2	0.0	0	2	0	0	138888.89
2885000	-19.0421	1.0	0.2	0.0	0	4	0	0	138888.89
2890000	-15.6197	1.0	0.2	0.0	0	1	0	0	135135.14
2895000	-5.2707	1.0	0.2	0.0	0	0	0	0	147058.82
2900000	-12.036	1.0	0.2	0.0	0	1	0	0	142857.14
2905000	-12.5033	1.0	0.2	0.0	0	2	0	0	138888.89
2910000	-4.9792	1.0	0.2	0.0	0	0	0	0	142857.14
2915000	-34.6899	1.0	0.2	0.0	0	5	0	0	147058.82
2920000	-11.4299	1.0	0.2	0.0	0	1	0	0	138888.89
2925000	-10.4261	1.0	0.2	0.0	0	1	0	0	138888.89
2930000	-15.2048	1.0	0.2	0.0	0	2	0	0	142857.14
2935000	-23.5576	1.0	0.2	0.0	0	3	0	0	142857.14
2940000	-10.7004	1.0	0.2	0.0	0	0	0	0	151515.15
2945000	-17.4514	1.0	0.2	0.0	0	1	0	0	135135.14
2950000	-12.386	1.0	0.2	0.0	0	1	0	0	142857.14
2955000	-11.2855	1.0	0.2	0.0	0	2	0	0	142857.14
2960000	-11.8879	1.0	0.2	0.0	0	1	0	0	151515.15
2965000	-21.0651	1.0	0.2	0.0	0	3	0	0	138888.89
2970000	-11.9014	1.0	0.2	0.0	0	2	0	0	138888.89
2975000	-9.9368	1.0	0.2	0.0	0	1	0	0	138888.89
2980000	-14.5996	1.0	0.2	0.0	0	0	0	0	151515.15
2985000	-11.7162	1.0	0.2	0.0	0	1	0	0	142857.14
2990000	-19.9009	1.0	0.2	0.0	0	3	0	0	142857.14
2995000	-17.6516	1.0	0.2	0.0	0	1	0	0	142857.14
3000000	-6.9388	1.0	0.2	0.0	0	0	0	0	151515.15
