State 	Coalescent	popSize	constantRecRate	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
455000	-7.2821	1.0	0.2	0.0	0	0	0	0	147058.82
460000	-11.93	1.0	0.2	0.0	0	0	0	0	135135.14
465000	-8.8185	1.0	0.2	0.0	0	0	0	0	135135.14
470000	-13.0962	1.0	0.2	0.0	0	1	0	0	142857.14
475000	-11.0657	1.0	0.2	0.0	0	0	0	0	142857.14
480000	-12.3322	1.0	0.2	0.0	0	1	0	0	138888.89
485000	-18.8674	1.0	0.2	0.0	0	4	0	0	138888.89
490000	-17.19	1.0	0.2	0.0	0	2	0	0	135135.14
495000	-22.5355	1.0	0.2	0.0	0	2	0	0	138888.89
500000	-9.4747	1.0	0.2	0.0	0	1	0	0	142857.14
505000	-5.9095	1.0	0.2	0.0	0	0	0	0	135135.14
510000	-21.2553	1.0	0.2	0.0	0	2	0	0	138888.89
515000	-13.4376	1.0	0.2	0.0	0	3	0	0	135135.14
520000	-14.9818	1.0	0.2	0.0	0	3	0	0	138888.89
525000	-15.0171	1.0	0.2	0.0	0	1	0	0	135135.14
530000	-9.4871	1.0	0.2	0.0	0	0	0	0	138888.89
535000	-19.1353	1.0	0.2	0.0	0	2	0	0	142857.14
540000	-20.2216	1.0	0.2	0.0	0	1	0	0	138888.89
545000	-21.126	1.0	0.2	0.0	0	4	0	0	142857.14
550000	-21.732	1.0	0.2	0.0	0	1	0	0	128205.13
555000	-16.1331	1.0	0.2	0.0	0	1	0	0	138888.89
560000	-18.2198	1.0	0.2	0.0	0	3	0	0	138888.89
565000	-6.0244	1.0	0.2	0.0	0	1	0	0	138888.89
570000	-9.7111	1.0	0.2	0.0	0	1	0	0	138888.89
575000	-12.109	1.0	0.2	0.0	0	1	0	0	135135.14
580000	-11.6111	1.0	0.2	0.0	0	1	0	0	135135.14
585000	-18.3968	1.0	0.2	0.0	0	3	0	0	138888.89
590000	-21.4426	1.0	0.2	0.0	0	3	0	0	138888.89
595000	-11.0497	1.0	0.2	0.0	0	1	0	0	135135.14
600000	-4.8551	1.0	0.2	0.0	0	0	0	0	131578.95
605000	-7.2076	1.0	0.2	0.0	0	0	0	0	135135.14
610000	-19.2313	1.0	0.2	0.0	0	3	0	0	138888.89
615000	-3.673	1.0	0.2	0.0	0	0	0	0	142857.14
620000	-15.712	1.0	0.2	0.0	0	1	0	0	131578.95
625000	-10.865	1.0	0.2	0.0	0	1	0	0	138888.89
630000	-10.4838	1.0	0.2	0.0	0	1	0	0	138888.89
635000	-6.6665	1.0	0.2	0.0	0	1	0	0	147058.82
640000	-19.9777	1.0	0.2	0.0	0	2	0	0	135135.14
645000	-15.2844	1.0	0.2	0.0	0	2	0	0	138888.89
650000	-9.0927	1.0	0.2	0.0	0	0	0	0	135135.14
655000	-16.2715	1.0	0.2	0.0	0	2	0	0	151515.15
660000	-33.803	1.0	0.2	0.0	0	4	0	0	138888.89
665000	-9.008	1.0	0.2	0.0	0	1	0	0	135135.14
670000	-10.6752	1.0	0.2	0.0	0	0	0	0	106382.98
675000	-15.0284	1.0	0.2	0.0	0	2	0	0	135135.14
680000	-13.0579	1.0	0.2	0.0	0	1	0	0	151515.15
685000	-13.5837	1.0	0.2	0.0	0	3	0	0	135135.14
690000	-7.7265	1.0	0.2	0.0	0	0	0	0	131578.95
695000	-15.4504	1.0	0.2	0.0	0	1	0	0	138888.89
700000	-14.6918	1.0	0.2	0.0	0	1	0	0	142857.14
705000	-6.15	1.0	0.2	0.0	0	0	0	0	142857.14
710000	-11.5041	1.0	0.2	0.0	0	2	0	0	135135.14
715000	-9.3878	1.0	0.2	0.0	0	1	0	0	135135.14
720000	-28.3454	1.0	0.2	0.0	0	5	0	0	142857.14
725000	-7.057	1.0	0.2	0.0	0	0	0	0	142857.14
730000	-18.5892	1.0	0.2	0.0	0	3	0	0	138888.89
735000	-6.4262	1.0	0.2	0.0	0	0	0	0	128205.13
740000	-20.7046	1.0	0.2	0.0	0	2	0	0	138888.89
745000	-32.0479	1.0	0.2	0.0	0	5	0	0	138888.89
750000	-10.9938	1.0	0.2	0.0	0	0	0	0	142857.14
755000	-7.8405	1.0	0.2	0.0	0	0	0	0	138888.89
760000	-9.3564	1.0	0.2	0.0	0	0	0	0	138888.89
765000	-10.0826	1.0	0.2	0.0	0	2	0	0	138888.89
770000	-20.7107	1.0	0.2	0.0	0	2	0	0	142857.14
775000	-20.6345	1.0	0.2	0.0	0	2	0	0	138888.89
780000	-18.026	1.0	0.2	0.0	0	3	0	0	138888.89
785000	-7.7846	1.0	0.2	0.0	0	0	0	0	135135.14
790000	-28.2352	1.0	0.2	0.0	0	5	0	0	135135.14
795000	-34.7589	1.0	0.2	0.0	0	8	0	0	147058.82
800000	-15.3906	1.0	0.2	0.0	0	2	0	0	131578.95
805000	-10.235	1.0	0.2	0.0	0	0	0	0	147058.82
810000	-23.8276	1.0	0.2	0.0	0	4	0	0	142857.14
815000	-12.3226	1.0	0.2	0.0	0	1	0	0	138888.89
820000	-10.6884	1.0	0.2	0.0	0	0	0	0	151515.15
825000	-14.0358	1.0	0.2	0.0	0	1	0	0	142857.14
830000	-28.1434	1.0	0.2	0.0	0	4	0	0	131578.95
835000	-17.2493	1.0	0.2	0.0	0	2	0	0	138888.89
840000	-7.7503	1.0	0.2	0.0	0	0	0	0	138888.89
845000	-17.2113	1.0	0.2	0.0	0	1	0	0	147058.82
850000	-15.7045	1.0	0.2	0.0	0	0	0	0	142857.14
855000	-24.6682	1.0	0.2	0.0	0	3	0	0	135135.14
860000	-7.7192	1.0	0.2	0.0	0	0	0	0	138888.89
865000	-15.1318	1.0	0.2	0.0	0	2	0	0	151515.15
870000	-9.6213	1.0	0.2	0.0	0	1	0	0	138888.89
875000	-10.8078	1.0	0.2	0.0	0	1	0	0	138888.89
880000	-15.3325	1.0	0.2	0.0	0	3	0	0	138888.89
885000	-12.5673	1.0	0.2	0.0	0	1	0	0	138888.89
890000	-15.6564	1.0	0.2	0.0	0	1	0	0	151515.15
895000	-11.4183	1.0	0.2	0.0	0	1	0	0	138888.89
900000	-15.0017	1.0	0.2	0.0	0	2	0	0	142857.14
905000	-15.0306	1.0	0.2	0.0	0	2	0	0	135135.14
910000	-14.4498	1.0	0.2	0.0	0	1	0	0	147058.82
915000	-8.7444	1.0	0.2	0.0	0	0	0	0	138888.89
920000	-21.5831	1.0	0.2	0.0	0	2	0	0	135135.14
925000	-9.8794	1.0	0.2	0.0	0	1	0	0	128205.13
930000	-11.175	1.0	0.2	0.0	0	1	0	0	138888.89
935000	-13.6901	1.0	0.2	0.0	0	2	0	0	142857.14
940000	-12.9461	1.0	0.2	0.0	0	1	0	0	142857.14
945000	-15.1451	1.0	0.2	0.0	0	2	0	0	135135.14
950000	-19.1858	1.0	0.2	0.0	0	1	0	0	138888.89
955000	-20.7468	1.0	0.2	0.0	0	3	0	0	151515.15
960000	-12.3174	1.0	0.2	0.0	0	1	0	0	138888.89
965000	-16.8621	1.0	0.2	0.0	0	2	0	0	138888.89
970000	-10.739	1.0	0.2	0.0	0	1	0	0	142857.14
975000	-17.1039	1.0	0.2	0.0	0	2	0	0	138888.89
980000	-7.4034	1.0	0.2	0.0	0	0	0	0	151515.15
985000	-12.2778	1.0	0.2	0.0	0	1	0	0	138888.89
990000	-15.6638	1.0	0.2	0.0	0	1	0	0	135135.14
995000	-12.9435	1.0	0.2	0.0	0	0	0	0	135135.14
1000000	-17.0269	1.0	0.2	0.0	0	1	0	0	142857.14
1005000	-19.1217	1.0	0.2	0.0	0	2	0	0	151515.15
1010000	-7.6197	1.0	0.2	0.0	0	1	0	0	138888.89
1015000	-7.4034	1.0	0.2	0.0	0	0	0	0	138888.89
1020000	-13.0671	1.0	0.2	0.0	0	1	0	0	142857.14
1025000	-26.8504	1.0	0.2	0.0	0	3	0	0	151515.15
1030000	-12.0783	1.0	0.2	0.0	0	0	0	0	135135.14
1035000	-20.7268	1.0	0.2	0.0	0	3	0	0	138888.89
1040000	-6.7362	1.0	0.2	0.0	0	0	0	0	138888.89
1045000	-24.002	1.0	0.2	0.0	0	3	0	0	138888.89
1050000	-10.5954	1.0	0.2	0.0	0	1	0	0	151515.15
1055000	-16.0163	1.0	0.2	0.0	0	1	0	0	135135.14
1060000	-12.4299	1.0	0.2	0.0	0	1	0	0	147058.82
1065000	-9.3833	1.0	0.2	0.0	0	0	0	0	135135.14
1070000	-17.0631	1.0	0.2	0.0	0	2	0	0	138888.89
1075000	-25.4764	1.0	0.2	0.0	0	6	0	0	151515.15
1080000	-12.1225	1.0	0.2	0.0	0	0	0	0	138888.89
1085000	-12.9579	1.0	0.2	0.0	0	0	0	0	135135.14
1090000	-11.8675	1.0	0.2	0.0	0	1	0	0	142857.14
1095000	-6.3609	1.0	0.2	0.0	0	0	0	0	151515.15
1100000	-26.3731	1.0	0.2	0.0	0	3	0	0	142857.14
1105000	-12.5958	1.0	0.2	0.0	0	2	0	0	138888.89
1110000	-21.8867	1.0	0.2	0.0	0	3	0	0	138888.89
1115000	-16.3195	1.0	0.2	0.0	0	2	0	0	135135.14
1120000	-6.0579	1.0	0.2	0.0	0	0	0	0	151515.15
1125000	-9.9268	1.0	0.2	0.0	0	0	0	0	142857.14
1130000	-14.4259	1.0	0.2	0.0	0	2	0	0	138888.89
1135000	-14.197	1.0	0.2	0.0	0	2	0	0	142857.14
1140000	-13.317	1.0	0.2	0.0	0	1	0	0	135135.14
1145000	-13.5186	1.0	0.2	0.0	0	2	0	0	151515.15
1150000	-15.1835	1.0	0.2	0.0	0	2	0	0	135135.14
1155000	-18.1324	1.0	0.2	0.0	0	3	0	0	138888.89
1160000	-16.8229	1.0	0.2	0.0	0	3	0	0	138888.89
1165000	-14.9333	1.0	0.2	0.0	0	1	0	0	138888.89
1170000	-12.3107	1.0	0.2	0.0	0	1	0	0	151515.15
1175000	-11.9553	1.0	0.2	0.0	0	1	0	0	135135.14
1180000	-9.2432	1.0	0.2	0.0	0	1	0	0	142857.14
1185000	-12.4611	1.0	0.2	0.0	0	0	0	0	138888.89
1190000	-31.5353	1.0	0.2	0.0	0	9	0	0	147058.82
1195000	-13.5307	1.0	0.2	0.0	0	2	0	0	138888.89
1200000	-8.7516	1.0	0.2	0.0	0	0	0	0	128205.13
1205000	-19.6231	1.0	0.2	0.0	0	3	0	0	142857.14
1210000	-27.3018	1.0	0.2	0.0	0	4	0	0	138888.89
1215000	-14.3833	1.0	0.2	0.0	0	2	0	0	142857.14
1220000	-8.4634	1.0	0.2	0.0	0	1	0	0	147058.82
1225000	-9.5864	1.0	0.2	0.0	0	1	0	0	138888.89
1230000	-21.0815	1.0	0.2	0.0	0	2	0	0	142857.14
1235000	-11.7976	1.0	0.2	0.0	0	1	0	0	135135.14
1240000	-13.5378	1.0	0.2	0.0	0	1	0	0	147058.82
1245000	-7.1703	1.0	0.2	0.0	0	1	0	0	142857.14
1250000	-25.8199	1.0	0.2	0.0	0	3	0	0	138888.89
1255000	-13.029	1.0	0.2	0.0	0	1	0	0	138888.89
1260000	-32.3892	1.0	0.2	0.0	0	5	0	0	135135.14
1265000	-16.4011	1.0	0.2	0.0	0	1	0	0	147058.82
1270000	-14.5911	1.0	0.2	0.0	0	1	0	0	131578.95
1275000	-21.0726	1.0	0.2	0.0	0	2	0	0	138888.89
1280000	-33.2128	1.0	0.2	0.0	0	6	0	0	142857.14
1285000	-18.5072	1.0	0.2	0.0	0	3	0	0	135135.14
1290000	-8.3219	1.0	0.2	0.0	0	0	0	0	151515.15
1295000	-12.3945	1.0	0.2	0.0	0	1	0	0	138888.89
1300000	-8.6372	1.0	0.2	0.0	0	0	0	0	142857.14
1305000	-17.1139	1.0	0.2	0.0	0	2	0	0	147058.82
1310000	-11.7333	1.0	0.2	0.0	0	1	0	0	138888.89
1315000	-9.7203	1.0	0.2	0.0	0	1	0	0	151515.15
1320000	-10.0853	1.0	0.2	0.0	0	1	0	0	142857.14
1325000	-12.5717	1.0	0.2	0.0	0	1	0	0	138888.89
1330000	-12.1544	1.0	0.2	0.0	0	1	0	0	135135.14
1335000	-32.0058	1.0	0.2	0.0	0	5	0	0	147058.82
1340000	-18.0775	1.0	0.2	0.0	0	3	0	0	138888.89
1345000	-11.0243	1.0	0.2	0.0	0	1	0	0	138888.89
1350000	-10.7168	1.0	0.2	0.0	0	0	0	0	135135.14
1355000	-11.239	1.0	0.2	0.0	0	1	0	0	142857.14
1360000	-34.679	1.0	0.2	0.0	0	4	0	0	151515.15
1365000	-7.8382	1.0	0.2	0.0	0	1	0	0	125000.0
1370000	-12.2846	1.0	0.2	0.0	0	3	0	0	142857.14
1375000	-17.0791	1.0	0.2	0.0	0	3	0	0	142857.14
1380000	-25.6887	1.0	0.2	0.0	0	5	0	0	142857.14
1385000	-27.4724	1.0	0.2	0.0	0	5	0	0	138888.89
1390000	-13.7332	1.0	0.2	0.0	0	1	0	0	142857.14
1395000	-15.2542	1.0	0.2	0.0	0	2	0	0	142857.14
1400000	-7.7758	1.0	0.2	0.0	0	0	0	0	138888.89
1405000	-8.6221	1.0	0.2	0.0	0	1	0	0	135135.14
1410000	-13.7082	1.0	0.2	0.0	0	0	0	0	151515.15
1415000	-10.9483	1.0	0.2	0.0	0	0	0	0	142857.14
1420000	-6.5457	1.0	0.2	0.0	0	0	0	0	142857.14
1425000	-15.4545	1.0	0.2	0.0	0	2	0	0	142857.14
1430000	-9.983	1.0	0.2	0.0	0	0	0	0	142857.14
1435000	-17.1252	1.0	0.2	0.0	0	2	0	0	142857.14
1440000	-6.8342	1.0	0.2	0.0	0	0	0	0	138888.89
1445000	-13.708	1.0	0.2	0.0	0	2	0	0	142857.14
1450000	-8.1038	1.0	0.2	0.0	0	1	0	0	138888.89
1455000	-9.7191	1.0	0.2	0.0	0	1	0	0	151515.15
1460000	-4.3814	1.0	0.2	0.0	0	0	0	0	135135.14
1465000	-13.2216	1.0	0.2	0.0	0	2	0	0	142857.14
1470000	-17.1989	1.0	0.2	0.0	0	2	0	0	138888.89
1475000	-19.5956	1.0	0.2	0.0	0	3	0	0	135135.14
1480000	-4.1301	1.0	0.2	0.0	0	0	0	0	147058.82
1485000	-12.0726	1.0	0.2	0.0	0	0	0	0	142857.14
1490000	-29.2401	1.0	0.2	0.0	0	7	0	0	138888.89
1495000	-7.7783	1.0	0.2	0.0	0	1	0	0	135135.14
1500000	-20.0541	1.0	0.2	0.0	0	4	0	0	138888.89
1505000	-9.363	1.0	0.2	0.0	0	1	0	0	142857.14
1510000	-18.1904	1.0	0.2	0.0	0	2	0	0	147058.82
1515000	-8.8447	1.0	0.2	0.0	0	1	0	0	142857.14
1520000	-7.6895	1.0	0.2	0.0	0	1	0	0	142857.14
1525000	-19.8501	1.0	0.2	0.0	0	2	0	0	151515.15
1530000	-13.0854	1.0	0.2	0.0	0	0	0	0	138888.89
1535000	-20.3568	1.0	0.2	0.0	0	3	0	0	138888.89
1540000	-19.0347	1.0	0.2	0.0	0	2	0	0	138888.89
1545000	-13.277	1.0	0.2	0.0	0	1	0	0	147058.82
1550000	-8.0027	1.0	0.2	0.0	0	0	0	0	142857.14
1555000	-19.9398	1.0	0.2	0.0	0	3	0	0	142857.14
1560000	-7.0407	1.0	0.2	0.0	0	0	0	0	147058.82
1565000	-17.1998	1.0	0.2	0.0	0	2	0	0	138888.89
1570000	-20.3168	1.0	0.2	0.0	0	4	0	0	147058.82
1575000	-23.8283	1.0	0.2	0.0	0	4	0	0	138888.89
1580000	-20.6171	1.0	0.2	0.0	0	2	0	0	138888.89
1585000	-4.4542	1.0	0.2	0.0	0	0	0	0	142857.14
1590000	-8.0181	1.0	0.2	0.0	0	0	0	0	142857.14
1595000	-16.4699	1.0	0.2	0.0	0	3	0	0	147058.82
1600000	-26.0278	1.0	0.2	0.0	0	3	0	0	142857.14
1605000	-32.0546	1.0	0.2	0.0	0	4	0	0	135135.14
1610000	-9.8209	1.0	0.2	0.0	0	0	0	0	147058.82
1615000	-7.5089	1.0	0.2	0.0	0	0	0	0	147058.82
1620000	-19.6406	1.0	0.2	0.0	0	2	0	0	131578.95
1625000	-9.0193	1.0	0.2	0.0	0	1	0	0	135135.14
1630000	-10.347	1.0	0.2	0.0	0	0	0	0	135135.14
1635000	-7.9304	1.0	0.2	0.0	0	0	0	0	142857.14
1640000	-10.2701	1.0	0.2	0.0	0	0	0	0	147058.82
1645000	-14.6672	1.0	0.2	0.0	0	1	0	0	142857.14
1650000	-8.0212	1.0	0.2	0.0	0	0	0	0	142857.14
1655000	-15.7089	1.0	0.2	0.0	0	1	0	0	142857.14
1660000	-12.9265	1.0	0.2	0.0	0	1	0	0	147058.82
1665000	-22.2281	1.0	0.2	0.0	0	3	0	0	142857.14
1670000	-4.2928	1.0	0.2	0.0	0	0	0	0	135135.14
1675000	-14.3368	1.0	0.2	0.0	0	1	0	0	142857.14
1680000	-7.0726	1.0	0.2	0.0	0	0	0	0	151515.15
1685000	-11.2475	1.0	0.2	0.0	0	1	0	0	135135.14
1690000	-14.8167	1.0	0.2	0.0	0	3	0	0	142857.14
1695000	-16.6296	1.0	0.2	0.0	0	3	0	0	138888.89
1700000	-11.2813	1.0	0.2	0.0	0	1	0	0	142857.14
1705000	-19.9905	1.0	0.2	0.0	0	4	0	0	151515.15
1710000	-6.604	1.0	0.2	0.0	0	0	0	0	135135.14
1715000	-8.7675	1.0	0.2	0.0	0	0	0	0	142857.14
1720000	-19.2117	1.0	0.2	0.0	0	2	0	0	138888.89
1725000	-4.9316	1.0	0.2	0.0	0	1	0	0	151515.15
1730000	-11.3731	1.0	0.2	0.0	0	1	0	0	142857.14
1735000	-14.0355	1.0	0.2	0.0	0	0	0	0	138888.89
1740000	-16.5096	1.0	0.2	0.0	0	2	0	0	147058.82
1745000	-13.5722	1.0	0.2	0.0	0	2	0	0	147058.82
1750000	-14.9074	1.0	0.2	0.0	0	1	0	0	142857.14
1755000	-16.2797	1.0	0.2	0.0	0	0	0	0	147058.82
1760000	-9.8051	1.0	0.2	0.0	0	1	0	0	135135.14
1765000	-8.2919	1.0	0.2	0.0	0	0	0	0	151515.15
1770000	-10.3537	1.0	0.2	0.0	0	1	0	0	142857.14
1775000	-18.3505	1.0	0.2	0.0	0	2	0	0	138888.89
1780000	-16.382	1.0	0.2	0.0	0	1	0	0	142857.14
1785000	-14.4924	1.0	0.2	0.0	0	1	0	0	147058.82
1790000	-9.0102	1.0	0.2	0.0	0	0	0	0	142857.14
1795000	-11.4207	1.0	0.2	0.0	0	1	0	0	138888.89
1800000	-12.4778	1.0	0.2	0.0	0	2	0	0	135135.14
1805000	-22.4285	1.0	0.2	0.0	0	3	0	0	142857.14
1810000	-21.2707	1.0	0.2	0.0	0	3	0	0	142857.14
1815000	-11.28	1.0	0.2	0.0	0	1	0	0	138888.89
1820000	-11.0183	1.0	0.2	0.0	0	2	0	0	138888.89
1825000	-7.787	1.0	0.2	0.0	0	0	0	0	142857.14
1830000	-17.9681	1.0	0.2	0.0	0	3	0	0	142857.14
1835000	-28.1513	1.0	0.2	0.0	0	5	0	0	138888.89
1840000	-9.2604	1.0	0.2	0.0	0	1	0	0	138888.89
1845000	-13.2103	1.0	0.2	0.0	0	0	0	0	138888.89
1850000	-11.6138	1.0	0.2	0.0	0	2	0	0	138888.89
1855000	-18.322	1.0	0.2	0.0	0	1	0	0	151515.15
1860000	-10.4335	1.0	0.2	0.0	0	1	0	0	142857.14
1865000	-14.6415	1.0	0.2	0.0	0	1	0	0	138888.89
1870000	-10.9907	1.0	0.2	0.0	0	1	0	0	128205.13
1875000	-16.2544	1.0	0.2	0.0	0	1	0	0	138888.89
1880000	-8.1187	1.0	0.2	0.0	0	0	0	0	151515.15
1885000	-26.0707	1.0	0.2	0.0	0	3	0	0	142857.14
1890000	-28.78	1.0	0.2	0.0	0	6	0	0	142857.14
1895000	-10.279	1.0	0.2	0.0	0	2	0	0	131578.95
1900000	-31.5297	1.0	0.2	0.0	0	6	0	0	147058.82
1905000	-13.9309	1.0	0.2	0.0	0	2	0	0	138888.89
1910000	-13.6546	1.0	0.2	0.0	0	1	0	0	138888.89
1915000	-18.3871	1.0	0.2	0.0	0	2	0	0	131578.95
1920000	-13.4823	1.0	0.2	0.0	0	1	0	0	142857.14
1925000	-29.5405	1.0	0.2	0.0	0	3	0	0	151515.15
1930000	-15.2413	1.0	0.2	0.0	0	3	0	0	138888.89
1935000	-11.2398	1.0	0.2	0.0	0	1	0	0	135135.14
1940000	-15.2727	1.0	0.2	0.0	0	3	0	0	138888.89
1945000	-11.545	1.0	0.2	0.0	0	2	0	0	142857.14
1950000	-11.0018	1.0	0.2	0.0	0	0	0	0	151515.15
1955000	-20.5212	1.0	0.2	0.0	0	4	0	0	138888.89
1960000	-32.2314	1.0	0.2	0.0	0	6	0	0	138888.89
1965000	-13.5852	1.0	0.2	0.0	0	1	0	0	135135.14
1970000	-4.5582	1.0	0.2	0.0	0	0	0	0	147058.82
1975000	-11.2758	1.0	0.2	0.0	0	0	0	0	147058.82
1980000	-8.1928	1.0	0.2	0.0	0	0	0	0	135135.14
1985000	-9.7471	1.0	0.2	0.0	0	0	0	0	142857.14
1990000	-16.2206	1.0	0.2	0.0	0	1	0	0	135135.14
1995000	-15.1795	1.0	0.2	0.0	0	1	0	0	151515.15
2000000	-15.2204	1.0	0.2	0.0	0	1	0	0	147058.82
2005000	-10.6147	1.0	0.2	0.0	0	2	0	0	128205.13
2010000	-9.5577	1.0	0.2	0.0	0	0	0	0	138888.89
