State 	ExpPrior[ constantRecRate ]	Coalescent	dataLikelihood	popSize	constantRecRate	a.freq	c.freq	g.freq	t.freq 	kappaY	root.height	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
11425000	-5.681	250.1778	-20164.714252862777	0.01093226	61.553345	0.09836063250113637	0.19011787316724285	0.31240529287962127	0.39911620145199955	3.554255	0.04866425234023087	0.04866425234023087	12	12	12045	101	5175.98
11430000	-5.5309	297.2285	-20138.046005593034	0.01360665	57.800246	0.10327096444746976	0.18994988054810436	0.3101508646045151	0.3966282903999108	4.103552	0.06013361569510823	0.04513497895045452	16	19	13511	101	5512.68
11435000	-6.0179	273.1939	-20154.373890338484	0.01147991	69.976809	0.10178689000428395	0.1937732133792133	0.30534290939954356	0.39909698721695924	4.11561	0.04120545089173477	0.04120545089173477	11	14	11224	98	5861.66
11440000	-7.488	353.0603	-20166.448303838573	0.01183347	106.729037	0.10308381383286286	0.19228771441346337	0.3052665776715207	0.39936189408215317	4.578519	0.04908472457662685	0.04908472457662685	13	27	10937	98	5512.68
11445000	-5.5703	304.3399	-20158.721272071223	0.01128177	58.785844	0.10205347031181056	0.18599752594749297	0.3025662741525264	0.40938272958817007	4.431375	0.047367534394227216	0.047367534394227216	15	19	13638	99	5988.02
11450000	-8.0177	436.4214	-20155.008412793355	0.01309588	119.971619	0.10991892859330364	0.2040724080036579	0.30115949428791877	0.38484916911511974	4.431375	0.07248356436019508	0.04549846757351371	18	37	15243	95	6377.55
11455000	-7.4861	385.3286	-20144.097635460028	0.01175327	106.681734	0.10003385342686191	0.19751311435768434	0.3051720682922777	0.3972809639231761	4.334548	0.0706980229025015	0.041539011881102844	19	30	14904	101	6858.71
11460000	-7.3995	345.1731	-20159.78219406153	0.01080354	104.514406	0.10678568312846891	0.19466153659621177	0.30527408991160726	0.3932786903637121	4.826958	0.07768097332614636	0.043228631148455376	18	25	10986	97	6418.49
11465000	-8.6851	423.0639	-20153.171878075045	0.01226609	136.65685	0.10678568312846891	0.19466153659621177	0.30527408991160726	0.3932786903637121	4.358516	0.0773112688104539	0.0463901323593957	18	36	11721	100	6459.95
11470000	-6.6606	409.3052	-20148.240702715502	0.01119738	86.041898	0.10417762631352973	0.1950105362805019	0.300392162642894	0.40041967476307433	4.237027	0.08603854317241817	0.049126961968314536	21	34	14484	101	6596.31
11475000	-6.7602	415.5558	-20142.006302865455	0.01344769	88.534316	0.10230381317410754	0.20404138602484112	0.30599043931923203	0.3876643614818193	4.378702	0.07924906048200371	0.04435308508483536	17	34	11729	105	6459.95
11480000	-7.6444	430.0841	-20144.440559415238	0.01321323	110.638512	0.10547690732007453	0.19916654292255906	0.3031790341943195	0.3921775155630469	4.694387	0.07910914043280366	0.04415125880706173	17	37	12050	99	6426.74
11485000	-6.3468	407.2737	-20149.16547627957	0.011575	78.197709	0.10134921535979723	0.1995277377205863	0.30995075369681446	0.389172293222802	4.404404	0.0691672908668442	0.04265284333803275	19	34	15425	104	6265.66
11490000	-7.9161	391.5868	-20141.19748912716	0.01233138	117.430841	0.10608081715901593	0.1963277802130185	0.30497986968540275	0.3926115329425628	4.404404	0.04426744543904218	0.04426744543904218	18	30	17119	104	6345.18
11495000	-5.286	281.5559	-20153.49694167419	0.01274609	51.677215	0.1039600993752251	0.19478934409397994	0.31038552995638563	0.3908650265744094	4.255209	0.04486403545983406	0.04486403545983406	15	16	15653	102	5875.44
11500000	-6.8407	265.7485	-20151.42123418025	0.00935355	90.545508	0.10350299644426877	0.19393287338416415	0.3090207935207516	0.39354333665081553	4.18278	0.042982081644626025	0.042982081644626025	12	14	13076	103	5144.03
11505000	-4.8369	237.5497	-20151.497989414733	0.01199022	40.449654	0.10350299644426877	0.19393287338416415	0.3090207935207516	0.39354333665081553	4.107308	0.04046722196004285	0.04046722196004285	10	10	11182	100	5020.08
11510000	-7.9145	333.2617	-20147.03058700317	0.01339689	117.391344	0.10226994660880508	0.1962194887300746	0.30861246368388223	0.39289810097723793	4.381973	0.05111684586699805	0.042227559784163864	17	23	14131	102	5643.34
11515000	-6.5712	298.5245	-20144.023292217553	0.01195354	83.808012	0.10096583250287901	0.19461056092636447	0.3046771348751734	0.39974647169558325	4.017401	0.039934913612664956	0.039934913612664956	15	19	12824	102	5599.1
11520000	-6.8241	252.0909	-20149.369351468402	0.01483239	90.131106	0.10671620481477667	0.19336579935710246	0.3027283691621504	0.3971896266659704	3.972256	0.040829629218885194	0.040829629218885194	11	14	12439	99	5341.88
11525000	-7.0011	249.7139	-20146.721883760158	0.01463172	94.556223	0.10659229229019804	0.19314127446505733	0.3035379996043512	0.39672843364039334	4.185674	0.04238937041063635	0.04238937041063635	11	13	12224	98	5370.57
11530000	-6.2857	245.8072	-20150.34349683318	0.01252422	76.671179	0.10401349243673604	0.19055962446869337	0.3037315576089237	0.40169532548564685	4.261337	0.04106515161497926	0.04106515161497926	10	11	11322	102	5353.32
11535000	-6.9107	284.6931	-20145.036198945392	0.01324945	92.295657	0.10617030291270049	0.19803634969599362	0.3039549208314534	0.39183842655985257	4.221791	0.046995149687869435	0.04171231423757788	13	17	10915	102	5330.49
11540000	-5.6538	245.3582	-20150.35970508788	0.01445281	60.873177	0.10617030291270049	0.19803634969599362	0.3039549208314534	0.39183842655985257	3.65874	0.040014505346920345	0.040014505346920345	11	11	11898	106	5488.47
11545000	-5.5265	303.2906	-20142.793033606984	0.01284296	57.690781	0.10796431183921132	0.19298602383456268	0.3105275007871219	0.38852216353910424	4.092584	0.05859458127860652	0.03790268874845159	12	20	12363	105	5370.57
11550000	-5.9793	253.8035	-20141.179858331583	0.01116427	69.010394	0.10045103979316249	0.20167639922139502	0.29826541639145354	0.39960714459398905	4.419339	0.04104535107314464	0.04104535107314464	11	14	11139	99	5330.49
11555000	-6.9934	274.8906	-20147.343710431753	0.01237733	94.363522	0.09790265126378837	0.1965599780924595	0.3125659538576704	0.3929714167860817	3.644849	0.043808363142657666	0.043808363142657666	13	15	11020	99	5015.05
11560000	-5.5913	244.6766	-20153.824055604982	0.00958903	59.310982	0.09852392929336343	0.19592853237446517	0.3115618408379721	0.3939856974941993	4.210462	0.04408359914270809	0.04408359914270809	10	12	12456	104	5192.11
11565000	-7.1943	296.9117	-20147.24258054388	0.01480316	99.384947	0.0995307425086519	0.19568105415471815	0.30840539171552683	0.39638281162110295	4.337572	0.049029931374100805	0.048131141532832974	16	18	13190	108	5107.25
11570000	-6.1569	353.8746	-20157.556745884278	0.0127979	73.451512	0.10394742651717818	0.19326971862498626	0.311284583342906	0.39149827151492966	4.082891	0.06586339675099138	0.04283612620360322	19	26	11997	106	5549.39
11575000	-7.754	408.7081	-20153.523846748736	0.01161155	113.378683	0.10354828338510967	0.19252759076852385	0.3100892954197404	0.3938348304266261	4.392466	0.07629297344982126	0.045362473755430004	18	34	11937	107	6188.12
11580000	-8.7268	400.7383	-20141.994191051086	0.01339087	137.698788	0.10248074794173655	0.19782757232313652	0.3068924166048592	0.39279926313026753	3.700912	0.07242161325633913	0.04831279187815497	17	32	13750	113	6157.64
11585000	-5.9012	254.4185	-20150.41357984719	0.01320375	67.058431	0.10200903436982538	0.19691698225976076	0.30547980671532726	0.39559417665508645	4.428389	0.04342789586569669	0.04342789586569669	11	13	10401	105	5980.86
11590000	-7.2149	295.395	-20150.869678347743	0.01273063	99.901103	0.10071894608241777	0.19442661173547987	0.31035346513038803	0.39450097705171433	4.069757	0.04396519740988158	0.04396519740988158	16	18	13221	108	5159.96
11595000	-6.4746	295.9022	-20150.120786042186	0.0119685	81.391945	0.10284053349374496	0.19400369191540812	0.3067222206585363	0.39643355393231067	4.214238	0.03980857016573733	0.03980857016573733	15	18	11739	106	5296.61
11600000	-9.9878	373.2606	-20143.035210367147	0.01105769	169.222211	0.10734888102721707	0.19577418879350175	0.30567671907775884	0.39120021110152237	4.02212	0.042993534154627665	0.042993534154627665	14	27	13394	115	5707.76
11605000	-5.5741	282.0547	-20158.02793942826	0.011477	58.879968	0.10698189146373782	0.19510490297143887	0.30463171362798924	0.39328149193683404	4.37515	0.04484165262048259	0.04484165262048259	14	17	14414	111	5605.38
11610000	-6.2985	339.4919	-20148.85991165117	0.01124238	76.989909	0.10588122550914884	0.1993908062878096	0.3037505170090685	0.3909774511939729	4.228817	0.04300538490583486	0.04300538490583486	16	24	14460	109	5470.46
11615000	-6.1369	337.3567	-20148.46698183054	0.0104075	72.949376	0.1039514773590581	0.19575679055245382	0.3102923837158651	0.389999348372623	4.021783	0.050825382385874335	0.050825382385874335	18	25	14434	120	5452.56
11620000	-7.2275	334.6791	-20168.45577197198	0.01044602	100.215082	0.1026383056843142	0.19387067615808104	0.30842915622831624	0.39506186192928855	3.690386	0.04604009461526116	0.04604009461526116	18	23	17337	120	5494.51
11625000	-7.1918	322.2917	-20155.114195273196	0.01131283	99.321866	0.10680286138660548	0.1884252325929827	0.3061737854111067	0.3985981206093051	4.240059	0.04635507627412313	0.035807116939082444	17	21	9059	109	5707.76
11630000	-6.2315	271.7758	-20145.582813331795	0.0105621	75.316585	0.10549097922062338	0.19472364986532023	0.3060833154385165	0.39370205547553977	4.980419	0.04282709014365535	0.04282709014365535	14	15	11760	107	5285.41
11635000	-7.4866	274.0841	-20149.752690738766	0.01169981	106.693679	0.10670072144058149	0.19993070464969642	0.3029500598168653	0.3904185140928568	3.684976	0.03880253819061159	0.03880253819061159	13	15	14102	109	5112.47
11640000	-7.4768	379.8265	-20140.081320556008	0.01696272	106.447036	0.10437135760599603	0.1942796826767091	0.30443795020670145	0.3969110095105934	4.418391	0.040792086799266894	0.040792086799266894	15	30	12870	110	5393.74
11645000	-5.6097	324.9989	-20150.333008890906	0.01186722	59.769471	0.10505588775387156	0.19103154812770626	0.3075702462765608	0.3963423178418614	3.948748	0.044636305117498644	0.044636305117498644	14	22	13998	109	5524.86
11650000	-7.8569	347.9188	-20146.144458514	0.0123749	115.951811	0.10284504148210613	0.19685628529178137	0.3075340541566621	0.39276461906945037	4.11888	0.04403412634468305	0.04403412634468305	17	25	15255	113	5656.11
11655000	-6.9909	341.6786	-20152.667220261603	0.01338953	94.299595	0.10200423868635657	0.1952468998255603	0.3050198299529788	0.39772903153510436	4.116286	0.053336399329910154	0.05260684949499982	15	25	13358	104	5753.74
11660000	-6.1691	385.6953	-20155.543776652	0.01266713	73.754387	0.10291435383310993	0.19504901786604198	0.304710693563633	0.3973259347372151	4.631608	0.042016661581851945	0.042016661581851945	20	30	14716	106	5707.76
11665000	-6.1907	391.6953	-20153.90234866885	0.01200904	74.296815	0.100916267729378	0.19126213374707163	0.309560943099542	0.3982606554240082	4.55412	0.05363635386526487	0.05363635386526487	22	31	13929	110	5882.35
11670000	-7.3857	301.4083	-20154.433216691577	0.01138055	104.171785	0.10526719530331255	0.19657117224971693	0.30533622289431916	0.3928254095526513	3.92693	0.04556959547897504	0.04556959547897504	13	19	11107	102	5733.94
11675000	-6.2278	321.8532	-20153.90756642707	0.01204505	75.224339	0.10451865783400265	0.19517338742804366	0.30630754093115353	0.3940004138068002	3.638404	0.05108244777076622	0.05108244777076622	14	22	12236	102	5740.53
11680000	-5.8611	280.7371	-20157.856078091347	0.01382453	66.056806	0.10076899359174078	0.19542497046449692	0.3082212310804914	0.39558480486327086	3.322149	0.04581983195430131	0.04581983195430131	13	17	12437	102	5656.11
11685000	-5.4221	251.2064	-20148.488954213775	0.0131689	55.081358	0.10694960674536542	0.1979050031580856	0.308620682526632	0.3865247075699169	4.740251	0.03948647696542362	0.03948647696542362	11	13	11120	98	5224.66
11690000	-6.4398	280.8409	-20145.948475501413	0.01178843	80.522978	0.10220591748467311	0.19859858930933225	0.3080974905728592	0.3910980026331354	4.740251	0.04788790220847453	0.04788790220847453	10	17	12442	99	5285.41
11695000	-5.5162	309.3287	-20154.522506087007	0.01242624	57.433719	0.1031486867450599	0.19503921329303803	0.3057481177659124	0.39606398219598976	4.205323	0.048088769357745004	0.04607879231049012	13	21	12556	100	5889.28
11700000	-5.7747	257.9579	-20166.444351619786	0.01213951	63.89481	0.09943136408756761	0.1989666194642615	0.3034261504722893	0.3981758659758815	4.334492	0.03971974775373317	0.03971974775373317	11	13	10872	104	5827.51
11705000	-5.1805	264.9548	-20158.258353107107	0.01133042	49.040091	0.10871187151160142	0.19440650900492223	0.29478040442911596	0.40210121505436036	4.334492	0.04298040996237274	0.04298040996237274	12	14	13098	101	5138.75
11710000	-6.1516	263.8748	-20152.972791252323	0.01250611	73.317656	0.1036371025149563	0.20235163795717762	0.3034708265435235	0.39054043298434266	3.748955	0.051705335246047875	0.051705335246047875	14	14	13305	104	5252.1
11715000	-5.6609	259.5718	-20152.757249345592	0.01080979	61.050106	0.1048961190588642	0.20007860430216945	0.3000619121951625	0.39496336444380387	4.086289	0.043750151331367476	0.043750151331367476	13	13	15358	100	5257.62
11720000	-7.8127	275.9905	-20146.693345003325	0.01364192	114.845429	0.1033783934913387	0.19783412675342782	0.30953877855951273	0.38924870119572075	4.159642	0.03687346423566554	0.03687346423566554	12	16	12952	102	5128.21
11725000	-5.4976	241.9416	-20146.73560114689	0.01187162	56.968018	0.10145918561347231	0.19733929364511232	0.30379222705824244	0.3974092936831729	4.191666	0.037687613886262	0.037687613886262	11	11	11167	99	5422.99
11730000	-5.4694	312.566	-20158.431780033523	0.01318447	56.264291	0.10476750244708088	0.19661271462205007	0.3026737014191123	0.3959460815117568	4.316668	0.04621538581188963	0.0456075297095206	15	22	13514	103	5512.68
11735000	-6.0522	312.1952	-20158.246556352995	0.01335539	70.832808	0.10432160953340432	0.19521497182646427	0.3076313927818751	0.3928320258582562	4.36118	0.0529324836729041	0.04276655250270203	13	22	11008	103	6090.13
11740000	-5.9855	286.8156	-20145.224043254428	0.0118835	69.164619	0.10582478556508015	0.19507457821086507	0.3070328823649712	0.39206775385908366	4.213624	0.043507916558155744	0.043507916558155744	14	17	13272	105	5537.1
11745000	-7.7393	308.2188	-20168.37890251944	0.01280461	113.009356	0.10564239957729514	0.194738372760991	0.3065037199836482	0.39311550767806563	4.050049	0.041460395449151866	0.041460395449151866	11	19	9394	102	5714.29
11750000	-5.9586	295.7233	-20165.184572197657	0.01182512	68.493555	0.10532976566126144	0.1971214319963238	0.30559666506402505	0.3919521372783896	4.446315	0.053736984663792876	0.04547827850650594	17	18	14700	102	5807.2
11755000	-5.7498	288.2429	-20153.773965862805	0.0121986	63.272546	0.10134316426696868	0.19691094827786437	0.30373525389744993	0.39801063355771693	5.044775	0.0446869100008665	0.0446869100008665	14	17	12544	99	5387.93
11760000	-6.7038	360.0286	-20158.231018149323	0.00826277	87.123712	0.1066887374182151	0.19573964257312113	0.3019285141568049	0.39564310585185886	4.279526	0.04710898685659776	0.04710898685659776	16	26	11091	97	5760.37
11765000	-6.2612	288.3072	-20148.569140646807	0.00977489	76.057198	0.10337657770247283	0.1979939571293701	0.3161416626358733	0.3824878025322838	4.090462	0.043076803895996704	0.043076803895996704	14	18	15674	106	5882.35
11770000	-5.9441	290.3399	-20151.198481280164	0.01184708	68.131079	0.09921202139390163	0.19732738487783566	0.3058292006423387	0.397631393085924	5.00806	0.04417832383233417	0.04417832383233417	13	18	12415	106	5668.93
11775000	-7.0666	306.7131	-20151.8051342117	0.01068109	96.194075	0.10569390189616179	0.19585801643457962	0.30355188988423853	0.39489619178502017	4.340082	0.04577992616676338	0.043181294431683344	18	21	14794	108	5555.56
11780000	-7.2602	345.6518	-20156.68603429341	0.01249689	101.033716	0.1022219207023677	0.20054533540899397	0.3106562201622915	0.3865765237263467	4.135575	0.04693106089630102	0.04693106089630102	18	24	14930	111	5592.84
11785000	-6.0896	356.8127	-20149.453819614464	0.01232671	71.767088	0.10072779755850682	0.20164348295313742	0.3066997488773408	0.390928970611015	4.207324	0.07195782232601407	0.046924916585904364	13	28	12532	105	6180.47
11790000	-7.3519	359.0283	-20151.682604781374	0.01435237	103.325372	0.10817096190334666	0.19910196920914316	0.30334906536295136	0.3893780035245587	4.295675	0.05650372822267411	0.049934883775297964	15	29	13649	105	6289.31
11795000	-6.8002	318.1147	-20166.600884063613	0.01227708	89.533119	0.10671174116218808	0.19641609383220884	0.3012508035817164	0.39562136142388665	5.211156	0.06034413301562712	0.05115034103236166	13	23	14197	114	6067.96
11800000	-7.1788	444.5074	-20144.531305601904	0.01213636	98.998308	0.10485635252284009	0.199912801147618	0.303235742125157	0.3919951042043847	4.032031	0.06421433267086323	0.04626007876875762	18	39	14016	102	6426.74
11805000	-7.8821	567.0634	-20157.48281094968	0.01091461	116.581119	0.10362978143689014	0.20162499174864867	0.2996886018273265	0.3950566249871346	4.624857	0.05986402023125204	0.045438366530936206	24	52	17649	106	6738.54
11810000	-8.3642	541.0352	-20162.83267288337	0.01070527	128.633409	0.09723443243034786	0.18918202243235147	0.3136506095302171	0.39993293560708365	4.705286	0.07265827248400399	0.04343194514315979	23	51	16362	105	6839.95
11815000	-7.1847	448.9519	-20155.116052382764	0.00898849	99.144578	0.11020027108915123	0.192866652628949	0.3051301537695851	0.3918029225123147	4.583425	0.07187119280822232	0.053571621091625575	18	38	14179	104	6570.3
11820000	-8.9982	438.0279	-20163.315423294098	0.01126995	144.482376	0.10749040965829733	0.18812399729705537	0.30195446259977254	0.40243113044487483	3.626386	0.06348800718786013	0.048705011341234505	16	37	12667	101	6693.44
11825000	-5.7313	279.8499	-20161.226386642662	0.01147039	62.810905	0.10308272037109129	0.19806308518729687	0.31104782532567826	0.38780636911593364	4.031132	0.07756886924870661	0.07195847269279063	12	18	12732	101	6402.05
11830000	-7.3412	297.7129	-20159.12019707127	0.0109134	103.058667	0.10653817456956724	0.19634437137583388	0.3075645431657165	0.38955291088888233	4.425696	0.06020049606074089	0.04265316380259729	13	19	11283	101	5995.2
11835000	-6.382	307.5707	-20162.51622485248	0.01787187	79.078819	0.10470869770344755	0.19297273968910597	0.30259447223577246	0.3997240903716739	4.616825	0.06739791586859836	0.04653839757980957	17	22	12537	110	5931.2
11840000	-5.8498	334.598	-20158.149648349772	0.01184724	65.772614	0.10414694682971529	0.19415624003497509	0.3020610998213552	0.3996357133139543	3.63787	0.06919236255086345	0.051196905122775124	20	25	12084	108	6297.23
11845000	-5.6418	295.8145	-20157.06768172894	0.01456906	60.572826	0.10134274138222882	0.20173464158996107	0.29867810127594235	0.39824451575186787	4.326915	0.06554226592811237	0.04832123140462222	14	20	12104	107	6203.47
11850000	-5.3159	231.5348	-20162.19835562248	0.01034109	52.425202	0.09935467511218213	0.20632782643181774	0.303885446410943	0.39043205204505715	4.590237	0.04100377637919785	0.04100377637919785	10	11	10954	108	5353.32
11855000	-5.6437	291.5046	-20160.85139377984	0.01339291	60.620236	0.09839282560363545	0.2019475864582537	0.30464668521395594	0.3950129027241549	4.167783	0.07297598148281959	0.06079463666209038	13	19	12545	107	5376.34
11860000	-6.9375	338.6933	-20173.10011974624	0.01302982	92.966773	0.10186093513419305	0.19568563082217824	0.30919078960709245	0.39326264443653636	4.057408	0.04977577425562745	0.041444181108397295	13	25	12469	105	6067.96
11865000	-5.8366	255.1359	-20170.037603994802	0.01349615	65.443923	0.10171038408352846	0.19687441210702314	0.30873380383359805	0.3926813999758503	4.398197	0.05816484661641216	0.05816484661641216	12	14	13150	107	6188.12
11870000	-7.6332	365.7355	-20155.255244115233	0.01674169	110.358967	0.10882734285477512	0.19236025661924622	0.3048309022854474	0.3939814982405314	4.293824	0.03866838776038073	0.03866838776038073	14	28	12168	105	5580.36
11875000	-7.2668	291.8618	-20155.188153191328	0.0133008	101.199054	0.10291208115829796	0.19847587854317877	0.30985786238645996	0.38875417791206346	4.092896	0.050896162697227236	0.04458964369968164	14	19	14863	106	5720.82
11880000	-5.7216	362.3928	-20149.397210240248	0.01079773	62.568047	0.1010533865533702	0.19489120665136214	0.3056769774967505	0.39837842929851713	4.20125	0.11810270361823917	0.05943867443058897	19	30	14540	108	6075.33
11885000	-6.1715	393.7477	-20159.15515140219	0.01754737	73.815596	0.10599536177701457	0.20910267379860084	0.3029993160962372	0.38190264832814735	4.831397	0.11022316494188561	0.05039372684879591	22	37	16651	107	6485.08
11890000	-6.8469	398.706	-20156.594587034775	0.0166795	90.699719	0.09997207399509803	0.19722021442356885	0.315136293989495	0.3876714175918381	3.394744	0.08261748791374153	0.0500414426216531	17	35	13718	109	6596.31
11895000	-6.1709	327.5122	-20159.200680494774	0.01526871	73.800308	0.10687870179994885	0.18845300445157634	0.3016232807264516	0.40304501302202317	4.318218	0.085110035190172	0.07311899949270274	14	26	13684	107	6297.23
11900000	-6.3525	297.6673	-20154.55859452028	0.01358539	78.340829	0.1005035713226223	0.19570192167001504	0.3120858094881681	0.3917086975191945	3.616165	0.0635369689034619	0.04205434561904017	12	21	11774	106	6289.31
11905000	-6.8714	284.2968	-20154.552854475973	0.01228983	91.312756	0.10929470720483507	0.1996423314362609	0.30170040575952467	0.3893625555993795	4.305187	0.060306752940920416	0.04734929068569337	13	17	12510	107	5868.54
11910000	-5.192	276.6066	-20161.962899097296	0.0110355	49.328287	0.10456667212318149	0.19586520329461715	0.3157156272068495	0.3838524973753518	4.502189	0.06796199841487388	0.045351243709129845	15	16	14189	102	5630.63
11915000	-7.1164	392.8598	-20152.9454410736	0.00991874	97.437203	0.1040290698522899	0.1914945851411667	0.30446049716101453	0.4000158478455288	4.044647	0.05010553540921258	0.04758051488110068	21	31	12729	105	5580.36
11920000	-7.3278	437.2535	-20151.735295052054	0.0113097	102.723022	0.10086373220623145	0.2028905788608074	0.30840129685458745	0.3878443920783737	4.154122	0.06584112552683458	0.050201468130342326	21	37	15434	105	6605.02
11925000	-8.5825	416.6664	-20154.71996750721	0.01341283	134.090561	0.10659772959413602	0.19849595081837323	0.30700470735585156	0.3879016122316392	4.197179	0.05732762060576716	0.043151243517249645	19	35	15672	105	6640.11
11930000	-5.7358	352.0901	-20156.52156987379	0.01488267	62.923659	0.10824899549713712	0.19625319857608797	0.3066473069944315	0.38885049893234347	4.559884	0.060060768294519104	0.04150283246491318	16	27	12293	101	6693.44
11935000	-6.0139	285.8106	-20172.465063242635	0.00893999	69.87679	0.1075877361569287	0.19505434901625393	0.30477409426882063	0.3925838205579967	3.794668	0.044783950879068966	0.044783950879068966	13	18	12877	103	5924.17
11940000	-7.2563	329.9844	-20160.658187423916	0.0115932	100.935016	0.10511192832791726	0.19520115912967717	0.30945333642300965	0.390233576119396	4.315337	0.0433547006516372	0.0433547006516372	15	23	14250	107	5793.74
11945000	-8.5362	402.9415	-20154.35467210461	0.01317595	132.933998	0.10332863812529872	0.1985356668552886	0.3052494709198606	0.392886224099552	4.352935	0.04702093683133232	0.04702093683133232	21	33	13893	110	5988.02
11950000	-8.1085	425.4692	-20148.917699566922	0.01653827	122.24052	0.10056084586991161	0.19321763023823924	0.30720261022914236	0.3990189136627068	4.255135	0.04589844630153996	0.04589844630153996	18	37	17799	106	5959.48
11955000	-7.722	355.9043	-20163.62226578017	0.01292107	112.577366	0.1011360883960031	0.20317766261929826	0.30372397707619	0.3919622719085085	4.436745	0.04760621561350352	0.038110982820588654	15	28	14711	103	6165.23
11960000	-8.705	388.4353	-20155.987985770567	0.01441848	137.152109	0.10299270798403087	0.1989188905087418	0.29735767092715715	0.40073073058007025	3.807405	0.03915472021974653	0.03915472021974653	16	31	15015	104	6090.13
11965000	-6.8667	311.2098	-20157.845004375817	0.01361595	91.195598	0.10147578023706717	0.1959891143108509	0.30770653606552245	0.39482856938655936	3.698301	0.0416466830247702	0.0416466830247702	14	21	11587	101	6045.95
11970000	-5.9011	240.9687	-20171.95448137306	0.01127728	67.054759	0.10532819233170343	0.19514881327301425	0.3063872478871246	0.39313574650815775	3.945627	0.03532546124398269	0.03532546124398269	9	10	9465	101	5580.36
11975000	-6.2971	317.8561	-20157.48076090119	0.0106005	76.956803	0.10460536615808458	0.19380958332078868	0.31114724082428685	0.3904378096968398	3.697248	0.043859441937790726	0.043859441937790726	15	21	11379	110	5353.32
11980000	-5.5748	262.9109	-20157.074324206027	0.01190962	58.899093	0.10316906005090792	0.19114843984051708	0.3073795258448742	0.39830297426370087	3.885542	0.04221023027795345	0.04221023027795345	14	14	12747	104	5543.24
11985000	-5.9551	265.8594	-20159.503702915077	0.010685	68.405244	0.10705436542678405	0.1903203349794773	0.3060478776255709	0.3965774219681678	3.686747	0.04013834105071729	0.04013834105071729	12	14	12101	109	5470.46
11990000	-6.759	285.9576	-20159.17509808173	0.01309259	88.503621	0.1052391562639825	0.19729249843952415	0.3076152728422102	0.3898530724542831	4.559509	0.046122283710209974	0.046122283710209974	14	17	11149	100	5662.51
11995000	-5.999	270.006	-20166.84904447896	0.0128096	69.503044	0.10426186131148842	0.19373572975075207	0.3020696166247305	0.399932792313029	4.222347	0.06265012413265902	0.048061944231857535	10	16	10763	100	5605.38
12000000	-6.1398	304.9972	-20157.887730693707	0.01269612	73.022876	0.10324184671314036	0.19493571576603064	0.3058022675357157	0.3960201699851132	4.297047	0.044894826798761674	0.043777919221092046	12	21	12139	101	6127.45
12005000	-5.8444	283.1192	-20159.842810975962	0.01204005	65.639352	0.1029383470682985	0.1943626640201977	0.30784299783995317	0.39485599107155067	4.297047	0.04863502988675679	0.039539347770505794	12	17	10933	100	5753.74
12010000	-5.7682	294.8131	-20162.354323196065	0.01355149	63.732112	0.09989985603715314	0.19371734286074216	0.3031594761210305	0.40322332498107416	3.950541	0.05006506749387385	0.04067686917495544	12	19	11843	106	5580.36
12015000	-6.0614	311.1964	-20153.31502116476	0.01004484	71.06355	0.10026951393892296	0.1894021861377599	0.3075797167980787	0.4027485831252383	4.521061	0.04467949903416188	0.04467949903416188	15	21	12844	107	5567.93
12020000	-5.5056	230.6887	-20161.134791307024	0.01283281	57.167305	0.0995209716811114	0.18798824151514645	0.312748843701977	0.39974194310176514	3.97481	0.03939356568833904	0.03939356568833904	10	10	11013	101	5336.18
12025000	-5.9974	276.0204	-20158.583741975566	0.01189949	69.462502	0.10938904438942844	0.20063561734317642	0.3047460564336039	0.3852292818337911	3.854937	0.046532466877985394	0.046532466877985394	14	17	13456	104	5512.68
12030000	-6.3245	314.6886	-20160.222655845282	0.01007159	77.640739	0.10412110979318867	0.20257164084539994	0.29725315688072335	0.39605409248068807	4.92525	0.04870440943666092	0.044230625993184156	12	21	11973	101	5555.56
12035000	-6.4559	300.1819	-20152.141587142447	0.01476462	80.925847	0.10238362639591747	0.19919129978462982	0.30897999089958594	0.3894450829198668	4.452374	0.05904095391899067	0.044673367011907106	13	19	12150	103	5966.59
12040000	-5.9433	271.1722	-20169.14492841338	0.01094386	68.110477	0.10729713431329863	0.19612228964461145	0.30421942793243373	0.39236114810965617	3.556379	0.04423835799140414	0.04423835799140414	13	16	13830	104	5656.11
12045000	-6.2413	250.5248	-20169.646171285443	0.01420751	75.559928	0.1052907208640838	0.192454881356849	0.31143311722752665	0.3908212805515406	4.298622	0.047720275420493945	0.047720275420493945	9	14	9050	101	5313.5
12050000	-7.0191	293.2113	-20162.08700284728	0.01209983	95.004679	0.10326085616127569	0.20254432398477332	0.30241306841811944	0.3917817514358317	3.967597	0.042397088433097654	0.042397088433097654	11	17	8697	100	5393.74
12055000	-5.9554	295.0892	-20157.158392655114	0.01049027	68.41331	0.10491169818013522	0.19728403560210617	0.3028765266728901	0.3949277395448685	4.365441	0.05443073297016491	0.05443073297016491	16	18	10999	99	5820.72
12060000	-6.0583	351.9747	-20158.43833449927	0.00947056	70.986301	0.10425992871590291	0.19605839811442397	0.3072074430587256	0.3924742301109475	3.865621	0.08785526785606144	0.05029208063613601	15	26	11739	102	6024.1
12065000	-6.3878	346.6817	-20158.737666873734	0.01306935	79.22249	0.10441253253601775	0.19556973178988324	0.3085217290993517	0.3914960065747472	4.015485	0.07821795568411569	0.054110768992473496	17	26	13452	104	5980.86
