State 	ExpPrior[ constantRecRate ]	Coalescent	dataLikelihood		baseSize	growthRate	constantRecRate	a.freq	c.freq	g.freq	t.freq 	kappaY	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
1435000	-12.5846	310.2369	-85210.9768786384		0.00404137	-9.70555	234.141897	0.2486979514006122	0.25272838853139507	0.2525301037756276	0.24604355629236524	1.888524	0.016142996909210887	16	23	9991	72	5494.51
1440000	-10.7844	259.8954	-85214.36490742126		0.00647107	-22.166041	189.138462	0.2486979514006122	0.25272838853139507	0.2525301037756276	0.24604355629236524	1.932735	0.01638538193597182	16	18	10257	73	5263.16
1445000	-5.4346	203.0311	-85221.05848336207		0.00486737	39.001505	55.392813	0.2474531214902447	0.25482687002614285	0.25126609245314696	0.2464539160304655	1.932735	0.015528683955157493	12	12	9250	71	5159.96
1450000	-9.2631	256.7359	-85206.66023185696		0.00575757	-3.970511	151.104725	0.2527016202225848	0.25692463729610754	0.24755744598312807	0.2428162964981796	1.883953	0.016726411055280707	16	17	9546	75	5213.76
1455000	-8.2213	236.725	-85235.55271425053		0.00691726	71.839845	125.059699	0.2522962861320552	0.2581165322118236	0.24716036316215914	0.24242681849396194	1.801891	0.017182448866628272	14	15	7791	72	5464.48
1460000	-8.3201	256.9699	-85220.09962481607		0.00463695	2.111093	127.531527	0.2522962861320552	0.2581165322118236	0.24716036316215914	0.24242681849396194	1.99201	0.01680320744694285	15	18	8966	67	5208.33
1465000	-6.063	201.3963	-85236.45903335084		0.0032312	-38.415455	71.10335	0.25200941892191053	0.25896007233649065	0.2468793356253465	0.2421511731162523	1.808905	0.015183738179524026	12	12	8782	72	5274.26
1470000	-10.3012	266.9891	-85222.81695861879		0.00520322	12.697041	177.057989	0.25079836656978666	0.2577156180377152	0.25049852000316	0.2409874953893382	1.971276	0.01631327183588268	15	18	9022	79	5149.33
1475000	-8.9177	245.5302	-85216.76117771483		0.00334092	-3.92961	142.470675	0.2534475885943121	0.254047365873809	0.2469329939979707	0.24557205153390835	1.928094	0.016688330587107166	12	16	8532	76	5252.1
1480000	-6.5913	206.852	-85226.0554738694		0.0043087	11.498834	84.309984	0.2514627545886245	0.25694084330131306	0.244999177991546	0.24659722411851642	1.869122	0.01725776986407103	10	12	7774	67	5359.06
1485000	-10.5457	255.3174	-85219.7487576313		0.002995159	-109.724036	183.170955	0.2514627545886245	0.25694084330131306	0.244999177991546	0.24659722411851642	1.724663	0.016579861084618848	15	17	8162	69	5393.74
1490000	-9.6394	229.2321	-85212.83381087068		0.00467428	-2.761627	160.511974	0.2514627545886245	0.25694084330131306	0.244999177991546	0.24659722411851642	1.86009	0.017128469152158814	12	14	8379	67	5122.95
