State 	Coalescent	pop.size.prior	 sum 	pop.size.changepoints	 mc.speed 
2801000	313.2226	-94.34371925450283	-94.34371925450283	10	31250.0
2802000	313.3342	-93.75423580971807	-93.75423580971807	10	30303.03
2803000	313.1369	-92.96320497349778	-92.96320497349778	10	37037.04
2804000	313.2583	-93.92109284605237	-93.92109284605237	10	32258.06
2805000	313.3842	-93.31491624305814	-93.31491624305814	10	34482.76
2806000	313.2668	-93.59165240118818	-93.59165240118818	10	34482.76
2807000	310.2083	-95.7454506709457	-95.7454506709457	10	35714.29
2808000	312.7491	-92.94392983268393	-92.94392983268393	10	35714.29
2809000	313.2352	-91.69381949274977	-91.69381949274977	10	37037.04
2810000	313.3041	-91.47418874226716	-91.47418874226716	10	34482.76
2811000	313.393	-92.47607557646144	-92.47607557646144	10	35714.29
2812000	313.1236	-92.25624976439748	-92.25624976439748	10	37037.04
2813000	313.4953	-92.2906654585927	-92.2906654585927	10	37037.04
2814000	313.4805	-92.51245934407297	-92.51245934407297	10	27777.78
2815000	312.59	-93.82319838386317	-93.82319838386317	10	33333.33
2816000	312.9609	-92.59524305804516	-92.59524305804516	10	35714.29
2817000	313.3942	-94.14270650894107	-94.14270650894107	10	34482.76
2818000	313.1746	-93.46052676553771	-93.46052676553771	10	34482.76
2819000	313.005	-93.47743735533882	-93.47743735533882	10	34482.76
2820000	312.9566	-92.87753174317065	-92.87753174317065	10	34482.76
2821000	312.9488	-93.78601926747433	-93.78601926747433	10	33333.33
2822000	313.3938	-95.93979133989947	-95.93979133989947	10	35714.29
2823000	312.7311	-93.92467604838804	-93.92467604838804	10	37037.04
2824000	313.4771	-95.43086001963495	-95.43086001963495	10	34482.76
2825000	313.3089	-95.01957970908225	-95.01957970908225	10	35714.29
2826000	313.4711	-95.35984403477441	-95.35984403477441	10	34482.76
2827000	313.307	-94.17903612473208	-94.17903612473208	10	37037.04
2828000	313.3176	-95.72983651042914	-95.72983651042914	10	37037.04
2829000	312.8953	-95.21115084190728	-95.21115084190728	10	37037.04
2830000	313.1129	-95.14934504364389	-95.14934504364389	10	34482.76
2831000	313.441	-95.76777893155783	-95.76777893155783	10	35714.29
2832000	313.3483	-92.73786672133495	-92.73786672133495	10	37037.04
2833000	313.3115	-91.08945744682617	-91.08945744682617	10	37037.04
2834000	313.2001	-92.04790991535201	-92.04790991535201	10	33333.33
2835000	312.8274	-92.37247184986386	-92.37247184986386	10	35714.29
2836000	311.1544	-92.86770540178819	-92.86770540178819	10	34482.76
2837000	312.3488	-92.34127415753483	-92.34127415753483	10	37037.04
2838000	313.2283	-90.38500084903738	-90.38500084903738	10	34482.76
2839000	312.8694	-90.06067336683894	-90.06067336683894	10	30303.03
2840000	312.6509	-90.79018779501565	-90.79018779501565	10	37037.04
2841000	313.3242	-91.5989104236045	-91.5989104236045	10	32258.06
2842000	312.8299	-93.77179679574031	-93.77179679574031	10	35714.29
2843000	312.8676	-93.67511663077731	-93.67511663077731	10	30303.03
2844000	311.8947	-94.53336954364768	-94.53336954364768	10	35714.29
2845000	312.4519	-93.32422742185773	-93.32422742185773	10	37037.04
2846000	312.6023	-92.18828803111026	-92.18828803111026	10	33333.33
2847000	312.5076	-91.05160235933235	-91.05160235933235	10	29411.76
2848000	313.1878	-92.3478614286668	-92.3478614286668	10	37037.04
2849000	313.0102	-93.53126490165923	-93.53126490165923	10	34482.76
2850000	311.5965	-92.59349547223086	-92.59349547223086	10	33333.33
2851000	313.1251	-91.6718273425961	-91.6718273425961	10	35714.29
2852000	313.4964	-92.02431317121251	-92.02431317121251	10	35714.29
2853000	313.1921	-91.4043713232374	-91.4043713232374	10	37037.04
2854000	312.6821	-92.49298725471829	-92.49298725471829	10	35714.29
2855000	312.7458	-92.52579709435503	-92.52579709435503	10	35714.29
2856000	313.5198	-92.51594361436173	-92.51594361436173	10	35714.29
2857000	312.7845	-92.26884328737282	-92.26884328737282	10	37037.04
2858000	312.678	-92.5066871079112	-92.5066871079112	10	37037.04
2859000	313.5016	-92.04378440301771	-92.04378440301771	10	28571.43
2860000	313.4452	-94.29393556390423	-94.29393556390423	10	35714.29
2861000	313.3044	-93.91211541725524	-93.91211541725524	10	34482.76
2862000	313.0422	-93.09770526950904	-93.09770526950904	10	35714.29
2863000	312.8374	-93.16848705080832	-93.16848705080832	10	32258.06
2864000	313.2561	-93.68075454019372	-93.68075454019372	10	35714.29
2865000	313.3952	-93.28557297365384	-93.28557297365384	10	37037.04
2866000	313.2415	-98.0081671823008	-98.0081671823008	10	32258.06
2867000	312.4185	-96.39190632927311	-96.39190632927311	10	32258.06
2868000	312.4333	-94.42367203791062	-94.42367203791062	10	37037.04
2869000	312.8763	-94.98821455064886	-94.98821455064886	10	35714.29
2870000	312.758	-93.59635884539424	-93.59635884539424	10	37037.04
2871000	311.9934	-94.80254501403613	-94.80254501403613	10	34482.76
2872000	312.6343	-94.08151402834696	-94.08151402834696	10	30303.03
2873000	313.4657	-93.36659790945525	-93.36659790945525	10	37037.04
2874000	313.4484	-95.41816946169867	-95.41816946169867	10	37037.04
2875000	313.0829	-92.5961798340491	-92.5961798340491	10	34482.76
2876000	313.3056	-91.53781852875979	-91.53781852875979	10	37037.04
2877000	313.2172	-91.00335217120417	-91.00335217120417	10	33333.33
2878000	313.333	-90.29601580908158	-90.29601580908158	10	33333.33
2879000	312.9489	-90.98025238197528	-90.98025238197528	10	32258.06
2880000	313.399	-89.72557327334184	-89.72557327334184	10	35714.29
2881000	313.1596	-90.13326411312545	-90.13326411312545	10	37037.04
2882000	313.2355	-90.95978091252132	-90.95978091252132	10	37037.04
2883000	313.3433	-91.98557343199951	-91.98557343199951	10	31250.0
2884000	313.1636	-91.79942336962372	-91.79942336962372	10	29411.76
2885000	313.3623	-90.95788772306722	-90.95788772306722	10	35714.29
2886000	313.3195	-90.25744951704726	-90.25744951704726	10	35714.29
2887000	313.2526	-90.75558725286461	-90.75558725286461	10	32258.06
2888000	313.5113	-89.75639609520688	-89.75639609520688	10	31250.0
2889000	312.551	-90.03388880343202	-90.03388880343202	10	34482.76
2890000	313.0618	-89.6143224270728	-89.6143224270728	10	37037.04
2891000	313.4271	-89.74471877953829	-89.74471877953829	10	34482.76
2892000	313.0551	-90.54156836106779	-90.54156836106779	10	35714.29
2893000	312.5864	-90.2891706618009	-90.2891706618009	10	37037.04
2894000	313.0544	-91.40576071170722	-91.40576071170722	10	37037.04
2895000	313.0584	-89.88657714440082	-89.88657714440082	10	30303.03
2896000	312.8926	-91.861163731852	-91.861163731852	10	34482.76
2897000	313.5184	-91.37676527746265	-91.37676527746265	10	37037.04
2898000	313.169	-91.84823339156236	-91.84823339156236	10	35714.29
2899000	312.2482	-91.98535845628798	-91.98535845628798	10	37037.04
2900000	313.4706	-90.44022964573328	-90.44022964573328	10	32258.06
2901000	312.2754	-89.66638166386441	-89.66638166386441	10	33333.33
2902000	313.2535	-90.06690838187576	-90.06690838187576	10	37037.04
2903000	312.7477	-90.1057002179209	-90.1057002179209	10	35714.29
2904000	312.0287	-90.26319396697374	-90.26319396697374	10	35714.29
2905000	312.9818	-90.67591984501546	-90.67591984501546	10	37037.04
2906000	313.3262	-89.69146225399584	-89.69146225399584	10	35714.29
2907000	313.5107	-89.6035355888926	-89.6035355888926	10	35714.29
2908000	313.3153	-89.89937141289417	-89.89937141289417	10	35714.29
2909000	312.6601	-89.93292784776523	-89.93292784776523	10	35714.29
2910000	312.7252	-90.36995230622983	-90.36995230622983	10	37037.04
2911000	313.487	-90.34188392787647	-90.34188392787647	10	32258.06
2912000	313.1593	-91.76037516574303	-91.76037516574303	10	32258.06
2913000	312.9913	-91.64007328307113	-91.64007328307113	10	32258.06
2914000	313.0109	-93.07975713578654	-93.07975713578654	10	35714.29
2915000	312.98	-91.803561801591	-91.803561801591	10	34482.76
2916000	311.6561	-92.889926458846	-92.889926458846	10	27777.78
2917000	312.6192	-91.18034099096688	-91.18034099096688	10	34482.76
2918000	313.4238	-91.9416669260255	-91.9416669260255	10	35714.29
2919000	312.7633	-92.44398504672455	-92.44398504672455	10	33333.33
2920000	313.2353	-91.83040367175441	-91.83040367175441	10	34482.76
2921000	313.1936	-92.19838297051463	-92.19838297051463	10	35714.29
2922000	313.2908	-92.78574940993374	-92.78574940993374	10	34482.76
2923000	313.49	-94.3363820090177	-94.3363820090177	10	32258.06
2924000	312.8541	-95.42084996024454	-95.42084996024454	10	34482.76
2925000	312.6577	-94.6287394998618	-94.6287394998618	10	34482.76
2926000	313.3051	-94.28268571638972	-94.28268571638972	10	37037.04
2927000	312.9261	-93.88410239632192	-93.88410239632192	10	35714.29
2928000	313.4366	-94.08115781093191	-94.08115781093191	10	29411.76
2929000	312.495	-95.78862445027137	-95.78862445027137	10	35714.29
2930000	313.4829	-97.78857701116391	-97.78857701116391	10	34482.76
2931000	313.3823	-95.29800990518311	-95.29800990518311	10	37037.04
2932000	313.0743	-96.32872657286308	-96.32872657286308	10	33333.33
2933000	313.392	-93.76815413358953	-93.76815413358953	10	35714.29
2934000	311.7046	-92.59730897124898	-92.59730897124898	10	37037.04
2935000	312.8863	-91.58756534285165	-91.58756534285165	10	37037.04
2936000	313.0367	-92.0490344070527	-92.0490344070527	10	34482.76
2937000	313.0916	-91.12185272158948	-91.12185272158948	10	37037.04
2938000	312.1182	-92.30566073079956	-92.30566073079956	10	34482.76
2939000	312.8312	-91.92305027628498	-91.92305027628498	10	37037.04
2940000	313.209	-91.62251285768319	-91.62251285768319	10	33333.33
2941000	312.1988	-92.13995122594329	-92.13995122594329	10	34482.76
2942000	310.9322	-90.96600281256103	-90.96600281256103	10	32258.06
2943000	313.4682	-89.68820129140606	-89.68820129140606	10	35714.29
2944000	313.2489	-90.15104463875242	-90.15104463875242	10	37037.04
2945000	312.799	-89.9907992088467	-89.9907992088467	10	34482.76
2946000	312.9137	-89.71282323862984	-89.71282323862984	10	37037.04
2947000	312.7404	-90.46070197786952	-90.46070197786952	10	37037.04
2948000	313.311	-90.45578619551729	-90.45578619551729	10	35714.29
2949000	313.1484	-90.43050265451154	-90.43050265451154	10	35714.29
2950000	311.9399	-91.03168187461628	-91.03168187461628	10	35714.29
2951000	313.2719	-91.15795426580316	-91.15795426580316	10	37037.04
2952000	313.3691	-91.22714441832157	-91.22714441832157	10	35714.29
2953000	313.1562	-92.37664636943443	-92.37664636943443	10	34482.76
2954000	312.1448	-89.72134733434925	-89.72134733434925	10	35714.29
2955000	312.6678	-90.07973121502204	-90.07973121502204	10	37037.04
2956000	312.0499	-89.85467278419426	-89.85467278419426	10	35714.29
2957000	311.8606	-89.56876493617648	-89.56876493617648	10	34482.76
2958000	313.0415	-89.29159741887817	-89.29159741887817	10	37037.04
2959000	312.8467	-89.55478421552155	-89.55478421552155	10	37037.04
2960000	311.2119	-89.30556454114227	-89.30556454114227	10	37037.04
2961000	312.8235	-89.15467234949912	-89.15467234949912	10	31250.0
2962000	312.8795	-88.95332128198189	-88.95332128198189	10	37037.04
2963000	313.1103	-89.30104557196316	-89.30104557196316	10	37037.04
2964000	313.5035	-89.75657710365505	-89.75657710365505	10	37037.04
2965000	313.4327	-89.35338692990146	-89.35338692990146	10	34482.76
2966000	312.938	-88.08805352279431	-88.08805352279431	10	35714.29
2967000	313.4041	-88.20043433976684	-88.20043433976684	10	37037.04
2968000	313.2293	-87.5667498039613	-87.5667498039613	10	35714.29
2969000	313.4372	-87.63353768378062	-87.63353768378062	10	32258.06
2970000	313.2609	-87.60805761535724	-87.60805761535724	10	35714.29
2971000	312.8209	-87.89791395536527	-87.89791395536527	10	37037.04
2972000	310.7166	-88.29597388118646	-88.29597388118646	10	35714.29
2973000	312.6394	-88.72167907512465	-88.72167907512465	10	35714.29
2974000	313.0712	-89.5138029073414	-89.5138029073414	10	37037.04
2975000	313.45	-89.55693395626093	-89.55693395626093	10	34482.76
2976000	313.0517	-88.95273091376602	-88.95273091376602	10	37037.04
2977000	312.6954	-89.20854259223012	-89.20854259223012	10	34482.76
2978000	312.5541	-88.83153022951812	-88.83153022951812	10	37037.04
2979000	313.1026	-88.88719747154506	-88.88719747154506	10	33333.33
2980000	313.4594	-89.5256909097717	-89.5256909097717	10	37037.04
2981000	312.2004	-89.75129280565122	-89.75129280565122	10	34482.76
2982000	313.3999	-91.43744100520803	-91.43744100520803	10	34482.76
2983000	312.934	-90.22277123014157	-90.22277123014157	10	32258.06
2984000	313.1517	-90.13804333856724	-90.13804333856724	10	34482.76
2985000	313.4866	-90.50113110782179	-90.50113110782179	10	33333.33
2986000	313.4293	-89.61294256284586	-89.61294256284586	10	34482.76
2987000	313.1139	-89.71563309672848	-89.71563309672848	10	35714.29
2988000	313.25	-89.06935076347449	-89.06935076347449	10	33333.33
2989000	312.7592	-89.75001196103536	-89.75001196103536	10	37037.04
2990000	313.323	-90.90800179387367	-90.90800179387367	10	34482.76
2991000	313.121	-89.65892725215998	-89.65892725215998	10	37037.04
2992000	312.7645	-89.7235819874218	-89.7235819874218	10	34482.76
2993000	313.2795	-90.24724322298663	-90.24724322298663	10	35714.29
2994000	312.8663	-91.4593007758644	-91.4593007758644	10	29411.76
2995000	312.774	-91.50492455679037	-91.50492455679037	10	37037.04
2996000	313.1242	-90.16667481944438	-90.16667481944438	10	35714.29
2997000	313.1196	-92.75363464847861	-92.75363464847861	10	34482.76
2998000	313.1516	-92.00162317013273	-92.00162317013273	10	35714.29
2999000	313.5139	-91.00950198968295	-91.00950198968295	10	37037.04
3000000	312.8597	-90.28969442373386	-90.28969442373386	10	32258.06
3001000	313.2455	-89.70953062645538	-89.70953062645538	10	34482.76
3002000	311.624	-89.53287164020344	-89.53287164020344	10	28571.43
3003000	311.9782	-90.90619964820655	-90.90619964820655	10	29411.76
3004000	312.0027	-92.243631499612	-92.243631499612	10	32258.06
3005000	312.3411	-91.98153616454049	-91.98153616454049	10	35714.29
3006000	312.8902	-94.26002845534349	-94.26002845534349	10	32258.06
3007000	313.0313	-93.75113130366005	-93.75113130366005	10	34482.76
3008000	312.9027	-91.3424814124107	-91.3424814124107	10	34482.76
3009000	313.3155	-91.91062749240452	-91.91062749240452	10	35714.29
3010000	313.0695	-92.17007974727923	-92.17007974727923	10	32258.06
3011000	313.1595	-90.7969439789062	-90.7969439789062	10	37037.04
3012000	313.2092	-89.20761515346744	-89.20761515346744	10	37037.04
3013000	312.6599	-91.69627015996625	-91.69627015996625	10	32258.06
3014000	312.8449	-92.26319850826229	-92.26319850826229	10	34482.76
3015000	310.7956	-93.89781634466964	-93.89781634466964	10	35714.29
3016000	311.0076	-93.28175203963751	-93.28175203963751	10	34482.76
3017000	313.2155	-93.32030562340877	-93.32030562340877	10	34482.76
3018000	313.2963	-94.0137357346208	-94.0137357346208	10	34482.76
3019000	313.2829	-92.47952217139763	-92.47952217139763	10	33333.33
3020000	310.742	-91.67151296215319	-91.67151296215319	10	37037.04
3021000	312.8479	-92.75072442325323	-92.75072442325323	10	37037.04
3022000	312.5828	-91.02252762613556	-91.02252762613556	10	34482.76
3023000	313.4032	-90.68450084093986	-90.68450084093986	10	35714.29
3024000	313.3577	-91.8704063374101	-91.8704063374101	10	35714.29
3025000	313.398	-92.01674653323127	-92.01674653323127	10	34482.76
3026000	313.3929	-90.90880848156095	-90.90880848156095	10	33333.33
3027000	312.8757	-90.92268748124738	-90.92268748124738	10	30303.03
3028000	313.1509	-91.37151218678838	-91.37151218678838	10	32258.06
3029000	312.7348	-92.13704004415376	-92.13704004415376	10	32258.06
3030000	312.1961	-90.42500383222874	-90.42500383222874	10	34482.76
3031000	313.3983	-90.61731959741141	-90.61731959741141	10	37037.04
3032000	312.7079	-92.52298352762551	-92.52298352762551	10	34482.76
3033000	313.2635	-93.82905566613098	-93.82905566613098	10	35714.29
3034000	313.3486	-94.27667970157346	-94.27667970157346	10	32258.06
3035000	313.2121	-93.55409583661141	-93.55409583661141	10	34482.76
3036000	312.8655	-93.20896169802357	-93.20896169802357	10	35714.29
3037000	313.1997	-93.43813959481807	-93.43813959481807	10	35714.29
3038000	313.2615	-92.05006484169911	-92.05006484169911	10	32258.06
3039000	313.1581	-92.52053137754862	-92.52053137754862	10	28571.43
3040000	313.443	-92.87724968117132	-92.87724968117132	10	35714.29
3041000	313.3931	-91.7610150637407	-91.7610150637407	10	37037.04
3042000	313.0516	-92.4654955610008	-92.4654955610008	10	37037.04
3043000	312.8186	-90.47519029351066	-90.47519029351066	10	34482.76
3044000	312.8851	-91.17804433378858	-91.17804433378858	10	34482.76
3045000	313.0699	-90.63827911890655	-90.63827911890655	10	34482.76
3046000	313.5022	-92.4010352622779	-92.4010352622779	10	34482.76
3047000	313.2922	-93.82313455221626	-93.82313455221626	10	30303.03
3048000	313.1472	-94.51104099496803	-94.51104099496803	10	31250.0
3049000	312.3504	-92.76230778451584	-92.76230778451584	10	35714.29
3050000	312.1074	-92.4022406657829	-92.4022406657829	10	33333.33
3051000	312.9418	-93.26672857969277	-93.26672857969277	10	32258.06
3052000	313.2367	-91.68269670857404	-91.68269670857404	10	37037.04
3053000	313.1831	-92.04822509972591	-92.04822509972591	10	35714.29
3054000	311.3554	-93.37033575279318	-93.37033575279318	10	35714.29
3055000	311.2618	-94.20336041382612	-94.20336041382612	10	33333.33
3056000	311.3535	-94.20899047992009	-94.20899047992009	10	37037.04
3057000	312.5303	-93.85045648068065	-93.85045648068065	10	37037.04
3058000	311.41	-91.05765018655141	-91.05765018655141	10	35714.29
3059000	311.4525	-91.07873250393325	-91.07873250393325	10	32258.06
3060000	313.4859	-91.77446346531778	-91.77446346531778	10	37037.04
3061000	312.1999	-91.46745074202411	-91.46745074202411	10	35714.29
3062000	313.1727	-91.55743346355163	-91.55743346355163	10	33333.33
3063000	313.2031	-93.3909500192615	-93.3909500192615	10	32258.06
3064000	313.4968	-92.53518339010921	-92.53518339010921	10	34482.76
3065000	313.3094	-93.44993436958025	-93.44993436958025	10	37037.04
3066000	313.3953	-93.78417648417968	-93.78417648417968	10	37037.04
3067000	313.3576	-93.68776732104301	-93.68776732104301	10	34482.76
3068000	313.2944	-92.81396575342578	-92.81396575342578	10	35714.29
3069000	313.2544	-93.06523712198057	-93.06523712198057	10	33333.33
3070000	313.3768	-94.06262658664447	-94.06262658664447	10	37037.04
3071000	312.8185	-92.47130621928022	-92.47130621928022	10	33333.33
3072000	312.9259	-93.84977868463274	-93.84977868463274	10	35714.29
3073000	313.0193	-93.8985525825521	-93.8985525825521	10	35714.29
3074000	313.5073	-92.82607475548775	-92.82607475548775	10	35714.29
3075000	313.0303	-93.27017139933348	-93.27017139933348	10	30303.03
3076000	313.2382	-92.11115321363042	-92.11115321363042	10	33333.33
3077000	312.5653	-93.17427118077734	-93.17427118077734	10	32258.06
3078000	313.5087	-93.59337024709781	-93.59337024709781	10	31250.0
3079000	313.1775	-94.12152710579363	-94.12152710579363	10	30303.03
3080000	312.9336	-94.02073364682082	-94.02073364682082	10	37037.04
3081000	313.1256	-93.73938493507902	-93.73938493507902	10	35714.29
3082000	313.3927	-93.27853910678726	-93.27853910678726	10	37037.04
3083000	313.3216	-94.60321403548463	-94.60321403548463	10	35714.29
3084000	312.7553	-93.99747390337905	-93.99747390337905	10	31250.0
3085000	312.2904	-96.26659566842729	-96.26659566842729	10	34482.76
3086000	312.6876	-95.30502308137287	-95.30502308137287	10	37037.04
3087000	312.7115	-94.83733952994126	-94.83733952994126	10	32258.06
3088000	312.0698	-94.37636268545143	-94.37636268545143	10	33333.33
3089000	311.529	-93.2896228927776	-93.2896228927776	10	35714.29
3090000	313.5048	-94.03628475710639	-94.03628475710639	10	37037.04
3091000	313.2711	-93.62873128007686	-93.62873128007686	10	34482.76
3092000	312.2533	-93.66875902004165	-93.66875902004165	10	30303.03
3093000	313.4889	-93.19563614312906	-93.19563614312906	10	35714.29
3094000	313.49	-94.20135448842608	-94.20135448842608	10	37037.04
3095000	313.056	-92.58202302450945	-92.58202302450945	10	33333.33
3096000	312.898	-95.45957689556369	-95.45957689556369	10	34482.76
3097000	313.15	-97.00321841983218	-97.00321841983218	10	37037.04
3098000	313.2342	-94.79761425460457	-94.79761425460457	10	37037.04
3099000	312.5145	-94.00600600143555	-94.00600600143555	10	35714.29
3100000	313.2711	-93.79386862263608	-93.79386862263608	10	34482.76
3101000	313.4751	-94.25020999403404	-94.25020999403404	10	35714.29
3102000	312.9099	-94.20132272783391	-94.20132272783391	10	35714.29
3103000	312.9307	-94.54946889292175	-94.54946889292175	10	33333.33
3104000	313.4287	-96.50569989601527	-96.50569989601527	10	31250.0
3105000	313.1129	-95.49320803049781	-95.49320803049781	10	34482.76
3106000	312.7329	-95.0150048100333	-95.0150048100333	10	30303.03
3107000	313.2874	-96.22607258939661	-96.22607258939661	10	37037.04
3108000	312.3284	-96.62191738297888	-96.62191738297888	10	32258.06
3109000	312.8212	-96.91247039901917	-96.91247039901917	10	33333.33
3110000	313.4319	-96.41193170823438	-96.41193170823438	10	27777.78
3111000	312.9887	-99.0788016285491	-99.0788016285491	10	34482.76
3112000	312.6594	-96.336284348345	-96.336284348345	10	34482.76
3113000	311.2735	-95.68008144879471	-95.68008144879471	10	37037.04
3114000	312.6524	-94.8561662800681	-94.8561662800681	10	37037.04
3115000	312.9994	-95.69089785162936	-95.69089785162936	10	33333.33
3116000	313.4143	-94.64821667383201	-94.64821667383201	10	32258.06
3117000	313.2632	-94.95988703785642	-94.95988703785642	10	37037.04
3118000	313.37	-94.56527377521545	-94.56527377521545	10	35714.29
3119000	312.5835	-95.54293756526376	-95.54293756526376	10	33333.33
3120000	312.6071	-96.34257107049218	-96.34257107049218	10	34482.76
3121000	311.5456	-94.82890107159614	-94.82890107159614	10	35714.29
3122000	312.9418	-94.48076363317386	-94.48076363317386	10	29411.76
3123000	311.8544	-95.86333465109188	-95.86333465109188	10	30303.03
3124000	312.6387	-94.64758713536187	-94.64758713536187	10	35714.29
3125000	313.4752	-95.23656802925692	-95.23656802925692	10	35714.29
3126000	313.3848	-97.23145702303488	-97.23145702303488	10	37037.04
3127000	313.3409	-98.7587343301376	-98.7587343301376	10	37037.04
3128000	313.2346	-97.89760692488827	-97.89760692488827	10	37037.04
3129000	312.3312	-96.87672334311702	-96.87672334311702	10	32258.06
3130000	313.2813	-97.1183558988698	-97.1183558988698	10	35714.29
3131000	313.4193	-98.07753637341484	-98.07753637341484	10	37037.04
3132000	312.5019	-100.82845247294205	-100.82845247294205	10	37037.04
3133000	313.5084	-100.95490904423795	-100.95490904423795	10	32258.06
3134000	313.1744	-99.28535520878995	-99.28535520878995	10	34482.76
3135000	312.8416	-96.31524814690587	-96.31524814690587	10	37037.04
3136000	313.1988	-98.75196060208687	-98.75196060208687	10	34482.76
3137000	312.7534	-96.68850827047565	-96.68850827047565	10	33333.33
3138000	313.3624	-94.83381853965656	-94.83381853965656	10	37037.04
3139000	313.5155	-95.92386625380044	-95.92386625380044	10	35714.29
3140000	313.1322	-96.09495833827766	-96.09495833827766	10	30303.03
3141000	313.4221	-95.7911964169806	-95.7911964169806	10	33333.33
3142000	313.0233	-95.73910976267547	-95.73910976267547	10	37037.04
3143000	312.2792	-94.79725790971234	-94.79725790971234	10	37037.04
3144000	313.3297	-93.74752205844437	-93.74752205844437	10	34482.76
3145000	313.345	-93.8562225228654	-93.8562225228654	10	35714.29
3146000	313.4325	-94.0689518693676	-94.0689518693676	10	37037.04
3147000	313.2041	-93.14958245475124	-93.14958245475124	10	35714.29
3148000	310.8427	-94.97883585158291	-94.97883585158291	10	37037.04
3149000	313.2433	-93.43992198594432	-93.43992198594432	10	33333.33
3150000	313.198	-92.87738922512072	-92.87738922512072	10	37037.04
3151000	312.5765	-93.33462349939349	-93.33462349939349	10	37037.04
3152000	313.3759	-93.44700005042317	-93.44700005042317	10	35714.29
3153000	312.5644	-93.46009253322744	-93.46009253322744	10	34482.76
3154000	313.0565	-93.69182442555038	-93.69182442555038	10	34482.76
3155000	313.2956	-94.19823618258269	-94.19823618258269	10	35714.29
3156000	313.3207	-93.00821079677189	-93.00821079677189	10	34482.76
3157000	313.1196	-89.95065717907859	-89.95065717907859	10	33333.33
3158000	312.874	-88.96466969428843	-88.96466969428843	10	35714.29
3159000	313.2905	-89.59585113168615	-89.59585113168615	10	31250.0
3160000	313.1033	-89.69428716915344	-89.69428716915344	10	37037.04
3161000	313.432	-89.20697559052182	-89.20697559052182	10	30303.03
3162000	312.819	-89.58591941075778	-89.58591941075778	10	33333.33
3163000	313.1147	-89.68401786962977	-89.68401786962977	10	37037.04
3164000	313.1497	-89.54330100937672	-89.54330100937672	10	37037.04
3165000	312.7619	-90.23229292385643	-90.23229292385643	10	35714.29
3166000	313.2116	-90.56648279905053	-90.56648279905053	10	34482.76
3167000	313.1768	-91.27755289205925	-91.27755289205925	10	35714.29
3168000	313.3301	-92.20218386833824	-92.20218386833824	10	35714.29
3169000	312.9204	-92.7338168044179	-92.7338168044179	10	34482.76
3170000	313.0674	-92.82606097576372	-92.82606097576372	10	35714.29
3171000	313.3711	-92.74024309422902	-92.74024309422902	10	35714.29
3172000	312.7316	-92.87382259593137	-92.87382259593137	10	37037.04
3173000	313.1212	-91.64777941382548	-91.64777941382548	10	35714.29
3174000	312.9807	-91.76485754034482	-91.76485754034482	10	29411.76
3175000	313.2406	-90.54857448364778	-90.54857448364778	10	34482.76
3176000	313.2437	-90.80667458203644	-90.80667458203644	10	33333.33
3177000	313.3081	-89.59441526242514	-89.59441526242514	10	34482.76
3178000	313.0594	-89.01977676534017	-89.01977676534017	10	33333.33
3179000	313.2781	-88.93843789179124	-88.93843789179124	10	35714.29
3180000	313.1198	-89.55791257986465	-89.55791257986465	10	33333.33
3181000	313.4841	-90.43197619185915	-90.43197619185915	10	35714.29
3182000	313.2467	-89.92777269402399	-89.92777269402399	10	34482.76
3183000	312.4441	-91.03373561130797	-91.03373561130797	10	33333.33
3184000	312.293	-90.167850178343	-90.167850178343	10	37037.04
3185000	312.9161	-91.05714306958637	-91.05714306958637	10	31250.0
3186000	310.2255	-92.57503553639013	-92.57503553639013	10	34482.76
3187000	312.212	-93.53321285738328	-93.53321285738328	10	35714.29
3188000	312.5131	-94.33565678494067	-94.33565678494067	10	37037.04
3189000	313.4002	-95.40863966434509	-95.40863966434509	10	37037.04
3190000	313.509	-94.29506840277797	-94.29506840277797	10	34482.76
3191000	313.1825	-94.56240157079478	-94.56240157079478	10	35714.29
3192000	311.9269	-92.51606713181914	-92.51606713181914	10	33333.33
3193000	312.2159	-92.45041635485738	-92.45041635485738	10	37037.04
3194000	311.9966	-93.72646187359896	-93.72646187359896	10	33333.33
3195000	311.443	-91.53843971140188	-91.53843971140188	10	37037.04
3196000	311.4904	-91.99760648884045	-91.99760648884045	10	37037.04
3197000	312.1891	-92.25510709682874	-92.25510709682874	10	35714.29
3198000	312.7121	-92.26905995961754	-92.26905995961754	10	32258.06
3199000	313.034	-91.62446275118657	-91.62446275118657	10	30303.03
3200000	312.57	-91.29166096891569	-91.29166096891569	10	35714.29
3201000	312.9962	-89.86348581165161	-89.86348581165161	10	35714.29
3202000	313.364	-89.84958094890852	-89.84958094890852	10	34482.76
3203000	313.4759	-90.38419708253808	-90.38419708253808	10	35714.29
3204000	313.1921	-91.74707780018784	-91.74707780018784	10	37037.04
3205000	313.3852	-91.2035072322899	-91.2035072322899	10	37037.04
3206000	312.9827	-91.88448694442175	-91.88448694442175	10	33333.33
3207000	313.3021	-92.04330440089662	-92.04330440089662	10	34482.76
3208000	313.41	-90.96922718412951	-90.96922718412951	10	34482.76
3209000	313.3998	-90.71408040622062	-90.71408040622062	10	37037.04
3210000	312.6966	-90.39432475971671	-90.39432475971671	10	34482.76
3211000	313.2381	-91.0579294035869	-91.0579294035869	10	34482.76
3212000	313.4928	-90.77082997189689	-90.77082997189689	10	35714.29
