State 	ExpPrior[ RecRate ]	Coalescent	dataLikelihood	popSize	RecRate	a.freq	c.freq	g.freq	t.freq 	KappaR	KappaY	root.height	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
2360000	-7.3666	191.263	-68980.86364503419	0.000427073	103.69227	0.31846142877779565	0.18227387709078907	0.18516246171772882	0.3141022324136865	2.31326	0.928651	0.002584497047854484	0.002584497047854484	6	6	12630	40	2831.26
2365000	-11.121	212.6675	-69004.32786090269	0.000602242	197.552214	0.3168385733184653	0.1827775739183781	0.18340488435598687	0.31697896840716977	1.604426	0.957593	0.0023514425654522306	0.0023514425654522306	8	8	13658	47	2824.86
2370000	-6.7357	230.2993	-68991.33398702857	0.000622137	87.920418	0.3186251773256489	0.17971067805197344	0.18656942817873573	0.31509471644364195	1.847215	0.817425	0.0033282262223700747	0.0033282262223700747	10	10	16216	48	3008.42
2375000	-14.3684	214.2062	-68992.83387515497	0.00057459	278.738063	0.3161316854577531	0.181816700757821	0.18461268529105104	0.31743892849337474	2.729202	0.672591	0.003342076836429835	0.003342076836429835	8	8	10225	45	2791.74
2380000	-8.8716	188.0125	-68979.38123769387	0.000693264	141.31689	0.3144119594139572	0.18345127887584922	0.184805552624766	0.3173312090854275	1.590703	0.935873	0.003358591798570212	0.003358591798570212	6	6	10961	39	2886.84
2385000	-12.344	222.5202	-68996.5748805977	0.000610357	228.128715	0.31723062145060726	0.18314667193393233	0.18430509182741014	0.3153176147880503	1.891329	1.29511	0.0026701981520804983	0.0026701981520804983	8	9	12038	46	2756.34
2390000	-10.4659	212.6065	-68968.47863994143	0.000625557	181.175848	0.31610277048183155	0.18422269112885453	0.18437898197822106	0.31529555641109286	1.846224	0.930053	0.004037799324655793	0.004037799324655793	7	8	12767	40	2873.56
2395000	-13.6489	250.8334	-69000.83308076904	0.000800409	260.749741	0.3176279968639067	0.18344049756772507	0.18088423467193596	0.3180472708964323	1.910884	0.566282	0.0035916799208903774	0.0035916799208903774	10	11	13093	47	2910.36
2400000	-15.8899	274.5116	-69007.2143114833	0.000760308	316.775263	0.31263967941697923	0.18099863330299373	0.18843320618042111	0.3179284810996058	1.917339	0.756211	0.0034453507587134218	0.0034453507587134218	12	13	14287	47	2893.52
2405000	-8.854	216.7516	-68990.22657786944	0.000839188	140.878918	0.315176038415529	0.1841065233960998	0.18738549486905126	0.3133319433193199	1.822885	1.100571	0.003069173046236227	0.003069173046236227	9	9	12770	46	2863.69
2410000	-9.399	234.5556	-68984.3171819289	0.000672519	154.502	0.3158462733790131	0.18322852903901105	0.18542059219220627	0.31550460538976954	2.449945	0.749193	0.0038525148448799195	0.0038525148448799195	10	10	14988	47	2927.4
2415000	-12.3614	190.7261	-68975.80942280055	0.000932777	228.562865	0.31733594609507715	0.18396497745900142	0.18446085639117202	0.3142382200547495	1.553343	0.87704	0.0032640765160565958	0.0032640765160565958	6	6	10959	39	2905.29
2420000	-8.16	255.6914	-68986.9334752344	0.000679691	123.527248	0.31576804740640274	0.18815842244275005	0.18507247876625402	0.3110010513845933	1.662217	0.61551	0.003486031824059485	0.003486031824059485	11	12	11676	47	2976.19
2425000	-16.6809	245.3173	-69000.69230817046	0.00057113	336.551798	0.31486384461766553	0.18437075253288637	0.18737242120500108	0.3133929816444469	1.788009	0.77825	0.0027959308485954013	0.0027959308485954013	9	10	14478	47	2896.87
2430000	-9.3419	206.1599	-68969.11145748086	0.000548432	153.074752	0.3136007050684606	0.184295742352313	0.18429180733854425	0.3178117452406822	2.00542	1.16374	0.003439971968991899	0.003439971968991899	8	8	11625	42	2958.58
2435000	-8.7849	210.3075	-68967.63172272246	0.000553608	139.151431	0.31850108067369404	0.18093230072003225	0.18447073349726878	0.31609588510900494	2.105753	0.791194	0.003195708164600326	0.003195708164600326	7	8	11745	42	2839.3
2440000	-10.6947	232.0725	-69012.97631922964	0.000980448	186.894401	0.3177600754030031	0.1829904383961158	0.18671864426541876	0.3125308419354623	2.05958	0.846282	0.0030166640928246937	0.0030166640928246937	10	10	16234	47	2895.19
2445000	-9.6191	221.0817	-68970.66134144548	0.000769583	160.00532	0.31529107327766076	0.18126632920713018	0.18582345366864197	0.31761914384656714	2.365709	1.015287	0.0032824133759529655	0.003063907809139615	9	9	12443	43	2953.34
2450000	-14.1589	213.0068	-68979.73919759892	0.000741874	273.500683	0.3192730572636311	0.18174879687649786	0.18522109780330984	0.31375704805656107	1.915213	0.818024	0.003668781723047034	0.003668781723047034	8	8	11760	46	2793.3
2455000	-18.1831	249.2546	-68989.60506302764	0.000738111	374.10512	0.3138470194796717	0.18739029952214456	0.18391905301927236	0.31484362797891136	1.731222	0.776967	0.0031693896715425944	0.0031693896715425944	10	11	14018	45	2868.62
2460000	-10.8672	240.2074	-69009.65972555961	0.000554956	191.207446	0.3181694679147824	0.18440769859473766	0.18005230246832332	0.3173705310221567	1.963842	0.882221	0.0035457423894535356	0.0035457423894535356	9	10	14589	48	2906.98
2465000	-9.2335	207.0661	-68992.09739964113	0.000653327	150.365286	0.3164456387166454	0.18277488120889904	0.18350168655641502	0.3172777935180406	1.996713	1.173594	0.0032608145124852837	0.0032608145124852837	8	8	11345	48	2915.45
2470000	-7.6962	187.9541	-68984.8155890374	0.000496938	111.931904	0.31601416102889085	0.1853594459468071	0.18762146262202864	0.3110049304022733	2.665729	0.842542	0.00273844696875846	0.00273844696875846	6	6	12462	40	2930.83
2475000	-12.5817	224.5568	-68992.25681654311	0.000696428	234.070837	0.32100882083204124	0.18213396728571582	0.18488427748577912	0.3119729343964638	1.692193	0.824762	0.0036353282620201306	0.0036353282620201306	9	9	12080	47	2862.05
2480000	-8.7294	210.0482	-68992.53868985821	0.000795718	137.763698	0.318053947674444	0.18186802060527163	0.1838088679617853	0.31626916375849906	1.746493	0.784555	0.003215526706406852	0.003215526706406852	8	8	10632	45	2936.0
2485000	-13.4946	214.2258	-68989.90616537194	0.000565527	256.894276	0.31599973360307704	0.18333749914928266	0.18499647098412783	0.31566629626351245	2.265668	0.865218	0.002891112278220767	0.002891112278220767	8	8	13797	50	2844.14
2490000	-11.6346	201.8103	-69011.25423372045	0.000695619	210.392921	0.3164981950156503	0.18440703174736778	0.18283926029353717	0.31625551294344484	2.09213	1.039188	0.0026959579809586872	0.0026959579809586872	7	7	13015	39	2865.33
2495000	-12.0976	245.8258	-68988.89481921893	0.000482666	221.968168	0.31879404730396005	0.18116749639394775	0.18557503263642716	0.314463423665665	1.546978	0.802421	0.00408689897491137	0.00408689897491137	10	11	13048	48	2804.26
2500000	-8.8454	229.5854	-68990.36451856952	0.000560018	140.661954	0.3161878499669216	0.1827799284852544	0.18637522756149502	0.31465699398632907	2.0051	0.902324	0.0042181723492984114	0.003105348708564862	8	10	12156	48	2974.42
2505000	-7.2615	232.4576	-68996.2429019701	0.000547309	101.065504	0.3150471104284517	0.1826010888844257	0.184028669797967	0.3183231308891557	1.491442	1.065201	0.0031702390992977506	0.0031702390992977506	9	10	13268	44	2832.86
2510000	-6.2762	198.7107	-68970.91485753842	0.00045373	76.432968	0.31675222045004464	0.1823324403937205	0.1859994065143232	0.3149159326419116	2.078731	0.850812	0.00310085822006328	0.00310085822006328	6	7	11134	39	2865.33
2515000	-9.9392	199.0357	-68999.78235270898	0.000528122	168.007618	0.3162025965054005	0.1852308675397818	0.18384303081038808	0.31472350514442954	2.197656	1.003002	0.0026434392724407865	0.0026434392724407865	7	7	12674	44	2878.53
2520000	-12.7859	222.475	-69005.88580150074	0.000802514	239.175843	0.3158557710709335	0.18297101308266145	0.1851825128946095	0.3159907029517956	1.87024	0.898489	0.002943171131857336	0.002943171131857336	8	9	14975	48	2912.06
2525000	-8.1345	184.3976	-69010.81803317848	0.00089726	122.889602	0.3186320333274618	0.18096911095461438	0.18611554355126952	0.31428331216665417	1.991546	1.033468	0.0034370162088791937	0.0034370162088791937	6	6	11157	40	2744.24
2530000	-9.9577	200.482	-68966.57548753204	0.000546642	168.471448	0.31431598179189196	0.184667526153952	0.18256851345766617	0.31844797859648993	1.56517	0.942006	0.0030817650745717036	0.0030817650745717036	7	7	11433	42	2785.52
2535000	-6.8616	198.3645	-69030.60232825743	0.000659136	91.068956	0.31936663251308334	0.18196044866877198	0.182368209934814	0.3163047088833308	2.525089	0.872196	0.0028397340472195954	0.0028397340472195954	7	7	12219	37	2939.45
2540000	-13.2522	212.6036	-69018.58906756759	0.000703528	250.832829	0.31526161333827973	0.18429588589873572	0.1818415057202317	0.31860099504275297	2.110067	1.101575	0.0030409791994619978	0.0030409791994619978	7	8	15530	37	2944.64
2545000	-7.358	196.7861	-68995.62592059778	0.00066199	103.478173	0.3185379790369591	0.18323998233649025	0.182545169646265	0.3156768689802856	1.849226	1.323384	0.003593059982772088	0.003593059982772088	7	7	9384	42	2802.69
2550000	-14.2754	275.542	-68990.806170619	0.000626696	276.41376	0.3185173148841547	0.18189911948347967	0.18485830670588568	0.3147252589264799	1.938523	1.193176	0.002880775442736241	0.002880775442736241	10	13	12987	46	2868.62
2555000	-7.4106	203.7089	-69006.65472028528	0.000601603	104.792405	0.31317731795462656	0.1807600329582312	0.18992228253829282	0.31614036654884947	1.962404	0.616682	0.003712177294791556	0.003712177294791556	8	8	12627	45	2724.8
2560000	-13.4975	227.9407	-68988.50743719004	0.000448137	256.964762	0.31812447650012016	0.18127615385781576	0.18376506737925874	0.3168343022628055	2.159167	0.735609	0.0038981777431523357	0.0038981777431523357	9	9	12422	45	2836.07
2565000	-8.7157	233.2046	-68995.04532671411	0.000676173	137.421758	0.3137193275773968	0.18314817973747372	0.1844950571452295	0.3186374355399	2.324467	0.906372	0.003039977583228546	0.003039977583228546	9	10	13492	43	2885.17
2570000	-11.4508	220.7776	-68988.87880380685	0.000771596	205.798063	0.315103705258344	0.18183256843190823	0.1866019929332283	0.3164617333765196	2.262621	0.828547	0.0032882972334783264	0.0032882972334783264	9	9	10676	48	2951.59
2575000	-8.4698	247.1319	-68991.1651066348	0.00124311	131.272634	0.3159208423378006	0.1809511451350621	0.18547154610096656	0.31765646642617057	1.816548	1.001972	0.003491691095706752	0.003491691095706752	10	12	14926	47	2816.9
2580000	-13.8481	225.5999	-68990.53055781232	0.000803863	265.729789	0.31227885051683185	0.1835794709638841	0.18474329657349814	0.3193983819457859	1.825675	1.040538	0.0032300525013329315	0.0032300525013329315	8	9	14312	49	2847.38
2585000	-15.0037	202.0228	-69015.99033479381	0.000656723	294.621114	0.3147220958373862	0.1822999802256267	0.18604253112680866	0.31693539281017835	2.764499	0.77026	0.0029605144822865935	0.0029605144822865935	7	7	12581	39	2888.5
2590000	-11.4882	249.5386	-68994.58189502702	0.000681054	206.733591	0.3181833943343064	0.18342163865945937	0.18087280663728766	0.3175221603689465	1.797127	0.870149	0.002934434069604346	0.002934434069604346	10	11	13591	51	2790.18
2595000	-9.6601	200.3057	-68972.96766566088	0.000826155	161.031812	0.31867111093149353	0.18146046906483956	0.18379625992151116	0.3160721600821556	2.047111	1.272017	0.002632942978474262	0.002632942978474262	7	7	11437	42	2920.56
2600000	-9.4868	227.3382	-68990.3408559497	0.000579312	156.697041	0.3156152010851149	0.18381810368732465	0.18584787313822726	0.3147188220893332	1.929145	1.059449	0.002921018724036266	0.002921018724036266	9	9	12610	45	2910.36
2605000	-13.3982	282.5555	-68992.94739377627	0.00038031	254.482117	0.315300498744212	0.18300011868138968	0.1878068994096919	0.31389248316470647	1.720214	1.693703	0.0031529846961152533	0.0031529846961152533	12	13	15092	51	2858.78
2610000	-9.1848	230.2466	-68998.64348193351	0.000788596	149.148438	0.31505774185136287	0.18516600191758653	0.18568028787299037	0.3140959683580601	2.252659	1.201889	0.0038171596274167935	0.0038171596274167935	9	10	11699	46	2923.98
2615000	-10.9324	209.8897	-69004.51395206238	0.000604155	192.83849	0.31258142988839177	0.1830937949489769	0.18787843709482296	0.3164463380678084	1.525104	0.670093	0.0029155637312267345	0.0029155637312267345	8	8	11857	46	2783.96
2620000	-13.8232	226.4563	-68996.05334167836	0.000620824	265.108863	0.3190756763808017	0.1844254150658894	0.18331582008655026	0.31318308846675874	1.849185	1.040094	0.0032390939360099295	0.0032390939360099295	9	9	13097	46	2826.46
2625000	-11.8969	226.6288	-68992.72401089541	0.00061861	216.951596	0.317962895775739	0.1856649894912514	0.18365788863636437	0.31271422609664534	1.937616	0.766659	0.0031109306128588076	0.0031109306128588076	9	9	13670	49	2850.63
2630000	-10.5457	222.2926	-68989.0573373354	0.000948895	183.169356	0.3191363124358506	0.18227900108413997	0.18589217616204468	0.31269251031796474	1.842574	0.973909	0.004426591659693433	0.004426591659693433	9	9	14402	50	2852.25
2635000	-10.4544	196.6583	-68979.96326781301	0.000812329	180.887734	0.3161962532369589	0.18572548949055553	0.18445113790758197	0.3136271193649037	2.28948	0.80742	0.0038689268730248234	0.0038689268730248234	7	7	10547	39	2821.67
2640000	-8.8654	199.7659	-69015.18858921339	0.000581413	141.163384	0.3131754140272476	0.18161603354218342	0.1865419895004815	0.31866656293008744	1.849293	1.22536	0.0035053308837496512	0.0035053308837496512	7	7	10023	38	2886.84
2645000	-6.8395	193.9342	-68967.49581021677	0.000476726	90.514849	0.314902281736609	0.1853167008633147	0.18420808178880227	0.315572935611274	2.226948	0.950905	0.002830041288750168	0.002830041288750168	7	7	11627	42	2765.49
2650000	-12.453	191.2969	-69016.43715022958	0.000688268	230.853852	0.3135570736146487	0.1807826209497537	0.187106445707847	0.31855385972775047	1.862484	0.819865	0.002724183347333161	0.002724183347333161	6	6	11575	37	2912.06
2655000	-12.4414	217.6011	-68993.88751643243	0.000495954	230.56221	0.3183674567803515	0.18458934227233137	0.18237487339413122	0.31466832755318586	2.018919	1.013656	0.003439995069553757	0.003439995069553757	7	8	14072	44	2797.99
2660000	-7.4566	199.5829	-69020.15461608744	0.000537926	105.942268	0.3138014310765738	0.18478072314553706	0.18763736556875582	0.3137804802091332	2.330614	0.889222	0.002549163922545268	0.002549163922545268	7	7	12340	38	2812.15
2665000	-10.5889	260.8055	-68985.85278936231	0.000464082	184.250319	0.31448933635495635	0.18437546849174286	0.18651124926627013	0.31462394588703063	1.730341	0.944814	0.0032489876938259403	0.002670823878376682	11	12	14275	52	2847.38
2670000	-9.9336	223.9109	-68971.42020618814	0.000827574	167.867706	0.3188815762321501	0.18183734176160202	0.1841152915204281	0.3151657904858198	2.001742	0.883824	0.002885077837361154	0.002885077837361154	7	9	13117	43	2829.65
2675000	-11.7797	193.0403	-68979.5787212964	0.000537674	214.021165	0.3130513612614757	0.1840861181361068	0.18487010190521652	0.31799241869720096	2.283936	0.708739	0.0029937045440697452	0.0029937045440697452	6	6	11295	39	2885.17
2680000	-8.6194	220.927	-68981.59184889085	0.000743045	135.013546	0.3151319599912894	0.18181947195864143	0.18689700583636396	0.3161515622137051	2.459502	0.996667	0.0032558653957456157	0.0032558653957456157	9	9	14668	50	2860.41
2685000	-9.7155	235.0741	-69010.94929184669	0.000511574	162.416563	0.3158756847538645	0.18393792827303318	0.18462757045028239	0.3155588165228199	2.101867	0.725111	0.0028855534198086842	0.0028855534198086842	8	10	13421	41	2855.51
2690000	-7.7498	188.7751	-69009.81066868783	0.000384588	113.274292	0.3151090241099183	0.18303087452116265	0.18533246469514147	0.3165276366737777	2.088332	1.02454	0.003454528462994964	0.003454528462994964	6	6	11173	39	2878.53
2695000	-9.5942	211.2194	-68975.56738098022	0.000747814	159.381861	0.31661892596876295	0.18490564019212472	0.1824583696816234	0.3160170641574889	1.613121	1.176562	0.0028339697538292794	0.0028339697538292794	8	8	13510	43	2759.38
2700000	-10.19	219.9765	-69003.07581330834	0.000508202	174.278226	0.3159548443002226	0.18114879335810868	0.18656447045233882	0.31633189188933	1.927202	1.196698	0.002782052491104145	0.002782052491104145	8	8	11725	40	2922.27
2705000	-13.5554	225.4798	-69003.25071087327	0.000742443	258.414118	0.31649805745921805	0.18087817105352128	0.18503867810494812	0.31758509338231244	2.238355	0.921247	0.003092522850807981	0.003092522850807981	9	9	14612	47	2847.38
2710000	-9.773	236.3434	-68992.80654358944	0.000531201	163.854317	0.3176177562359209	0.18214898340243016	0.18886368710725934	0.3113695732543896	2.343499	1.087384	0.0033095844850742663	0.0033095844850742663	8	10	13375	45	2868.62
2715000	-10.8404	197.9117	-68999.51057016056	0.000999012	190.5374	0.3169410473660582	0.1840697811153274	0.185051403620992	0.3139377678976224	1.510788	1.123304	0.003169403078647796	0.003169403078647796	7	7	10813	46	2847.38
2720000	-7.1582	200.8731	-69015.1528337442	0.000643815	98.483189	0.31346228231874596	0.18291204817362872	0.1850629716224055	0.31856269788521985	1.853837	1.098813	0.0026361016834814013	0.0026361016834814013	7	7	13392	40	2858.78
2725000	-10.845	222.0497	-68993.0756348831	0.000739559	190.654251	0.31457272168311673	0.18328230421858457	0.18442816554238034	0.31771680855591833	1.986051	0.625302	0.0032573585242597165	0.0032573585242597165	9	9	12437	50	2917.15
2730000	-14.4591	217.1183	-69000.51277046169	0.00050454	281.006483	0.317166956881536	0.18211579275595832	0.18447401292084856	0.3162432374416571	2.193104	0.927113	0.0032929369508156317	0.0032929369508156317	7	8	11382	42	2880.18
2735000	-10.7267	199.4673	-69005.38578984464	0.000590503	187.695634	0.3180773745995896	0.1799941798247194	0.1854603154450923	0.31646813013059866	1.978187	1.095808	0.0031395916776867662	0.0031395916776867662	7	7	10576	41	2726.28
2740000	-12.6287	236.3242	-68999.59562722509	0.000803766	235.246243	0.3165017309533071	0.18390956281544898	0.18446383794294607	0.3151248682882978	2.10684	1.201426	0.003178614785579562	0.0030260482963837113	9	10	11545	46	2974.42
2745000	-6.6309	207.9118	-68997.37211518962	0.000667075	85.30167	0.31911455077402634	0.18176997009751228	0.1854139233238877	0.3137015558045736	2.181759	0.890331	0.0031572695566837597	0.0031572695566837597	8	8	13268	44	2759.38
2750000	-8.9516	197.3763	-69001.97664057527	0.000647518	143.316877	0.31744963263147996	0.18229559424517744	0.18695827653096858	0.3132964965923742	1.820269	0.849297	0.0031684734762929797	0.0031684734762929797	7	7	12361	43	2901.92
2755000	-11.1131	226.4697	-68984.84118301481	0.000936145	197.355018	0.3162503911026849	0.1832709850859379	0.18473976489938906	0.3157388589119882	1.671104	0.847811	0.004024553200415238	0.004024553200415238	9	10	14102	48	2799.55
2760000	-14.6039	241.5453	-68983.79720466086	0.000457503	284.624644	0.3153835449975414	0.1850151616209069	0.18791442954342924	0.31168686383812255	1.854195	0.865287	0.002935536696629553	0.002935536696629553	8	10	11644	47	2885.17
2765000	-7.9459	241.984	-68996.70862107247	0.000558994	118.175668	0.3139888346595127	0.18635329915759505	0.18101775090226604	0.31864011528062613	2.054502	0.890977	0.0032158070066648347	0.0032158070066648347	10	11	13050	54	2815.32
2770000	-14.603	237.1124	-68968.19484513739	0.000609842	284.602819	0.31442311621346	0.182736192758075	0.18621024886568205	0.316630442162783	2.098944	1.317129	0.0033776518502186092	0.0033776518502186092	9	10	13136	43	2820.08
2775000	-7.745	198.6456	-68970.46799680541	0.000606953	113.152419	0.32003632782178054	0.18361605814219056	0.18494825320741973	0.31139936082860914	2.1847	0.928797	0.003298866860308112	0.003298866860308112	7	7	11784	42	2888.5
2780000	-9.868	207.0573	-68987.34059176249	0.001043598	166.228967	0.31803797483011687	0.1811856959859952	0.1845786165595549	0.316197712624333	2.051104	1.203082	0.003027525166245354	0.003027525166245354	8	8	10987	45	2955.08
2785000	-10.3906	244.4452	-68970.89586830704	0.000877546	179.293285	0.31817854820251373	0.18276715641982139	0.18492398120369577	0.31413031417396914	1.879609	0.836668	0.0029603378551171385	0.0029603378551171385	10	11	13623	44	2871.91
2790000	-12.3515	214.4696	-68986.90876521633	0.000618283	228.315432	0.3177321110323324	0.18246383011419007	0.18598515723296813	0.31381890162050935	2.082024	0.885606	0.0029788645766433215	0.0029788645766433215	8	8	12906	46	2845.76
2795000	-8.2823	189.0734	-68971.90354417969	0.000590369	126.586007	0.3173911915170459	0.18217068141894047	0.18399589324570992	0.31644223381830366	2.240714	0.97645	0.0027074098617373165	0.0027074098617373165	6	6	8873	39	2908.67
2800000	-11.9297	225.4524	-68984.40523425843	0.000645335	217.770303	0.3140204396904477	0.1829441096047172	0.18480406564362603	0.31823138506120907	1.891444	0.93754	0.0029343078622380103	0.0029343078622380103	9	9	14286	49	2865.33
2805000	-9.3062	227.5013	-68985.87914753718	0.000588855	152.182802	0.3156135950148621	0.18262989857037576	0.18443486114325114	0.317321645271511	1.803831	0.971227	0.0032703862299217263	0.0032703862299217263	9	9	13140	47	2908.67
2810000	-10.5671	211.1893	-68988.9410855856	0.000627593	183.704722	0.3118884174492582	0.18508154296123647	0.1876004615604555	0.3154295780290497	1.858586	1.069797	0.003450204221786002	0.003450204221786002	8	8	13431	46	2881.84
2815000	-5.8808	179.6311	-68992.704771147	0.000973595	66.547075	0.3190964754663967	0.18271420276803552	0.1841892322050222	0.3140000895605456	1.875722	0.893553	0.003186972602101266	0.003186972602101266	6	6	11472	42	2900.23
2820000	-11.2657	224.0568	-68995.21734089618	0.000800696	201.171135	0.31671936510924026	0.18770317823736352	0.18234924023114107	0.31322821642225507	1.673705	0.69476	0.0031669573542017606	0.0031669573542017606	8	9	12791	45	2816.9
2825000	-9.9172	200.6416	-68973.70743910798	0.00068376	167.459223	0.3175730704857063	0.18187254734487088	0.18465448937244022	0.3158998927969827	2.054498	1.194795	0.003093886762330679	0.003093886762330679	7	7	10955	42	2883.51
2830000	-7.3041	214.66	-68967.129843165	0.000428601	102.131557	0.3155000763234808	0.18339423040481087	0.18710581307699276	0.31399988019471553	1.887339	0.878697	0.0028348649337009736	0.0028348649337009736	7	8	11408	42	2732.24
2835000	-9.6535	234.5144	-68996.30539193457	0.000457865	160.865796	0.31806393907625835	0.18323098474256927	0.1842111832308332	0.31449389295033914	2.163192	0.719256	0.0028897238458093664	0.0028897238458093664	10	10	14481	48	2836.07
2840000	-7.6325	219.5888	-68997.21212304196	0.00067783	110.341301	0.3168583544996148	0.18369701805281224	0.18149838276874525	0.31794624467882787	1.85875	1.290501	0.003227041335332972	0.003227041335332972	9	9	12702	49	2913.75
2845000	-6.0583	198.2203	-69009.16991883368	0.000551434	70.98537	0.31643799008494217	0.18602044930755196	0.1813225662173685	0.3162189943901373	1.920578	0.649463	0.002635823028074375	0.002635823028074375	7	7	9583	44	2762.43
2850000	-9.267	227.0141	-68976.61653743841	0.000567853	151.204197	0.3158435728383703	0.18111329583312427	0.18919842914939755	0.31384470217910787	2.250389	1.238511	0.00347575476787095	0.00347575476787095	9	9	12467	41	2832.86
2855000	-11.7696	203.1048	-69005.86305935157	0.000578571	213.768698	0.3163794655178425	0.18438192136034703	0.1847043474085339	0.3145342657132765	2.696781	1.137728	0.0031074466502527707	0.0031074466502527707	7	7	11636	43	2853.88
2860000	-9.7057	220.5592	-68985.23134620805	0.000823994	162.17019	0.3158118244894081	0.181354116031129	0.1869104271020892	0.31592363237737375	1.796565	1.13241	0.0028441931065355747	0.0028441931065355747	9	9	14795	45	2868.62
2865000	-11.3031	236.0917	-68979.33234386014	0.000673593	202.106394	0.3150817105613366	0.18203233053290832	0.18439535201252436	0.3184906068932308	1.685009	0.987394	0.0032312539339321793	0.0032312539339321793	9	10	12785	40	2720.35
2870000	-8.8355	200.7295	-69011.81553570161	0.0007246	140.415031	0.3127841528129479	0.18241349488443762	0.1896357605110414	0.31516659179157297	2.228245	1.155102	0.0030536264890004506	0.0030536264890004506	7	7	10129	44	2930.83
2875000	-13.2221	235.3649	-68998.20200767888	0.000596959	250.081038	0.3132719122873001	0.1840110534077747	0.18645505241736832	0.3162619818875569	1.974087	0.951908	0.003803369036266356	0.003803369036266356	9	10	13598	47	2868.62
2880000	-10.4654	217.4692	-68996.67332488448	0.000591636	181.162842	0.3149026234271641	0.18463114000842507	0.188086414851985	0.3123798217124258	1.877894	0.940854	0.002760987742395532	0.002760987742395532	8	8	12853	46	2903.6
2885000	-12.9355	232.2068	-68994.38668687847	0.000493722	242.915263	0.3139376010384988	0.18444249926933473	0.18377199175095732	0.3178479079412092	2.118168	0.957844	0.0029543645736129264	0.0029543645736129264	10	10	13068	48	2855.51
2890000	-19.2214	291.0639	-68992.7484625552	0.000568779	400.062019	0.31815567278065576	0.18515951149709187	0.185674445614207	0.3110103701080454	2.158636	0.745616	0.002621812344857047	0.002621812344857047	11	14	14740	50	2883.51
2895000	-17.8489	295.7142	-68990.8507794098	0.000525983	365.750482	0.31535265555977104	0.18836173246268692	0.1834368915500425	0.31284872042749956	1.974476	1.165313	0.005578777744576347	0.005578777744576347	12	15	19268	53	2791.74
2900000	-14.9316	194.9563	-68974.22730025384	0.000846124	292.81919	0.3166773517870367	0.18377634444107543	0.18418847747343783	0.31535782629845005	2.020155	0.9376	0.0030614078546477093	0.0030614078546477093	6	7	10980	39	2765.49
2905000	-10.0486	226.9373	-68980.45015677015	0.000955173	170.742411	0.3194672697099766	0.1834877946900593	0.1821951394412669	0.3148497961586972	1.87327	0.788707	0.0036927284392070086	0.0035101559153423896	8	10	12845	40	2842.52
2910000	-13.9777	258.5312	-68999.51533653098	0.000721668	268.970422	0.3148000873315967	0.18496458522324605	0.1851857757462811	0.31504955169887616	2.767073	0.943331	0.00314774266979251	0.00314774266979251	11	12	12707	48	2698.33
2915000	-13.6176	227.5525	-68981.04465832311	0.000571064	259.96803	0.3168343714110835	0.18258008260658293	0.18440312908531445	0.31618241689701915	2.175793	0.870204	0.0030263538989474116	0.0030263538989474116	8	9	10960	39	2723.31
2920000	-12.8649	248.1989	-68998.7625401352	0.000792507	241.150783	0.31652213737049134	0.1835191192976311	0.1866382210063526	0.3133205223255248	1.970017	0.935093	0.0030958969883514934	0.0030958969883514934	9	11	12576	45	2796.42
2925000	-10.1019	215.4116	-68976.89975953582	0.00093438	172.074647	0.31565510921973833	0.18424916689563034	0.18415765775640408	0.3159380661282272	2.516091	1.080006	0.007352507597476851	0.0028820511906003485	7	9	12440	40	2767.02
2930000	-9.6107	208.7736	-69006.4712566076	0.000758749	159.794613	0.3177915567167875	0.18398855956056723	0.18047158979813974	0.31774829392450543	1.544308	1.543845	0.0031429954177229426	0.0031429954177229426	8	8	11509	46	2801.12
2935000	-13.9868	210.5589	-69001.66557084354	0.000788168	269.199353	0.31524378951885085	0.18375163547839996	0.18374802356642453	0.31725655143632475	1.782757	0.741902	0.003420643964363604	0.003420643964363604	8	8	10697	39	2735.23
2940000	-8.8674	217.5105	-68996.81278553704	0.000844105	141.212802	0.3195173896103298	0.18229559016308874	0.18591854656177087	0.3122684736648105	1.876345	0.755078	0.004811473230918315	0.003553466212982298	8	9	13109	44	2810.57
2945000	-8.5566	197.7978	-68977.94527748047	0.000782953	133.443478	0.3163327780276254	0.1839212554661971	0.18290318970630315	0.31684277679987455	2.397154	0.652047	0.0036881781175468666	0.0036881781175468666	6	7	9241	39	2845.76
2950000	-10.8204	216.4121	-68977.13375824837	0.00056378	190.038411	0.322787000050121	0.18250571216974235	0.18015007420535203	0.3145572135747847	2.361351	1.207096	0.003058934526718043	0.003058934526718043	7	8	12657	40	2922.27
2955000	-13.4813	238.7436	-68988.21073752729	0.000585081	256.560645	0.31774895745823206	0.18335339261745165	0.18342916052604027	0.3154684893982759	2.357794	0.806759	0.0036099573954478763	0.0036099573954478763	10	10	16928	51	2905.29
2960000	-11.1201	235.0802	-68989.17413708504	0.000570143	197.530679	0.3138867141495051	0.18363346638204123	0.18655610411436793	0.3159237153540857	1.579076	1.228182	0.003509220429241642	0.003509220429241642	10	10	13047	50	2891.84
2965000	-12.2184	211.9485	-69003.72892115	0.000682806	224.987922	0.3136677246328822	0.18255394239654246	0.18462511432769624	0.31915321864287904	1.799315	1.826727	0.0030322185501962928	0.0030322185501962928	8	8	15396	44	2774.69
