State 	ExpPrior[ RecRate ]	Coalescent	dataLikelihood	popSize	RecRate	Kappa	root.height	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
1030000	-4.4521	67.5039	-4001.320648490789	0.0443158	30.831359	1.969643	0.040617047683837525	0.040617047683837525	4	8	666	18	30303.03
1031000	-4.5212	48.4025	-4001.493136046261	0.0359936	32.557389	2.099624	0.046508530721197594	0.046508530721197594	4	5	638	20	28571.43
1032000	-4.0403	39.1987	-4011.4938803840396	0.01477621	20.535855	1.76865	0.037202881471519324	0.037202881471519324	2	3	585	15	28571.43
1033000	-4.3346	32.911	-4004.0463873093167	0.02901386	27.892139	3.040501	0.03509054990060852	0.03509054990060852	2	2	537	16	28571.43
1034000	-3.8861	49.7767	-4001.757317392052	0.01594992	16.679626	2.419303	0.05724243894090187	0.041547244415448756	3	5	573	15	29411.76
1035000	-3.594	46.0832	-4001.6285823179187	0.0336799	9.377854	1.782537	0.06613090792342513	0.06613090792342513	4	5	685	17	32258.06
1036000	-4.9765	80.1139	-4005.7726008559393	0.02595651	43.940353	3.137041	0.04716676874290871	0.04716676874290871	7	9	682	18	31250.0
1037000	-3.8113	33.6585	-4006.168143039833	0.0323316	14.8094	2.348648	0.03649460048705501	0.03649460048705501	2	2	464	15	30303.03
1038000	-3.6354	45.1958	-4002.376793293266	0.0351199	10.414116	2.428048	0.036269919016945776	0.036269919016945776	4	4	680	18	28571.43
1039000	-4.1902	38.7268	-4006.5575780285826	0.02245339	24.283475	1.88364	0.04272168839288559	0.04272168839288559	2	3	537	16	27777.78
1040000	-4.5452	49.985	-4008.3897548923765	0.03132895	33.15919	1.944332	0.05826667633713874	0.04671444511290738	5	5	602	16	29411.76
1041000	-5.771	57.0484	-4005.090163482426	0.02387205	63.802825	3.47451	0.043913432706512365	0.043913432706512365	3	6	539	16	29411.76
1042000	-3.6344	32.2404	-4006.2464455052677	0.0331526	10.388615	2.134137	0.046037080841932726	0.046037080841932726	2	2	541	16	28571.43
1043000	-3.9304	33.7721	-4002.254137262889	0.02841969	17.789243	2.307972	0.04276228582373006	0.04276228582373006	2	2	542	16	29411.76
1044000	-3.5463	38.0527	-4004.1375372654793	0.02164689	8.185121	3.28918	0.04200420680421899	0.04200420680421899	3	3	539	16	31250.0
1045000	-4.8102	42.3185	-4000.3981531564705	0.0420677	39.783924	2.273073	0.04528079905477441	0.03714331048815677	2	4	537	16	29411.76
1046000	-4.387	42.2713	-4006.535546091717	0.02810183	29.203948	2.994774	0.050666002974806855	0.050666002974806855	3	4	544	15	32258.06
1047000	-3.6333	32.5917	-4004.211540206078	0.03022259	10.360825	1.983465	0.04038269753387774	0.04038269753387774	2	2	571	15	28571.43
1048000	-4.6122	53.0304	-4005.0155469202505	0.02520499	34.833551	2.457168	0.03837527418613827	0.03837527418613827	3	5	788	17	26315.79
1049000	-4.7668	60.3307	-4001.6382598547034	0.02503325	38.698653	2.623584	0.03900309998181883	0.03900309998181883	4	6	769	22	27777.78
1050000	-4.9803	61.373	-4004.991931427605	0.0320105	44.036233	2.465135	0.038167502796682164	0.038167502796682164	6	7	784	20	30303.03
1051000	-5.3506	32.7739	-4005.6852365299264	0.02293006	53.292572	2.503048	0.036238028735601925	0.036238028735601925	2	2	542	16	29411.76
1052000	-3.4683	32.9748	-4008.0395558113078	0.0323074	6.235921	2.921182	0.04905036048041911	0.04905036048041911	2	2	542	16	28571.43
1053000	-3.8547	43.955	-4006.478599104362	0.02549731	15.895516	1.937666	0.09150280201017338	0.03712389542337904	3	4	574	15	29411.76
1054000	-3.8984	39.922	-4002.915798683669	0.0409123	16.988198	2.781637	0.06827049704476525	0.04552749905495928	3	4	537	16	28571.43
1055000	-3.7233	43.6332	-3998.5915809677713	0.02933094	12.609704	2.190854	0.044224242732440217	0.044224242732440217	3	4	661	18	29411.76
1056000	-4.8179	55.701	-4004.675718140457	0.02414848	39.976548	2.432327	0.038454286913863	0.038454286913863	4	5	770	21	29411.76
1057000	-3.7462	60.4229	-3998.476607183593	0.0399805	13.184222	2.566539	0.04968387901869374	0.045987084965227895	4	8	790	21	32258.06
1058000	-3.9699	34.6122	-4002.9961387774115	0.01571019	18.775287	2.475314	0.03933104120225797	0.03933104120225797	2	2	574	15	27777.78
1059000	-3.5141	44.5817	-4002.7975312513045	0.02688592	7.380764	2.792505	0.053333390895598756	0.053333390895598756	3	4	686	17	31250.0
1060000	-4.7167	51.7341	-4003.4458014564275	0.0344854	37.446231	3.260989	0.03950863055982502	0.03950863055982502	4	5	540	16	27027.03
1061000	-4.3823	45.412	-4005.903386929912	0.01376824	29.085148	2.037883	0.036701878053520626	0.036701878053520626	4	4	662	18	28571.43
1062000	-4.0069	55.8034	-4004.9896872148356	0.0328498	19.70038	1.903697	0.042285884381980145	0.042285884381980145	5	6	791	19	30303.03
1063000	-3.6851	42.6086	-4003.2254531707517	0.02389235	11.655574	3.293925	0.059601440997566375	0.059601440997566375	4	4	564	17	29411.76
1064000	-3.9925	43.4901	-4005.4050807106387	0.0191936	19.340906	2.773443	0.03937638547360612	0.03937638547360612	2	4	541	15	30303.03
1065000	-4.2813	42.8839	-4002.8007982558497	0.04554	26.559649	2.399056	0.04349225008742799	0.04349225008742799	2	4	571	15	30303.03
1066000	-3.859	48.7504	-4003.593359300333	0.042136	16.003525	1.956523	0.040756879540399304	0.040756879540399304	5	5	846	26	25000.0
1067000	-3.7253	41.5131	-4006.0746600593397	0.02095701	12.659696	2.178361	0.03878543902937519	0.03878543902937519	3	3	692	16	27027.03
1068000	-4.2739	54.1003	-4003.16918780199	0.01828536	26.374754	3.058705	0.06275197892291234	0.04102673715037226	3	6	682	17	28571.43
1069000	-3.7444	61.4667	-3999.799909406418	0.03109257	13.138123	2.336502	0.0710601718844152	0.0401048937979222	5	8	810	20	37037.04
1070000	-3.9371	47.9399	-4003.8322032488954	0.0471341	17.954378	2.345915	0.09350644277779349	0.04388548268308825	3	6	666	18	34482.76
1071000	-4.4644	74.2862	-4000.9514799811554	0.0394559	31.139068	2.615889	0.09394007479651856	0.04697836420669991	6	11	689	17	37037.04
1072000	-4.3159	91.1913	-4002.3666047428833	0.01865721	27.42621	2.30976	0.11002822291250461	0.0434951132318754	7	12	665	20	30303.03
1073000	-4.7148	108.7881	-4001.216443665752	0.02097587	37.399152	2.362314	0.11164249122828229	0.038170629194860424	11	15	1035	22	33333.33
1074000	-4.164	92.5893	-4000.308662329473	0.02147738	23.628634	2.661881	0.11980157350179715	0.03723280022156592	9	13	535	16	35714.29
1075000	-4.3107	95.9164	-4001.5094126814865	0.0337581	27.295793	1.796118	0.14570059282840256	0.06543730136007127	5	15	857	17	41666.67
1076000	-5.2942	127.6901	-4004.1708399612075	0.0298774	51.882531	2.583626	0.09635542628357613	0.0841348574098862	8	19	810	19	35714.29
1077000	-5.6289	145.2924	-3999.634331392264	0.02646979	60.251704	2.599346	0.10579985913993034	0.03756996736265811	7	22	808	21	33333.33
1078000	-4.9792	150.6207	-4003.3859081687337	0.02965982	44.007384	2.106264	0.10858044273225562	0.04869360825562147	10	23	957	20	33333.33
1079000	-5.1512	114.554	-3998.93375192709	0.03147105	48.307684	2.228648	0.11177233363936229	0.04709458146922053	11	16	679	17	31250.0
1080000	-4.5543	68.7396	-4000.036165528917	0.01720877	33.385937	2.273051	0.043830328688679976	0.043830328688679976	7	7	849	27	31250.0
1081000	-4.2366	59.553	-4001.875829725394	0.0334412	25.441924	1.883338	0.06597683740046352	0.06597683740046352	4	7	680	17	25000.0
1082000	-3.6126	41.1969	-4003.213713139121	0.0375155	9.84388	2.300807	0.03921710709463989	0.03921710709463989	2	4	538	16	34482.76
1083000	-3.8045	41.2802	-3999.737842531523	0.0413195	14.641152	2.389003	0.045726506077499285	0.04420116893352722	3	4	537	16	27027.03
1084000	-3.6699	43.3851	-4009.2569671762603	0.0349605	11.275635	3.757022	0.03830591718798485	0.03830591718798485	4	4	540	16	30303.03
1085000	-3.9393	69.2856	-4001.350818322572	0.01187636	18.009505	2.189532	0.03914596014942202	0.03914596014942202	3	8	502	15	28571.43
1086000	-4.2874	54.8165	-4002.892194739343	0.02405031	26.713363	2.284505	0.03349224733699243	0.03349224733699243	5	5	683	17	32258.06
1087000	-4.0259	61.4885	-4003.6721322627955	0.0345032	20.176065	1.707796	0.06230745777752849	0.03211079176699628	5	7	538	16	29411.76
1088000	-4.7267	50.4721	-4008.133925488485	0.0370624	37.695203	1.667154	0.06610597572863425	0.038070829394097706	5	6	656	18	31250.0
1089000	-3.4466	33.5179	-4000.4995385643188	0.02686962	5.692385	2.357983	0.04076211348791854	0.04076211348791854	2	2	540	16	32258.06
1090000	-4.8136	39.8142	-4000.6792775521935	0.0439632	39.867483	2.343546	0.046100229496359994	0.03964480359920316	2	4	538	16	29411.76
1091000	-3.5925	34.5595	-4000.758258061115	0.02210076	9.339496	2.335863	0.03998295229213715	0.03998295229213715	2	2	540	16	29411.76
1092000	-3.9463	34.9501	-4000.253786509018	0.01658101	18.186535	2.526403	0.03705429296812928	0.03705429296812928	2	2	537	16	27777.78
1093000	-4.3061	32.8617	-4005.876084547863	0.0349439	27.179427	2.286104	0.04190233458444765	0.04190233458444765	2	2	489	16	27777.78
1094000	-3.7327	39.3601	-4003.6595681436424	0.0355897	12.84604	2.181008	0.038867869828349215	0.038867869828349215	3	3	680	17	30303.03
1095000	-4.4441	36.2631	-4004.6080306982294	0.0353113	30.63092	1.973167	0.041132828434931996	0.041132828434931996	2	3	537	16	29411.76
1096000	-4.1543	42.4357	-4009.5337173764738	0.02109042	23.38572	2.474943	0.06825078445147482	0.06825078445147482	4	4	688	17	31250.0
1097000	-4.1967	50.4	-4008.8210013871167	0.02556054	24.446601	2.378144	0.04827747459398848	0.04827747459398848	5	5	832	19	27777.78
1098000	-4.1448	44.1609	-4007.3719455707237	0.0226116	23.148862	3.041858	0.041176022032036755	0.041176022032036755	4	4	717	17	28571.43
1099000	-4.4816	64.5141	-4009.2028775941817	0.02510004	31.567377	2.654705	0.04660380741975532	0.04660380741975532	7	7	1216	19	30303.03
1100000	-4.2169	40.4491	-4001.983628574834	0.032006	24.950207	2.441878	0.06835456516707483	0.05276690788016232	4	4	689	17	28571.43
1101000	-4.3025	60.1629	-4003.8415529474405	0.01943621	27.091296	3.258542	0.047729911004819554	0.047729911004819554	5	6	828	18	32258.06
1102000	-3.5997	34.7033	-4007.1733599100307	0.02561115	9.520215	2.097423	0.034976792975529206	0.034976792975529206	2	2	542	15	28571.43
1103000	-3.9015	57.0543	-4004.036812149849	0.0382914	17.066046	2.435715	0.03844734629846091	0.03844734629846091	5	7	712	17	30303.03
1104000	-7.0332	61.8688	-4003.9019646029146	0.02209753	95.357963	2.284882	0.04354142799809005	0.04354142799809005	5	7	847	19	30303.03
1105000	-4.5667	43.3588	-4002.3620401679245	0.0356814	33.695845	2.471355	0.0450917256112474	0.0450917256112474	3	4	654	18	28571.43
1106000	-4.875	63.4183	-4001.4520816151353	0.02134053	41.402128	2.654221	0.04130582710408674	0.04130582710408674	5	7	801	20	27777.78
1107000	-4.9307	72.1827	-4002.4803524492	0.02245227	42.794836	2.681232	0.04857776184192488	0.040119398444486726	7	8	681	18	28571.43
1108000	-4.7143	57.5358	-4003.0720104724937	0.02231475	37.38513	2.161822	0.0755936892160066	0.04137737487563747	4	6	542	16	32258.06
1109000	-3.6656	43.8146	-4002.3903115617723	0.02923201	11.168012	2.581332	0.04231747168605838	0.04231747168605838	3	4	766	19	32258.06
1110000	-3.765	44.5534	-4015.0773951323245	0.02295094	13.652624	2.598018	0.04437033860330564	0.04437033860330564	2	4	571	15	27777.78
1111000	-4.1253	46.548	-4002.966928654083	0.0251632	22.661418	2.069655	0.04497685965764035	0.04497685965764035	4	4	821	18	28571.43
1112000	-4.0619	46.5558	-4000.9181105443026	0.01593137	21.076615	2.394133	0.03943006271686836	0.03943006271686836	4	4	542	16	33333.33
1113000	-5.1255	45.4663	-4002.2829777701922	0.01616732	47.666664	1.844182	0.037982692522741855	0.037982692522741855	3	4	657	19	29411.76
1114000	-4.0368	30.9522	-4003.9140312251084	0.0540593	20.448063	3.027258	0.03827214560946734	0.03827214560946734	2	2	428	15	27777.78
1115000	-3.8675	41.0193	-4007.229084573512	0.02345975	16.215479	2.962554	0.043481219364393295	0.043481219364393295	3	3	697	16	32258.06
1116000	-4.7044	63.3207	-4002.891078004515	0.02442281	37.138561	2.099218	0.05883104674560092	0.04193818720302971	4	7	957	20	29411.76
1117000	-4.4851	66.0746	-4005.499113647457	0.02069167	31.655361	2.870648	0.03781393414457659	0.03781393414457659	4	7	542	16	29411.76
1118000	-4.3592	44.7536	-4002.4998442990423	0.0149347	28.509021	2.648045	0.05906322255767451	0.045925810586651954	3	4	542	16	29411.76
1119000	-4.1419	39.6919	-4003.9736061355948	0.02936885	23.076631	2.757146	0.03751248393667257	0.03751248393667257	2	3	539	16	32258.06
1120000	-3.4585	32.6422	-4005.6717569487273	0.01398286	5.991339	2.727264	0.04157638830035847	0.04157638830035847	2	2	540	16	28571.43
1121000	-3.9857	38.7571	-4003.3806703681335	0.01864203	19.170769	2.593828	0.061509696828303206	0.061509696828303206	3	3	695	16	29411.76
1122000	-3.4971	33.6446	-4008.5982094871006	0.01983146	6.956672	2.381556	0.03739766259694516	0.03739766259694516	2	2	571	15	28571.43
1123000	-3.7935	35.0281	-4006.0875095448346	0.01907584	14.36533	2.000329	0.034013517886610084	0.034013517886610084	2	2	540	16	27777.78
1124000	-4.1458	33.3051	-4002.8478585128055	0.01887825	23.172964	2.17406	0.04767811167355609	0.04767811167355609	2	2	537	16	27027.03
1125000	-3.6382	40.5382	-4001.1679885809754	0.0164491	10.482037	2.431238	0.04095350292596506	0.04095350292596506	3	3	537	16	28571.43
1126000	-4.0337	40.2591	-4001.7275643734292	0.03045098	20.3707	2.344218	0.03553212177820434	0.03553212177820434	3	3	540	16	28571.43
1127000	-3.677	47.0216	-4003.9118862572095	0.01634893	11.45235	2.082799	0.0688436212163426	0.057099042531524105	3	4	684	17	28571.43
1128000	-3.5032	31.6377	-4002.334223879111	0.0320017	7.108233	2.641318	0.038172696535171906	0.038172696535171906	2	2	571	15	30303.03
1129000	-3.4688	41.0236	-4004.410873345182	0.01292054	6.249111	2.552982	0.0440850225753375	0.0440850225753375	3	4	537	16	28571.43
1130000	-3.6364	38.6356	-4003.4070433246134	0.02511208	10.436897	2.095942	0.04936798862262032	0.04936798862262032	3	3	689	17	30303.03
1131000	-4.6749	47.6801	-4005.220427488711	0.0398135	36.401733	2.801977	0.04512996668135702	0.04512996668135702	4	5	758	20	27027.03
1132000	-4.0002	46.2939	-4001.7169464696085	0.01900776	19.534305	2.205728	0.03464711484523549	0.03464711484523549	3	4	537	16	29411.76
1133000	-4.9277	43.1063	-4004.3984822350076	0.048308	42.721473	2.258916	0.038266674686331735	0.038266674686331735	3	4	571	15	31250.0
1134000	-5.1885	48.2521	-4007.8213065420596	0.0152633	49.241182	2.880781	0.03817312678808213	0.03817312678808213	3	4	682	16	31250.0
1135000	-4.4214	48.2339	-4005.47027845434	0.0374221	30.062569	2.878515	0.03969618138050662	0.03969618138050662	3	5	649	20	29411.76
1136000	-4.2478	40.0681	-4003.684553563893	0.01802383	25.722618	1.931489	0.041463049359358406	0.041463049359358406	3	3	743	16	27027.03
1137000	-5.2121	72.8604	-4006.240879169722	0.01714725	49.830346	2.570009	0.04434659033175095	0.04434659033175095	4	8	688	16	29411.76
1138000	-4.3551	65.062	-4006.0833280613424	0.01994973	28.405165	2.611305	0.049144067228673274	0.049144067228673274	4	7	626	19	28571.43
1139000	-4.6142	53.7754	-4002.9616862458042	0.01976947	34.88396	2.291319	0.044512101186903894	0.044512101186903894	5	5	726	17	30303.03
1140000	-4.5805	53.0398	-4002.429839708739	0.0297596	34.0404	1.920308	0.03738258472720374	0.03738258472720374	4	5	527	20	27777.78
1141000	-4.6252	63.7648	-4004.970995176409	0.03154974	35.158599	2.144766	0.048431313954956985	0.048431313954956985	7	7	836	18	28571.43
1142000	-5.8214	84.5336	-4006.1607105188605	0.01869987	65.062683	2.093755	0.04032992918261458	0.04032992918261458	6	10	539	16	31250.0
1143000	-4.5172	33.6631	-4008.0066744015076	0.02633543	32.458438	2.82208	0.03923878012208941	0.03923878012208941	2	2	542	16	28571.43
1144000	-3.8021	45.5406	-4007.8627155729864	0.02488434	14.579703	3.212247	0.04793229221975599	0.04793229221975599	4	4	693	16	28571.43
1145000	-3.8636	40.8824	-4006.20861422525	0.02465326	16.116933	3.576962	0.04058599575478759	0.04058599575478759	2	3	539	16	31250.0
1146000	-4.4399	35.9458	-4008.170664605431	0.0141266	30.525872	2.824991	0.06751552437081379	0.06751552437081379	3	3	682	17	30303.03
1147000	-4.3873	38.2077	-4010.5093065909055	0.02608856	29.210621	2.873604	0.03992338986655668	0.03992338986655668	3	3	686	17	27777.78
1148000	-4.3001	39.529	-4009.706077433474	0.01818688	27.029702	2.213753	0.03731807972730252	0.03731807972730252	2	3	571	15	25000.0
1149000	-5.1658	62.5922	-4004.211661512487	0.0335644	48.674128	2.854777	0.044592023997713386	0.044592023997713386	4	7	681	17	29411.76
1150000	-4.6689	49.1354	-4004.001476327468	0.01981067	36.250215	2.814859	0.03731192674972888	0.03731192674972888	3	4	545	15	30303.03
1151000	-4.6372	59.6022	-4007.772325551287	0.01503893	35.459179	2.386181	0.03992270445791521	0.03992270445791521	4	6	641	19	28571.43
1152000	-3.7905	40.3715	-4005.022900126698	0.01548058	14.290821	2.493211	0.03757202808026497	0.03757202808026497	3	3	674	18	29411.76
1153000	-4.6665	69.0721	-4005.750462104703	0.0354026	36.191829	2.612634	0.052216824141644795	0.04037353984820786	6	8	542	16	28571.43
1154000	-4.6435	82.1619	-4008.2219690413503	0.01730056	35.616454	2.220114	0.07611475484355114	0.04035093552321679	8	10	846	20	30303.03
1155000	-5.6121	119.3326	-4000.331203352701	0.01688044	59.831508	2.289009	0.08538369953065907	0.04609588908605804	8	15	959	27	32258.06
1156000	-4.4497	96.5754	-4004.8444268582234	0.03156385	30.76996	2.453968	0.10204863386351928	0.05246666646268414	5	14	798	20	30303.03
1157000	-4.0455	73.6643	-4006.2685921546445	0.01916754	20.665779	3.686849	0.0822565449152685	0.052259446271153864	6	9	825	20	31250.0
1158000	-4.0745	94.3113	-4002.93908335038	0.0336173	21.389755	2.677702	0.09915037822475453	0.04252719159045096	8	13	770	21	33333.33
1159000	-4.0994	40.6579	-4013.201968177277	0.02351507	22.012942	1.618118	0.06165639725352783	0.03558258827588332	2	3	537	16	28571.43
1160000	-3.7661	46.4563	-4003.7094267698913	0.02588142	13.681677	2.133663	0.048764229638522553	0.048764229638522553	2	4	537	16	28571.43
1161000	-4.3916	41.0495	-4001.9174041072993	0.0152742	29.318535	2.291518	0.04111540045323477	0.04111540045323477	3	3	662	18	29411.76
1162000	-5.6474	61.9782	-4001.7397328290967	0.02149957	60.713652	2.947718	0.04296982317219134	0.04296982317219134	5	7	941	20	33333.33
1163000	-4.0066	48.2926	-4004.2149623945693	0.0190556	19.693899	2.429696	0.05523620719843715	0.05523620719843715	5	5	841	18	33333.33
1164000	-3.6106	37.6488	-4008.1916935678837	0.01492716	9.792933	2.849772	0.041164022239557535	0.041164022239557535	3	3	679	21	29411.76
1165000	-4.0335	53.6877	-4002.890592079557	0.0378283	20.364837	2.625994	0.1440461199442399	0.03969908862344447	3	7	352	16	27777.78
1166000	-4.1997	81.2196	-4001.7169414325735	0.01927547	24.519801	2.300716	0.06656914161623138	0.05742707020613846	6	10	684	17	33333.33
1167000	-4.648	63.4678	-4004.490063507982	0.01798231	35.727959	2.575231	0.07652081699103863	0.05330770681520685	3	7	693	17	35714.29
1168000	-4.3416	64.644	-4010.74820032368	0.02761488	28.067399	2.057978	0.07542484884950719	0.035747567799719465	4	8	656	18	33333.33
1169000	-4.7417	72.8006	-4007.716693256187	0.01550702	38.070744	2.507788	0.06563074838248253	0.04012793841417526	7	9	743	18	34482.76
1170000	-3.8666	38.6336	-4009.5028837488526	0.02957667	16.192457	3.613347	0.04085660413403554	0.04085660413403554	2	3	538	16	35714.29
1171000	-4.2026	33.2865	-4004.41435274187	0.02626626	24.592526	2.305374	0.043582918152453465	0.043582918152453465	2	2	538	16	26315.79
1172000	-3.4004	33.2503	-4004.2473182663725	0.02501862	4.537128	1.977893	0.0396818452252516	0.0396818452252516	2	2	538	16	27777.78
1173000	-3.747	30.9422	-4005.532228479232	0.0379526	13.203111	2.779966	0.04538708484961906	0.04538708484961906	2	2	542	16	27777.78
1174000	-4.0836	63.2831	-4004.1392297987727	0.03024471	21.619353	2.795891	0.04276350210556491	0.04276350210556491	4	8	834	19	29411.76
1175000	-5.448	94.7288	-4001.908396106115	0.01368446	55.728295	1.864002	0.057788091996250235	0.04308214376049361	8	11	837	19	32258.06
1176000	-4.3989	117.2371	-4003.8594859385958	0.02062946	29.500481	2.074438	0.0778145141392455	0.0508947070579222	10	15	940	21	34482.76
1177000	-4.5103	80.4141	-4000.473372816481	0.01541888	32.28565	2.086808	0.08209346145652885	0.04097141410834208	9	10	960	19	32258.06
1178000	-4.9718	84.8035	-4010.510895026733	0.02460023	43.823673	2.391308	0.06593465685656508	0.05525702985945967	6	11	873	18	37037.04
1179000	-4.6557	97.1643	-4004.1139837659885	0.02603734	35.921492	2.407619	0.08667167346703523	0.0413993366855152	6	13	483	22	34482.76
1180000	-4.788	96.824	-4002.286374914063	0.01689914	39.226864	2.455068	0.07687660164169348	0.03548357097799417	8	12	713	17	31250.0
1181000	-5.107	55.5155	-4006.762831181809	0.01770094	47.202175	2.804346	0.04711480734078808	0.03595576089370207	2	6	542	15	31250.0
1182000	-5.2711	46.5031	-4006.8486689075507	0.0408137	51.304705	2.400224	0.033696013354083815	0.033696013354083815	3	5	598	16	28571.43
1183000	-4.7952	93.1234	-4004.627614607547	0.0335903	39.408231	2.221773	0.044335986215070795	0.0385220190829001	7	12	541	15	33333.33
1184000	-4.9159	60.1754	-4004.3816796541955	0.01426109	42.426626	2.412522	0.04790607670200467	0.04074815226927264	5	6	543	15	33333.33
1185000	-4.265	87.9377	-4005.721572659929	0.02945083	26.153405	2.375791	0.0780293159905943	0.04228011057175806	7	12	851	17	40000.0
1186000	-3.8123	44.6803	-4004.134409295063	0.0162711	14.834373	2.098279	0.06420981397838099	0.047359377471590046	3	4	739	16	35714.29
1187000	-5.4557	97.8922	-4000.75417568782	0.02346216	55.921647	2.096645	0.05122814691282349	0.04492401785829966	4	12	682	18	29411.76
1188000	-6.1596	122.0305	-4004.5809493738616	0.02615304	73.518502	2.6696	0.04917686840666791	0.04255829424929612	8	16	889	24	32258.06
1189000	-5.6661	87.3558	-4009.8364966263944	0.02615657	61.179514	2.794182	0.04232717104564727	0.04232717104564727	6	10	824	18	32258.06
1190000	-4.0903	36.1737	-4010.314143340596	0.02629321	21.784641	2.388018	0.04416734679501856	0.04416734679501856	2	3	596	15	30303.03
1191000	-5.3388	74.6982	-4011.7414455828452	0.02292106	52.997722	3.249343	0.04337635935850549	0.04337635935850549	6	8	987	24	28571.43
1192000	-4.3216	44.828	-4008.429897386918	0.0190063	27.568294	2.141236	0.04191578587046105	0.04191578587046105	3	4	541	16	29411.76
1193000	-4.2625	50.8086	-4005.049929856248	0.02558718	26.0895	1.926452	0.046594103665644114	0.03753469129584562	2	5	539	16	27027.03
1194000	-4.3429	65.2776	-4007.4891596164666	0.0340714	28.101078	2.091172	0.045093337936950535	0.037430264387761585	3	7	542	16	33333.33
1195000	-4.8798	74.9339	-4005.2937795424955	0.01517042	41.522852	1.976098	0.04498403386888379	0.04498403386888379	5	8	691	17	33333.33
1196000	-3.7908	38.5331	-4003.051526230038	0.0319645	14.299213	2.673039	0.0500760724420936	0.03709302969166417	3	3	649	16	29411.76
1197000	-4.1689	40.0866	-4007.186496108018	0.02607412	23.75022	2.347874	0.03637820573780165	0.03637820573780165	3	3	687	17	32258.06
1198000	-4.1079	46.2893	-4009.3499481509944	0.01711075	22.225825	2.720866	0.036884013025242995	0.036884013025242995	2	4	542	16	28571.43
1199000	-3.8141	60.0568	-4009.3980589164585	0.02829285	14.880228	3.249094	0.055251179405665964	0.055251179405665964	4	7	814	19	29411.76
1200000	-3.6714	40.6771	-4003.0312259804823	0.02461761	11.311963	2.098456	0.043807794799268815	0.043807794799268815	3	3	708	17	29411.76
1201000	-4.8022	42.9531	-4000.675848277383	0.02992562	39.582024	2.124624	0.039754727934935646	0.039754727934935646	3	4	651	18	29411.76
1202000	-3.9389	39.573	-4005.181328235137	0.01540979	18.000631	2.370332	0.03550248580809817	0.03550248580809817	3	3	539	16	27777.78
1203000	-3.4111	36.4308	-4003.6510551576957	0.0368358	4.806456	2.425884	0.04618165639900307	0.04618165639900307	3	3	688	17	26315.79
1204000	-3.86	46.4268	-4007.2395691743477	0.02446456	16.028919	2.01934	0.036034065021719706	0.036034065021719706	3	4	690	16	30303.03
1205000	-5.6506	48.9437	-4001.8332910285058	0.01721106	60.794106	2.10067	0.03705525752955838	0.03705525752955838	4	4	771	24	27027.03
1206000	-3.9622	73.0529	-4003.2348778452683	0.01477641	18.58298	1.790911	0.04186808604712547	0.04186808604712547	6	8	1066	24	27777.78
1207000	-6.2674	78.9645	-4002.7754053904914	0.0198351	76.214291	2.330172	0.04140322457083392	0.04140322457083392	8	9	775	20	27777.78
1208000	-3.6189	37.8165	-4004.2374209438367	0.02058199	10.001757	2.22424	0.03606390732140143	0.03606390732140143	2	3	542	16	28571.43
1209000	-3.8831	33.6574	-4001.793492864924	0.02686535	16.60661	1.954575	0.03999031596355846	0.03999031596355846	2	2	539	16	30303.03
1210000	-4.6354	89.5612	-4004.585148873981	0.02434232	35.41332	2.337889	0.08034418874754905	0.039240452132103594	6	12	837	18	37037.04
1211000	-5.8892	66.7867	-4002.825961749288	0.02159812	66.757807	2.368105	0.07730065390537247	0.03915981782659614	5	8	566	16	32258.06
1212000	-4.6885	84.829	-4003.628047138388	0.0304532	36.740884	2.647846	0.07338703553723898	0.0660684548012351	8	11	681	17	37037.04
1213000	-4.0098	72.98	-4004.2137749324784	0.02009468	19.773076	2.502666	0.11556892809104923	0.055897390898900126	6	10	825	19	32258.06
1214000	-4.8619	42.3264	-4003.294153241467	0.01618375	41.076577	2.54216	0.035847059000294154	0.035847059000294154	2	3	539	16	31250.0
1215000	-4.8444	37.1507	-4002.989138958643	0.0225146	40.638831	2.129283	0.039223573118530565	0.039223573118530565	3	3	684	17	30303.03
1216000	-4.0334	37.5721	-4005.076207457846	0.01924756	20.362788	2.227813	0.05486444210872089	0.0369503891023907	2	3	540	16	27027.03
1217000	-3.9424	51.9653	-4004.7318942676316	0.01699007	18.088359	2.511511	0.05410671037914691	0.05410671037914691	4	5	689	17	30303.03
1218000	-5.1302	77.2488	-4001.136719742626	0.02447035	47.783276	2.467497	0.05757794258627029	0.04280862512852326	4	9	539	16	32258.06
1219000	-3.4912	33.2351	-4005.157978227963	0.02969769	6.807516	2.756039	0.04307985623775512	0.04307985623775512	2	2	542	16	31250.0
1220000	-4.9777	82.3516	-4006.9815100233677	0.02532356	43.97047	2.45427	0.04016021614281791	0.04016021614281791	7	10	1090	24	29411.76
1221000	-5.1206	67.886	-4001.481256644815	0.02002321	47.542777	2.492703	0.03829994277109095	0.03829994277109095	4	7	681	17	29411.76
1222000	-4.6547	41.4576	-4002.2846704535973	0.045365	35.895336	2.288532	0.04053890246558087	0.04053890246558087	3	4	539	16	28571.43
1223000	-4.18	52.6174	-4004.311583652411	0.01963499	24.027552	2.014299	0.04275570214924519	0.04275570214924519	3	5	637	21	28571.43
1224000	-4.1171	70.9005	-4001.8884619118217	0.02483246	22.456498	2.42622	0.06307495985132365	0.04290012788838188	7	9	873	25	26315.79
