State 	ExpPrior[ RecRate ]	Coalescent	dataLikelihood	popSize	RecRate	Kappa	root.height	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
1000	-3.2716	3.3355	-4028.4124279559373	0.736572	1.31876	2.915831	0.035535379056756446	0.035535379056756446	2	2	606	15	116.31
2000	-3.2666	5.966	-4014.0658794514584	0.564216	1.192881	2.802375	0.03817208807443554	0.03817208807443554	2	2	580	15	5649.72
3000	-3.2607	3.7373	-4004.7928794090562	0.68717	1.045406	2.588971	0.039888774326109544	0.039888774326109544	2	2	540	16	5464.48
4000	-3.2656	6.0344	-4004.1153024913497	0.565594	1.16736	3.090413	0.0350775666721619	0.0350775666721619	2	2	537	16	4444.44
5000	-3.2628	10.4327	-4007.207430673845	0.36426	1.097318	2.929353	0.03864496527075614	0.03864496527075614	2	2	537	16	5181.35
6000	-3.2578	14.0949	-4004.552895134828	0.2465376	0.971938	2.583379	0.03968983127637416	0.03968983127637416	2	2	374	15	3676.47
7000	-3.2623	15.7365	-4000.110144285547	0.2143999	1.085056	2.449633	0.04509704842433926	0.04509704842433926	2	2	537	16	8849.56
8000	-3.2664	17.9981	-4000.1810034151517	0.1994736	1.186922	2.691402	0.07419780613749216	0.0402255714603931	2	3	537	16	14084.51
9000	-3.2677	19.9111	-4003.1276858340043	0.1433809	1.219541	2.465729	0.041703438762676744	0.041703438762676744	2	2	541	16	17543.86
10000	-3.2745	18.8357	-4001.5568738691363	0.1583286	1.389628	2.55562	0.04335076796226122	0.04335076796226122	2	2	539	16	19607.84
11000	-3.2802	20.9165	-4011.8503622720696	0.1317232	1.533797	3.297113	0.04676154872540451	0.04676154872540451	2	2	540	16	19607.84
12000	-3.3082	22.1505	-4005.9814703009374	0.1229215	2.232063	2.54021	0.043882092795896124	0.043882092795896124	2	2	544	15	21739.13
13000	-3.3548	24.7842	-4007.4335710677296	0.0962186	3.397394	2.450954	0.047592129081779615	0.047592129081779615	2	2	571	15	22727.27
14000	-3.4263	27.9191	-4002.0877116711827	0.0695245	5.186829	2.689404	0.03909090203546063	0.03909090203546063	2	2	539	16	20833.33
15000	-3.41	30.9268	-4010.8720149544533	0.0373265	4.778989	2.571502	0.04187989839421951	0.04187989839421951	2	2	374	15	11494.25
16000	-3.3334	30.9558	-4001.378176762277	0.02677583	2.864227	2.530992	0.045078324163327875	0.045078324163327875	2	2	374	15	20408.16
17000	-3.329	30.5384	-4004.905850731814	0.033408	2.753235	2.540209	0.04665018173463903	0.04665018173463903	2	2	539	16	23255.81
18000	-3.3521	31.6131	-4005.723539691841	0.02431298	3.331785	2.238723	0.042516299615757244	0.042516299615757244	2	2	539	16	22727.27
19000	-3.3358	34.4885	-4002.363901789702	0.0333934	2.924044	2.698819	0.038793856306889064	0.038793856306889064	3	3	542	15	23809.52
20000	-3.3904	33.4048	-4004.661820462058	0.034155	4.287909	1.71426	0.03461105888418887	0.03461105888418887	2	2	537	16	23255.81
21000	-3.5304	35.6879	-4008.738633292197	0.0489875	7.788282	2.545648	0.03928888190777062	0.03928888190777062	2	3	545	15	23809.52
22000	-3.6391	43.0432	-4001.0074235746624	0.03151707	10.506847	2.44427	0.04131669038603157	0.04131669038603157	3	4	537	16	25000.0
23000	-4.3689	60.5642	-4003.6380365657224	0.02696566	28.75112	2.825243	0.040968882908332116	0.040968882908332116	6	6	1038	20	21276.6
24000	-4.0613	46.3623	-4003.310124237255	0.02136023	21.061234	2.497729	0.0582880426652533	0.04484608037415581	3	4	690	17	22727.27
25000	-3.6595	38.8416	-4008.4444050309535	0.02519148	11.01522	2.691243	0.037061566734738906	0.037061566734738906	3	3	632	19	26315.79
26000	-3.6619	39.4457	-4000.348711941315	0.02956763	11.076498	2.12575	0.03813350617858613	0.03813350617858613	2	3	537	16	24390.24
27000	-4.1757	44.866	-4005.1057288204584	0.01590036	23.920583	2.272592	0.040868641035999784	0.040868641035999784	3	4	574	15	26315.79
28000	-3.9345	32.5353	-4003.6189001274265	0.02048093	17.889709	2.513756	0.04455211477000721	0.04455211477000721	2	2	542	16	25641.03
29000	-3.9266	38.2338	-3999.226800585187	0.03089933	17.693164	2.560481	0.037268222696601565	0.037268222696601565	3	3	613	18	21739.13
30000	-3.5197	34.081	-4002.7589637254478	0.03077965	7.520588	2.624465	0.039391393897550614	0.039391393897550614	2	3	540	16	24390.24
31000	-3.6927	39.465	-4005.9114668058764	0.01648454	11.844784	2.741587	0.039418619062534174	0.039418619062534174	2	3	570	15	23809.52
32000	-4.0449	47.1682	-4002.202794859597	0.02207953	20.649835	2.296155	0.03831293643198237	0.03831293643198237	4	4	634	20	22727.27
33000	-4.3609	54.2938	-4006.0272956503704	0.01971203	28.550046	2.565622	0.03471492615116949	0.03471492615116949	2	6	537	16	24390.24
34000	-4.8032	47.6414	-4004.6027786918735	0.042049	39.608292	2.187965	0.043081687659660195	0.035855745325271395	3	5	683	17	25000.0
35000	-4.3056	46.6196	-4007.3741742944544	0.02202819	27.168174	3.156534	0.06906013302449317	0.03813722692140279	2	5	586	16	25641.03
36000	-4.6667	60.117	-4007.0750295690987	0.01717934	36.195152	1.766731	0.055773107128852736	0.045079777227860045	4	7	538	16	27027.03
37000	-4.4324	70.7672	-4008.818330645172	0.02955621	30.338257	2.657633	0.06652489863730808	0.040724808309844214	8	9	966	20	30303.03
38000	-4.5147	93.0769	-3999.8301988798867	0.0295261	32.396042	2.264956	0.11959302620909149	0.041140737540783796	6	13	636	21	27777.78
39000	-4.0756	67.5773	-4004.737746243165	0.0417583	21.417582	2.432133	0.09825809723633626	0.07955562106599869	5	9	756	21	30303.03
40000	-4.403	68.3154	-4003.8569303420154	0.01949208	29.602757	1.995888	0.09750391075553676	0.037117401372997225	4	9	538	16	31250.0
41000	-4.5393	66.1796	-4005.148978521407	0.0428507	33.009473	2.286304	0.10732685636924091	0.06215998686735076	4	10	678	17	30303.03
42000	-4.1883	75.9903	-3999.69319116185	0.0346188	24.236112	2.590369	0.1421865300242841	0.06899655061892143	6	11	823	18	31250.0
43000	-3.9374	78.8903	-4003.28304690477	0.02656671	17.962324	2.469494	0.11551332530262938	0.0424326560588436	7	12	535	16	33333.33
44000	-4.1491	86.654	-3999.9123098708133	0.02346714	23.255845	2.674023	0.13814497622224933	0.04141488021834223	2	13	537	16	34482.76
45000	-5.1559	117.5219	-4004.91562120394	0.0270814	48.426197	4.036052	0.13300368648525912	0.040118132738852494	9	17	647	19	31250.0
46000	-4.9695	148.4051	-4000.484482989756	0.0328505	43.766719	2.106902	0.1447289087342074	0.04640350129112462	9	23	873	23	25641.03
47000	-4.5459	138.6048	-4004.0951275603597	0.02373339	33.174728	2.620568	0.1627646190605494	0.03857592019209472	9	22	867	23	26315.79
48000	-4.9597	111.2357	-4003.854287316254	0.038888	43.519767	2.464878	0.17364887092399373	0.04373388837354309	9	18	873	23	29411.76
49000	-4.7055	155.8827	-4002.58903049965	0.0413085	37.164568	2.050833	0.1656826906949157	0.04367084193331351	17	27	758	21	29411.76
50000	-4.7198	168.0446	-4004.3515180927543	0.02472004	37.523265	2.251834	0.15693480406108923	0.04643350012573722	9	27	782	20	25000.0
51000	-4.8797	137.1362	-4000.9259150262733	0.040442	41.520217	2.948362	0.17865908633752128	0.042451524521686296	8	23	677	18	27777.78
52000	-4.9235	160.4962	-4002.604209451426	0.02631998	42.614906	2.549121	0.14128196207023402	0.056767078373736554	6	24	826	18	27027.03
53000	-5.4931	172.5012	-3999.523758802524	0.01892463	56.855338	2.457384	0.12529251551434786	0.063765061497352	14	25	1024	24	23809.52
54000	-5.1616	200.7008	-4001.673267075508	0.0319741	48.568595	2.397588	0.13030958703606857	0.06263194572833926	13	31	798	20	25641.03
55000	-4.9081	183.718	-4006.1190889268487	0.02963313	42.230181	2.508174	0.1268684912156842	0.049011821032968104	9	29	1043	23	25000.0
56000	-5.73	192.6594	-4004.3178119106356	0.02931648	62.777612	2.081257	0.1267967488846782	0.07853983782494069	9	30	889	22	24390.24
57000	-5.5968	165.0979	-4005.6380891114823	0.0374439	59.448581	2.485698	0.15002804641758188	0.04480098226314116	11	27	940	23	25000.0
58000	-4.6027	122.8945	-4005.4353179645614	0.01964507	34.594661	1.859977	0.12852778534498244	0.061396551826089295	6	17	679	17	31250.0
59000	-6.097	134.7449	-4005.3720291002105	0.020384	71.952346	2.619197	0.1351632976727699	0.06481091150566519	13	21	726	16	33333.33
60000	-5.3562	124.2414	-4002.0731892094936	0.01682732	53.434065	2.74638	0.12925413073836967	0.04532240841507037	10	17	541	15	28571.43
61000	-5.1931	133.0394	-4004.80698695869	0.0205374	49.355633	2.390803	0.14927178099046365	0.04019871030652392	11	19	537	16	30303.03
62000	-5.1548	120.8726	-4000.168934449123	0.0175859	48.397697	2.499931	0.13849019836369955	0.039135860441934546	8	18	537	16	33333.33
63000	-4.72	124.0175	-4003.140160671735	0.0362486	37.529283	2.361853	0.15272760302134528	0.044878093539510604	13	20	730	16	31250.0
64000	-4.1494	73.9113	-4004.7583046162517	0.02913832	23.262532	2.885263	0.1139101957646921	0.051046877719652356	3	11	537	16	30303.03
65000	-4.5686	92.317	-3998.7097211458363	0.0369356	33.74433	2.007845	0.1142472371386581	0.04245968941226011	8	13	669	18	32258.06
66000	-4.4087	91.6348	-4002.073945045555	0.02940365	29.74484	2.554072	0.12663646579960408	0.05456693148738997	7	13	675	17	29411.76
67000	-4.2326	77.4919	-4005.9799444843916	0.03049866	25.343653	2.479273	0.10946553886935628	0.05902787537304206	6	11	518	18	33333.33
68000	-3.9157	66.7583	-4000.428153804388	0.0345183	17.421735	2.168678	0.11354544290559938	0.05800739301438727	6	9	793	20	31250.0
69000	-4.202	70.7696	-4004.1366518555733	0.02197394	24.577897	2.599565	0.08829218143691807	0.0485059935264627	6	8	801	19	32258.06
70000	-4.5159	104.961	-4001.1583395447515	0.02749537	32.425384	2.599565	0.09034908272975789	0.04743893851815553	7	15	678	17	29411.76
71000	-5.2457	119.1086	-4003.7566735972505	0.02393437	50.671274	2.320822	0.08891072429528182	0.081937156246548	9	17	1051	23	27777.78
72000	-5.2062	141.3784	-3997.8367510137946	0.02211174	49.683876	2.087668	0.08719062193998935	0.06149394364204775	9	19	1200	25	27777.78
73000	-4.9279	107.2745	-4000.9231361973325	0.02509728	42.726466	2.16671	0.11010143856696752	0.05824799861748878	12	15	1145	27	27777.78
74000	-4.3259	80.5474	-4002.9924915858546	0.01930737	27.676093	2.753817	0.08693364898753407	0.08693364898753407	8	10	1146	27	23809.52
75000	-5.478	86.9765	-3999.720057114068	0.02447652	56.476947	2.620679	0.04220672362024555	0.04220672362024555	6	10	1008	26	23255.81
76000	-5.1026	76.6769	-4003.443671043832	0.01297777	47.093769	2.584929	0.04016019435261805	0.04016019435261805	8	8	871	24	23255.81
77000	-5.2834	73.3852	-4003.045460124709	0.01162686	51.613241	2.343645	0.03424269095172641	0.03424269095172641	6	7	891	24	25000.0
78000	-4.8655	68.6917	-4002.0553087106955	0.01828072	41.164977	2.609479	0.04317840293304896	0.04317840293304896	7	8	1055	25	24390.24
79000	-3.7967	58.3167	-4004.1961995471393	0.02478799	14.445757	2.609479	0.04967757298635672	0.04471548480520561	5	6	781	22	23809.52
80000	-4.3445	59.2331	-3999.5516112617524	0.02200816	28.140095	2.538646	0.04076711341510561	0.04076711341510561	6	6	846	25	25641.03
81000	-6.7778	54.3899	-4006.906521948885	0.01603149	88.972676	2.317216	0.03863715667642654	0.03863715667642654	5	5	664	22	24390.24
82000	-4.6731	71.9707	-4005.3044992548344	0.01678526	36.355676	1.745558	0.04318028108598024	0.03799364075074492	6	8	772	21	27027.03
83000	-4.021	38.9564	-4001.3599012329196	0.02724329	20.053195	2.301872	0.04183699905477017	0.04183699905477017	3	3	632	21	24390.24
84000	-4.058	73.0547	-4002.5822272208993	0.02421396	20.977347	2.907783	0.14854809223804927	0.0822238443844222	7	10	649	22	25000.0
85000	-4.0159	54.2433	-4005.932443352299	0.0200223	19.924627	2.465569	0.10375150013555556	0.039976292252643715	4	7	655	19	30303.03
86000	-4.6526	83.0744	-4004.586081101341	0.0531458	35.842266	2.67213	0.0889652688742347	0.04124818269698871	7	13	838	25	27027.03
87000	-4.4081	80.6712	-4003.3489770876904	0.0616719	29.730473	2.204291	0.08587289943832793	0.048849354475684	5	13	802	20	29411.76
88000	-3.9572	63.3431	-4003.4090886945924	0.02826555	18.458753	2.620422	0.11097571891228128	0.06159432237081522	7	9	704	17	33333.33
89000	-4.0389	64.3417	-4004.219962317755	0.0362786	20.500006	2.620422	0.15781631941053334	0.03886836636622723	3	9	542	16	30303.03
90000	-4.1795	82.5363	-4003.061072217218	0.0523923	24.015946	2.132374	0.19798630234460682	0.07263818014463931	6	15	511	17	35714.29
91000	-4.045	68.3911	-4002.295343178915	0.0472323	20.654266	3.029702	0.23721499109370134	0.06373344026262341	7	13	679	17	35714.29
92000	-4.3653	84.5018	-4001.183179018069	0.02581181	28.661666	2.848384	0.14118180269250108	0.04257983724814011	5	12	683	17	34482.76
93000	-4.3455	80.4606	-4002.193763420367	0.0327772	28.165162	2.848384	0.15757982023535727	0.03819575234281172	4	12	540	16	37037.04
94000	-4.5232	86.7351	-4002.6484100357466	0.02058902	32.608405	1.966035	0.1535693917659825	0.04221987231761563	6	13	685	18	34482.76
95000	-4.2941	80.8254	-4007.0221941954987	0.02813662	26.880105	2.926836	0.1705770125468779	0.0383192189067716	7	11	680	17	30303.03
96000	-3.947	70.0516	-4003.777937173344	0.0352572	18.203351	1.957088	0.1404912830647432	0.04213537869406865	4	10	542	16	35714.29
97000	-4.1646	73.5378	-4001.5803815650875	0.0356262	23.642094	1.957088	0.06557351764781703	0.03892072016318613	4	10	824	16	34482.76
98000	-3.9807	50.3761	-4006.104066929942	0.0434492	19.04611	2.543291	0.06403973613832005	0.04018760768693053	5	6	759	22	31250.0
99000	-3.5146	35.4198	-4002.3179860527825	0.03137306	7.393809	2.624184	0.07442046310511245	0.03970324873001696	3	3	542	16	28571.43
100000	-4.7701	45.0487	-3999.263509578331	0.01881647	38.780766	2.624184	0.04164983591995726	0.04164983591995726	4	4	663	18	26315.79
101000	-4.2836	36.7068	-4008.1097393312375	0.0358184	26.618826	2.624184	0.040273628551092844	0.040273628551092844	3	3	539	16	24390.24
102000	-3.8122	32.829	-4007.928032211396	0.02794073	14.83349	2.624184	0.05977114847366883	0.04066494075871347	2	3	571	15	27777.78
103000	-3.862	33.8415	-4000.842653671947	0.02540391	16.079173	2.624184	0.043318472900297736	0.043318472900297736	2	2	542	16	26315.79
104000	-3.7696	40.8647	-4001.652402362009	0.01326933	13.768676	2.624184	0.03881482637506699	0.03881482637506699	2	3	558	16	27027.03
105000	-5.9551	72.5139	-4007.1398438941683	0.0231832	68.405874	2.624184	0.04255816245785882	0.04255816245785882	3	8	498	16	27027.03
106000	-5.9316	120.8884	-4006.639672431116	0.01529788	67.816936	2.596047	0.03969864822468757	0.03969864822468757	7	14	846	19	27027.03
107000	-6.1436	134.3671	-4005.6636031493726	0.01486105	73.117547	2.596047	0.05037820322135104	0.05037820322135104	11	17	1459	26	25000.0
108000	-7.9926	172.0297	-4006.693323141864	0.01646349	119.344214	2.596047	0.04394901139888316	0.04394901139888316	11	21	1211	32	20408.16
109000	-6.0281	135.8494	-4003.1683650582545	0.01728489	70.229687	2.596047	0.04395116505751172	0.04395116505751172	11	17	1156	29	22727.27
110000	-5.6933	104.1418	-4002.1377146322084	0.01525818	61.861492	3.679947	0.044256191877668105	0.044256191877668105	8	13	997	27	23255.81
111000	-5.9631	141.5246	-4004.68965169318	0.0380029	68.606151	3.679947	0.07015833154016254	0.03539885838251199	10	20	936	23	24390.24
112000	-5.5339	141.0603	-4001.3510682009905	0.02684715	57.874477	3.679947	0.07249103801775174	0.05607103965171507	13	20	1474	33	22222.22
113000	-5.0256	97.5123	-4004.8993149782045	0.0425814	45.169056	1.514218	0.05321571181552873	0.04041758292047691	8	13	832	19	23809.52
114000	-5.5279	52.2567	-4007.98819031087	0.02873901	57.726631	1.514218	0.04268466427387528	0.04268466427387528	4	6	746	22	22222.22
115000	-4.2934	39.452	-4009.492482670453	0.02775299	26.86254	3.371989	0.045055140499056394	0.045055140499056394	3	3	639	19	25000.0
116000	-3.8324	45.7137	-4010.6893357509066	0.02132709	15.338396	3.371989	0.03912519212409034	0.03912519212409034	3	4	542	16	27027.03
117000	-3.9889	31.355	-4002.7561709734773	0.0236312	19.250997	2.370296	0.043302249437522464	0.043302249437522464	2	2	539	16	26315.79
118000	-3.8146	37.4011	-4004.108520791039	0.03103871	14.893696	2.370296	0.041796245610015305	0.041796245610015305	3	3	539	16	27027.03
119000	-4.9415	43.5717	-4002.3705517308363	0.0275723	43.066478	2.370296	0.0439839527699565	0.0439839527699565	2	4	537	16	28571.43
120000	-3.6267	32.5065	-4004.938056823563	0.01802636	10.196711	2.370296	0.04468264009516408	0.04468264009516408	2	2	539	16	25641.03
121000	-4.9025	46.4517	-4008.417391587047	0.02439909	42.091452	2.343086	0.034248706066281706	0.034248706066281706	3	4	539	16	26315.79
122000	-4.8868	99.0453	-4004.5122738232076	0.0179093	41.69778	2.343086	0.07014781511931702	0.04083237115276346	8	12	539	16	27777.78
123000	-5.2285	137.6834	-4003.153875281344	0.02223884	50.239699	2.343086	0.07060951981403517	0.04270836850179567	7	18	893	23	28571.43
124000	-5.0223	145.5601	-4006.1536249554106	0.01952426	45.086319	2.343086	0.07645268909677623	0.04667659362416599	12	19	1020	26	26315.79
125000	-6.6753	174.0553	-4008.833600509536	0.01371471	86.410052	2.343086	0.06925211660847772	0.061230007893655916	10	23	1294	28	24390.24
126000	-6.5493	188.3276	-4007.798329279481	0.01286417	83.259937	2.343086	0.07000796372417631	0.038687928496458794	12	23	1213	25	24390.24
127000	-7.6798	203.8088	-4012.2767274368152	0.01570656	111.524286	1.49592	0.07020862942684587	0.035897681323918997	11	26	873	26	25000.0
128000	-5.9034	189.4674	-4009.6911452539307	0.01874201	67.113951	1.49592	0.08273631911766496	0.045680920554862274	12	25	1195	23	22727.27
129000	-6.7389	173.7215	-4008.6932363084024	0.01729773	88.000754	1.49592	0.08473770286450481	0.03749991572679639	13	23	1281	25	25000.0
130000	-5.093	137.7232	-4009.968729885826	0.0184056	46.85403	1.49592	0.07961382653726631	0.036188532949300085	8	18	940	21	28571.43
131000	-5.3617	159.5676	-4011.9932996726598	0.02019751	53.569755	1.49592	0.10381102120666695	0.03854821496018278	10	23	930	22	28571.43
132000	-5.4551	159.88	-4006.59922583358	0.0321699	55.905639	1.49592	0.14216034345374653	0.037832410486237984	8	25	632	20	25641.03
133000	-4.9534	178.6328	-4009.718365057646	0.02831801	43.363009	1.49592	0.13521482813381802	0.04543590508465144	13	28	802	20	27777.78
134000	-5.0658	187.5032	-4004.992594311951	0.0417564	46.173732	2.700804	0.1301784488250212	0.04869143965740934	15	31	1268	22	27027.03
135000	-5.1601	200.3431	-4007.568452433289	0.02701474	48.529764	2.700804	0.1320159045724565	0.06980751292008269	15	31	947	22	22727.27
136000	-5.2007	214.5366	-4004.6861614234494	0.02805184	49.54522	2.109785	0.13322934159140573	0.05544256512258804	11	34	684	17	27777.78
137000	-5.3817	187.478	-4007.03697389399	0.02347999	54.071248	2.109785	0.12393231385025047	0.046281836062050205	10	28	816	19	30303.03
138000	-5.2977	172.8112	-4005.6113462063986	0.02762004	51.970155	2.109785	0.13081177161544025	0.03710057270973358	9	27	542	15	29411.76
139000	-5.4515	200.7075	-4008.490840465076	0.02760039	55.816077	2.109785	0.13267990152440898	0.07111225730659523	14	34	913	21	31250.0
140000	-5.0882	192.4674	-4007.716251113217	0.0407512	46.732922	2.497954	0.12190443271733639	0.0430135396401384	12	33	792	20	27027.03
141000	-4.9405	206.4857	-4002.601811605185	0.0388262	43.041583	2.497954	0.141256435076234	0.04217802222687209	11	36	660	18	26315.79
142000	-5.1493	197.3461	-4005.077264160577	0.045139	48.260978	2.497954	0.1284805815891589	0.039771864009613196	12	35	866	18	27777.78
143000	-4.8639	168.8618	-4005.7530110175644	0.0322306	41.125433	2.133589	0.1374986921304601	0.03979895995042782	10	27	718	16	28571.43
144000	-4.8269	157.2397	-4012.1063181046625	0.0585918	40.20056	2.133589	0.15944790946242085	0.03643916180075115	8	29	545	15	28571.43
145000	-4.2072	146.7613	-4004.846525040016	0.0529757	24.708082	2.133589	0.1745870014866216	0.049209410246084974	9	28	731	17	32258.06
146000	-5.3394	159.6526	-4004.307332684315	0.0329291	53.013087	2.133589	0.1260538992977959	0.041645419054629255	8	28	682	17	30303.03
147000	-6.0446	150.3861	-4006.077819377869	0.0317969	70.643182	2.133589	0.12856071928068635	0.039126474497706606	6	26	542	15	33333.33
148000	-4.5406	153.4296	-4009.4989688721603	0.0427961	33.042431	2.133589	0.12646680834346474	0.03651212600208921	8	26	979	20	29411.76
149000	-4.978	151.3432	-4002.116354581395	0.01935461	43.977503	2.133589	0.11813705330336385	0.04408019313146163	7	24	681	17	32258.06
150000	-4.839	128.0766	-4009.033518418247	0.0402666	40.502006	2.133589	0.12042494651686647	0.04175161323285672	10	20	702	18	30303.03
151000	-4.3012	115.4572	-4004.933833164655	0.02692872	27.057642	2.133589	0.0991722036527113	0.04307418918067579	6	17	665	18	31250.0
152000	-4.6663	97.1884	-4007.01641258683	0.02960971	36.184517	1.791076	0.08453951936025145	0.04522576698750533	4	13	688	17	29411.76
153000	-3.9854	64.2832	-4011.402604043509	0.0346743	19.162586	1.791076	0.14325271941652562	0.040696816981637546	3	9	542	15	29411.76
154000	-3.657	37.3706	-4005.8867440213085	0.032817	10.954042	2.127037	0.03961919449260374	0.03961919449260374	3	3	394	16	30303.03
155000	-4.1552	40.5874	-4008.104021689198	0.01989963	23.407075	2.492222	0.04143136743920717	0.04143136743920717	2	3	571	15	26315.79
156000	-4.0575	45.3671	-4004.7155442230364	0.01758925	20.966257	2.492222	0.04309656401136776	0.04309656401136776	2	4	539	16	27777.78
157000	-3.6649	33.7051	-4005.898783970886	0.02490888	11.151282	2.492222	0.038637426719398446	0.038637426719398446	2	2	539	16	26315.79
158000	-3.6179	38.2274	-4002.1925171267076	0.02532703	9.976453	2.492222	0.044766021301570244	0.044766021301570244	3	3	537	16	23809.52
159000	-5.2047	58.6373	-4001.8687129705286	0.01695695	49.645173	2.492222	0.04657888631657018	0.04657888631657018	3	6	570	15	27027.03
160000	-4.2209	51.5783	-4005.826050690233	0.0218838	25.049612	2.492222	0.03709992578566103	0.03709992578566103	3	5	540	15	27777.78
161000	-3.5749	44.2341	-4002.0235258646157	0.0468094	8.900191	2.492222	0.04622110284261201	0.04622110284261201	2	5	535	16	25641.03
162000	-3.9346	40.7107	-4001.1341764972312	0.02109872	17.893745	2.492222	0.03813188888899942	0.03813188888899942	2	3	538	16	27027.03
163000	-4.2268	57.2019	-4003.3320303579585	0.02534928	25.19739	2.492222	0.04997894413601808	0.04997894413601808	5	6	681	17	25641.03
164000	-4.3042	62.2892	-4002.563910435669	0.02106913	27.133765	2.492222	0.046994277846934794	0.046994277846934794	4	7	683	17	29411.76
165000	-4.0178	37.8424	-4000.347283788635	0.03103879	19.971909	2.492222	0.06818940910024815	0.04491246513383484	2	3	538	16	33333.33
166000	-4.77	61.5718	-4006.764382271797	0.0379311	38.777632	2.492222	0.04791439859382743	0.04791439859382743	5	8	535	16	25641.03
167000	-3.9957	66.0203	-4002.178184774397	0.0255947	19.419369	2.492222	0.0497042237199155	0.0497042237199155	7	8	1164	25	29411.76
168000	-3.8996	39.3404	-4002.224891868075	0.02279483	17.018734	2.492222	0.043726297718880563	0.043726297718880563	3	3	662	18	27777.78
169000	-3.88	41.7697	-4008.828607858095	0.01028063	16.526893	2.492222	0.03361114223698387	0.03361114223698387	3	3	570	18	26315.79
170000	-4.1826	42.9336	-3999.79610757978	0.02895555	24.093456	2.492222	0.05192919106961693	0.05192919106961693	4	4	810	19	26315.79
171000	-3.6981	35.2575	-4001.5236559131927	0.02349722	11.980695	2.492222	0.03662683565472346	0.03662683565472346	2	2	426	16	27027.03
172000	-4.1849	60.2609	-4002.1881904572006	0.01605939	24.149897	2.492222	0.03502241065136675	0.03502241065136675	4	6	540	16	27027.03
173000	-4.0698	53.8802	-4003.217783947317	0.0319896	21.272527	1.924633	0.05392289658412748	0.04034983894491316	5	6	689	18	27777.78
174000	-5.2353	61.188	-4007.6713113187943	0.01982652	50.410904	1.924633	0.041500246572698636	0.041500246572698636	5	7	791	20	25641.03
175000	-5.4138	61.2314	-4002.1681636758826	0.02101509	54.873647	1.924633	0.044846373949432264	0.044846373949432264	6	7	669	21	25000.0
176000	-4.7257	77.1819	-4002.9354358957894	0.0416511	37.670317	1.924633	0.050327456534143805	0.0418120723656418	6	11	753	22	25000.0
177000	-4.4151	55.2564	-4007.2571338526077	0.01904829	29.905976	2.743344	0.0447166866005721	0.0447166866005721	4	6	792	20	27777.78
178000	-4.9347	73.5235	-4005.9237474741376	0.03034491	42.895254	2.743344	0.038571774056352814	0.038571774056352814	5	8	524	18	25641.03
179000	-3.7755	38.7726	-4004.000340665756	0.02443682	13.916084	2.567334	0.04156926270659784	0.04156926270659784	2	3	539	16	27777.78
180000	-3.8538	53.1397	-4003.8144980568936	0.02487725	15.872844	2.567334	0.04100318441537446	0.04100318441537446	4	5	676	18	29411.76
181000	-3.8762	40.6524	-4003.7330359063144	0.02428792	16.433916	2.567334	0.04071012185481398	0.04071012185481398	2	3	539	16	30303.03
182000	-4.6679	86.7802	-4009.6732567874546	0.0235985	36.226115	2.567334	0.0432998390815504	0.0432998390815504	4	10	677	17	26315.79
183000	-4.7328	55.1631	-4010.5516824698025	0.02736857	37.846981	2.567334	0.035599280427304	0.035599280427304	2	6	374	15	30303.03
184000	-4.7838	43.6491	-4003.776378579233	0.02688481	39.121888	2.567334	0.04146268943308536	0.04146268943308536	3	4	535	17	27777.78
185000	-3.3926	31.8147	-4004.131045745944	0.02196852	4.344213	2.919984	0.040938953842888	0.040938953842888	2	2	539	16	26315.79
186000	-4.8671	44.6647	-4003.342463871366	0.0194498	41.206294	2.919984	0.03630155042302353	0.03630155042302353	2	4	494	16	27027.03
187000	-4.9148	62.2149	-4002.322871250926	0.01685534	42.398816	2.919984	0.04088246565047736	0.04088246565047736	5	7	367	16	30303.03
188000	-4.4418	57.3051	-4000.396626832433	0.01711604	30.574332	2.919984	0.04279827517920351	0.04279827517920351	4	6	677	18	27777.78
189000	-4.471	40.6228	-4004.185986025461	0.02732256	31.302351	2.734858	0.03943160536463976	0.03943160536463976	2	3	469	16	27777.78
190000	-3.9186	47.9428	-4004.8298559673776	0.01540525	17.493196	2.83207	0.043575762396119495	0.043575762396119495	3	5	728	16	25641.03
191000	-5.0503	85.7221	-4001.7323372676574	0.01839227	45.785663	2.147952	0.04592850392762722	0.04592850392762722	7	10	542	16	29411.76
192000	-4.3979	55.5728	-4001.794565495473	0.03000329	29.475564	3.435844	0.04123166980401939	0.04123166980401939	6	6	726	18	29411.76
193000	-5.0148	54.2293	-4002.896197960074	0.03093988	44.899119	2.677726	0.04766160756086577	0.04766160756086577	3	6	690	17	30303.03
194000	-4.703	43.3078	-4000.164540410671	0.0352694	37.103909	2.103493	0.0418490223594492	0.0418490223594492	3	4	539	16	28571.43
195000	-3.8412	39.6971	-4001.7808318570324	0.03063506	15.55746	2.31034	0.035870735376069565	0.035870735376069565	3	3	687	17	27777.78
196000	-3.4704	33.8121	-4005.47535088084	0.02217239	6.287708	2.247081	0.04039581812178424	0.04039581812178424	2	2	553	16	26315.79
197000	-4.2002	46.5691	-4006.0169967911115	0.02670006	24.531986	2.970132	0.03681772999580078	0.03681772999580078	3	4	542	16	27777.78
